분류번호,측정소명,년/월/일,회차,경도,위도,채수시각,수심(m),수온(℃),DO,BOD(㎎/L),COD(㎎/L),SS(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),경도_십진수,위도_십진수
2001A37,석포4,2025-01-20,1회차,"129°5'2.2""","36°59'30.9""",14:43,,2,13.2,0.4,2.2,0.2,2.82,0.006,0.9,129.0839444,36.99191667
1201A10,선행천,2025-01-20,1회차,"126°28'5.22""","37°43'31.47""",11:08,,6.3,10.5,15.6,19.3,13.8,5.685,0.381,4.3,126.4681167,37.72540833
1001A23,송현천,2025-01-20,1회차,"128°50'58.9""","37°31'13.4""",14:00,2.37,1.2,13,0.4,1.3,6.7,8.426,0.045,0.8,128.8496944,37.52038889
1018A58,안양천1,2025-01-20,1회차,"126°57'36.7""","37°21'23.4""",10:20,1.28,4.6,13.1,1.2,3.5,4.4,3.48,0.107,2,126.9601944,37.3565
1018A60,안양천2,2025-01-20,1회차,"126°57'13.68""","37°21'57.96""",15:50,,5.4,9.1,6.1,8.1,11.1,6.569,0.063,4.7,126.9538,37.3661
1018A66,안양천4,2025-01-20,1회차,"126°56'45""","37°22'26.7""",15:33,,5.3,11.6,5.7,8.1,8.8,8.116,0.053,5.3,126.9458333,37.37408333
1018A70,안양천5,2025-01-20,1회차,"126°55'53.4""","37°23'51""",15:05,,4.2,15.4,1.3,6,5,6.388,0.04,4.3,126.9315,37.3975
1018A72,안양천6,2025-01-20,1회차,"126°53'52.08""","37°25'40.08""",14:32,,7.6,12.6,2.5,9.2,5.9,6.93,0.074,6.6,126.8978,37.4278
1018A74,안양천7,2025-01-20,1회차,"126°54'1.21""","37°26'19.31""",15:10,1.04,10.8,9.5,3.5,8.2,7,8.588,0.134,4.7,126.9003361,37.43869722
1018A78,안양천8,2025-01-20,1회차,"126°52'14.33""","37°29'32.07""",13:50,2.02,9.3,10,3.8,8.7,9,9.803,0.131,5.4,126.8706472,37.49224167
1025A30,왕숙천1,2025-01-20,1회차,"127°11'53.48""","37°46'.18""",13:20,1.49,6.2,13.9,1,2.8,1,3.022,0.016,1.4,127.1981889,37.76671667
1025A42,왕숙천4,2025-01-20,1회차,"127°9'8.45""","37°39'.42""",14:40,-0.37,5.1,12.9,1.2,2.9,3.6,3.538,0.022,1.6,127.1523472,37.65011667
3012A10,용수천2,2025-01-20,1회차,"127°16'25.68""","36°27'31.68""",10:10,,2.7,13.8,0.4,2.3,1.7,1.604,0.014,1.3,127.2738,36.4588
1025A45,용암천,2025-01-20,1회차,"127°8'26.43""","37°38'46.14""",15:10,1.2,11.8,14.6,2.4,5.3,2.5,6.514,0.024,3.2,127.140675,37.64615
3203A40,웅천천2,2025-01-20,1회차,"126°35'46.6""","36°13'29.3""",10:22,,4.9,12.6,0.9,4,1.6,1.49,0.007,1.8,126.5962778,36.22480556
3012A35,유구천,2025-01-20,1회차,"127°3'4.34""","36°28'5.61""",13:30,,3.5,13.7,0.4,2.2,0.9,2.417,0.013,1.1,127.0512056,36.468225
3012A53,정동,2025-01-20,1회차,"126°55'23.9""","36°18'11.6""",10:45,,3.8,14.2,1.3,5.8,4.9,4.659,0.037,4,126.9233056,36.30322222
3012A25,정안천,2025-01-20,1회차,"127°7'32.07""","36°28'17.16""",11:55,,4.2,13.1,0.6,2.4,3.1,4.01,0.034,1.6,127.125575,36.47143333
1018A26,중랑천1,2025-01-20,1회차,"127°2'48.1""","37°45'54""",11:40,0.76,7.5,11.2,0.8,2.4,3.8,6.637,0.033,1.7,127.0466944,37.765
1010A33,지촌천,2025-01-20,1회차,"127°36'34.9""","38°3'.7""",16:40,2.66,0.8,13.4,0.5,2.6,0.2,3.263,0.02,0.6,127.6096944,38.05019444
1018A68,학의천,2025-01-20,1회차,"126°58'35.8""","37°23'49.6""",11:30,1.12,10.8,8.4,2.3,7.7,2.3,8.923,0.074,4.1,126.9766111,37.39711111
1010A30,화천천,2025-01-20,1회차,"127°42'6.4""","38°6'44.7""",13:25,,,,,,,,,,127.7017778,38.11241667
2011A10,강정,2025-01-20,2회차,"128°21'55.44""","36°11'41.79""",11:00,,,,,,,,,,128.3654,36.19494167
2018A35,경호강1,2025-01-20,2회차,"127°49'47.3""","35°29'23.4""",14:10,,2.4,14.2,0.9,3,0.4,2.723,0.012,2,127.8298056,35.48983333
2003A20,미천,2025-01-20,2회차,"128°39'23.6""","36°32'26.5""",10:40,,4.6,14.5,1.1,3,0.4,3.145,0.017,2.3,128.6565556,36.54069444
2011A50,백천2,2025-01-20,2회차,"128°21'57.4""","35°52'45.2""",14:00,,4.8,13.7,1.4,3.8,3.2,2.929,0.036,,128.3659444,35.87922222
2015A90,사천천,2025-01-20,2회차,"127°59'20.09""","35°34'51.03""",10:30,,1.9,14.7,0.5,2.2,0.4,2.167,0.009,1.2,127.9889139,35.58084167
2011A52,용암,2025-01-20,2회차,"128°23'31.85""","35°51'18.27""",12:10,,,,,,,,,,128.3921806,35.855075
2018A29,임천,2025-01-20,2회차,"127°47'33.9""","35°27'52""",12:00,,2.7,15.2,0.8,2.5,0.4,2.324,0.021,1.7,127.79275,35.46444444
2011A53,하빈천,2025-01-20,2회차,"128°24'17.28""","35°51'38.16""",10:10,,4.7,15.1,2.8,6.4,4.8,1.737,0.086,5.5,128.4048,35.8606
2014A30,현풍,2025-01-20,2회차,"128°26'1.32""","35°42'29.16""",14:00,,5.3,13.5,1.5,4.8,3.2,4.022,0.022,,128.4337,35.7081
2014A10,화원나루,2025-01-20,2회차,"128°28'29.64""","35°48'42.84""",13:00,,5.6,13,1.6,4.8,2.4,3.941,0.027,,128.4749,35.8119
2015A50,황강1,2025-01-20,2회차,"127°56'29.4""","35°40'17.4""",13:40,,2.5,14.6,0.9,2.2,1.6,3.784,0.027,1.6,127.9415,35.6715
2015A80,황강3,2025-01-20,2회차,"127°59'24.01""","35°37'45.37""",11:40,,3,15,0.8,2.7,2.8,3.635,0.017,2.1,127.9900028,35.62926944
2016A30,황강6,2025-01-20,2회차,"128°20'30.9""","35°34'20.3""",10:30,,5,12.6,0.5,2.8,3.6,1.506,0.03,2,128.3419167,35.57230556
1013A90,가평천3,2025-01-20,3회차,"127°31'2.28""","37°49'53.04""",:,,,,,,,,,,127.5173,37.8314
1007A75,강상,2025-01-20,3회차,"127°29'22.2""","37°29'8.88""",:,,,,,,,,,,127.4895,37.4858
1007A20,강천,2025-01-20,3회차,"127°41'12.9""","37°16'21.1""",:,,,,,,,,,,127.6869167,37.27252778
1016A75,경안천10,2025-01-20,3회차,"127°18'48.5""","37°26'13""",13:00,,4.2,13,2.3,4.7,3,5.064,0.048,3.2,127.3134722,37.43694444
1016A45,경안천6,2025-01-20,3회차,"127°14'20.8""","37°21'24.2""",:,,,,,,,,,,127.2391111,37.35672222
1007A59,곡수천2,2025-01-20,3회차,"127°34'.08""","37°22'34.39""",:,,,,,,,,,,127.5666889,37.37621944
1019A60,공릉천5,2025-01-20,3회차,"126°44'3.12""","37°45'25.92""",:,,,,,,,,,,126.7342,37.7572
3012A20,공주1,2025-01-20,3회차,"127°7'27.58""","36°27'59.19""",11:40,,5,13.5,1.5,6,6,4.866,0.046,4.3,127.1243278,36.46644167
1101A73,관리천,2025-01-20,3회차,"126°57'11.88""","37°3'53.28""",:,,,,,,,,,,126.9533,37.0648
4001A10,관촌,2025-01-20,3회차,"127°17'26.4""","35°42'48.6""",11:20,,3.3,13.6,0.5,2,0.5,2.483,0.007,1.6,127.2906667,35.7135
1015A42,구운천2,2025-01-20,3회차,"127°22'31.08""","37°40'37.2""",:,,,,,,,,,,127.3753,37.677
1025A69,구의,2025-01-20,3회차,"127°6'46.08""","37°32'41.64""",:,,,,,,,,,,127.1128,37.5449
1019A40,굴포천4,2025-01-20,3회차,"126°46'22.14""","37°34'30.22""",:,,,,,,,,,,126.7728167,37.57506111
3012A32,금강,2025-01-20,3회차,"127°6'.1""","36°27'52.7""",10:10,,4.6,13.1,1.6,5.9,6.2,4.889,0.048,4.2,127.1000278,36.46463889
1007A22,금당천2,2025-01-20,3회차,"127°40'36.6""","37°18'12.2""",:,,,,,,,,,,127.6768333,37.30338889
2009A05,낙단,2025-01-20,3회차,"128°18'28.4""","36°21'40.2""",11:30,,,,,,,,,,128.3078889,36.36116667
1012A20,내린천2,2025-01-20,3회차,"128°11'27.79""","38°3'59.86""",:,,,,,,,,,,128.1910528,38.06662778
1018A52,노량진,2025-01-20,3회차,"126°57'30.58""","37°30'59.45""",10:40,,3.5,12.8,1.6,3.7,3.1,5.47,0.032,2.7,126.9584944,37.51651389
2014A25,논공,2025-01-20,3회차,"128°24'50.4""","35°44'8.9""",10:00,,2.8,13.5,1.5,5.5,2.8,4.112,0.025,4.1,128.414,35.73580556
2011A55,다사,2025-01-20,3회차,"128°27'24.9""","35°50'33.8""",11:10,,,,,,,,,,128.4569167,35.84272222
1003A47,단성,2025-01-20,3회차,"128°15'4.5""","36°55'52.14""",:,,,,,,,,,,128.25125,36.93115
1004A45,달천6,2025-01-20,3회차,"127°52'39.62""","36°52'59.65""",:,,,,,,,,,,127.8776722,36.88323611
1004A60,달천7,2025-01-20,3회차,"127°53'59.44""","36°56'29.43""",11:37,,1.7,14,0.9,2.9,5.3,3.385,0.042,1.8,127.8998444,36.94150833
1004A70,달천8,2025-01-20,3회차,"127°53'22.55""","36°59'18.55""",:,,,,,,,,,,127.8895972,36.98848611
1007A27,대신,2025-01-20,3회차,"127°36'47.7""","37°19'20.8""",:,,,,,,,,,,127.61325,37.32244444
3008A40,대청댐,2025-01-20,3회차,"127°28'35.5""","36°22'16.2""",13:00,,6.6,11.1,0.5,4,1.7,1.404,0.016,2.8,127.4765278,36.37116667
2014A70,덕곡,2025-01-20,3회차,"128°21'19.8""","35°35'36.1""",13:00,,,,,,,,,,128.3555,35.59336111
1005A50,덕은리,2025-01-20,3회차,"127°47'46.68""","37°7'36.84""",13:15,,5.5,14.1,0.4,2.7,1.6,2.629,0.016,,127.7963,37.1269
2007A25,도남,2025-01-20,3회차,"128°15'15.12""","36°26'.24""",11:00,,,,,,,,,,128.2542,36.4334
2001A50,도산,2025-01-20,3회차,"128°53'7.5""","36°46'44.1""",13:40,,1.5,16.4,0.6,2.3,0.4,2.978,0.012,1.5,128.8854167,36.77891667
4007A30,동복천2,2025-01-20,3회차,"127°6'59.26""","35°2'12.56""",10:45,,3.5,13.1,1.2,2.6,1.4,0.93,0.012,2.1,127.1164611,35.03682222
1003A85,목행대교,2025-01-20,3회차,"127°55'7.2""","37°1'10.7""",11:20,,6.1,12.3,0.2,2.8,1.7,2.344,0.014,,127.9186667,37.01963889
1015A50,묵현천,2025-01-20,3회차,"127°21'1.9""","37°37'44.8""",:,,,,,,,,,,127.3505278,37.62911111
1023A50,문산천4,2025-01-20,3회차,"126°46'33.24""","37°51'29.52""",:,,,,,,,,,,126.7759,37.8582
2002A50,반변천4,2025-01-20,3회차,"128°45'5.1""","36°33'3.7""",14:40,,3.9,14.2,0.6,4.7,0.8,1.646,0.018,4.2,128.7514167,36.55102778
1015A47,벽계천2,2025-01-20,3회차,"127°22'46.92""","37°38'47.04""",:,,,,,,,,,,127.3797,37.6464
1007A57,복하천6,2025-01-20,3회차,"127°32'33.4""","37°21'50.8""",:,,,,,,,,,,127.5426111,37.36411111
3012A42,부여,2025-01-20,3회차,"126°56'39.9""","36°19'19.5""",10:30,,,,,,,,,,126.9444167,36.32208333
1015A60,삼봉리,2025-01-20,3회차,"127°20'28.7""","37°35'39.2""",10:10,,2.7,13.4,0.9,2.2,1,1.923,0.009,1.3,127.3413056,37.59422222
2009A30,선산,2025-01-20,3회차,"128°20'38.1""","36°14'19.7""",11:30,,,,,,,,,,128.3439167,36.23880556
1006A45,섬강3,2025-01-20,3회차,"127°55'18.48""","37°25'43.68""",:,,,,,,,,,,127.9218,37.4288
1006A80,섬강6,2025-01-20,3회차,"127°44'51.36""","37°14'31.56""",10:30,,1.7,13.7,1.1,3.7,1.4,4.932,0.034,2.4,127.7476,37.2421
1101A28,성은천,2025-01-20,3회차,"127°8'38.04""","37°5'39.12""",:,,,,,,,,,,127.1439,37.0942
1012A40,소양강2,2025-01-20,3회차,"127°47'24.72""","37°55'44.04""",13:30,,7.8,12.2,0.4,2.2,0.7,1.671,0.008,1.5,127.7902,37.9289
1022A55,신천5,2025-01-20,3회차,"127°4'36.12""","38°0'29.52""",:,,,,,,,,,,127.0767,38.0082
1018A82,안양천9,2025-01-20,3회차,"126°52'24.24""","37°30'31.32""",:,,,,,,,,,,126.8734,37.5087
1007A44,양화천4,2025-01-20,3회차,"127°34'10.2""","37°20'52.4""",:,,,,,,,,,,127.5695,37.34788889
1007A25,여주1,2025-01-20,3회차,"127°38'52.4""","37°17'48.2""",:,,,,,,,,,,127.6478889,37.29672222
1007A40,여주2,2025-01-20,3회차,"127°34'28.4""","37°21'15.1""",:,,,,,,,,,,127.5745556,37.35419444
3012A05,연기,2025-01-20,3회차,"127°16'15.4""","36°28'40.7""",10:55,,5.2,12.7,2.1,6.5,7,4.71,0.051,4.5,127.2709444,36.47797222
1003A05,영월2,2025-01-20,3회차,"128°29'44.9""","37°9'36.8""",10:46,,0,14.3,0.3,1.9,0.4,3.835,0.004,1.1,128.4958056,37.16022222
1003A17,영춘,2025-01-20,3회차,"128°29'7.1""","37°5'7.8""",:,,,,,,,,,,128.4853056,37.0855
1022A35,영평천3,2025-01-20,3회차,"127°8'18.42""","38°1'23.46""",:,,,,,,,,,,127.13845,38.02318333
1001A40,오대천3,2025-01-20,3회차,"128°38'58.6""","37°26'19.3""",:,,,,,,,,,,128.6496111,37.43869444
1101A37,오산천2,2025-01-20,3회차,"127°5'18.96""","37°12'59.4""",:,,,,,,,,,,127.0886,37.2165
1101A42,오산천4,2025-01-20,3회차,"127°4'35.04""","37°9'39.96""",:,,,,,,,,,,127.0764,37.1611
1101A47,오산천6,2025-01-20,3회차,"127°3'20.52""","37°7'57.72""",:,,,,,,,,,,127.0557,37.1327
1003A15,옥동천3,2025-01-20,3회차,"128°32'48.8""","37°7'8""",:,,,,,,,,,,128.5468889,37.11888889
1025A51,왕숙천6,2025-01-20,3회차,"127°9'47.88""","37°35'5.28""",:,,,,,,,,,,127.1633,37.5848
2011A30,왜관,2025-01-20,3회차,"128°23'37.32""","36°0'4.68""",11:00,,3.7,13.6,2.2,4.7,3.2,3.004,0.024,4,128.3937,36.0013
1005A55,운계천,2025-01-20,3회차,"127°47'49.56""","37°8'45.6""",:,,,,,,,,,,127.7971,37.146
1005A60,원주,2025-01-20,3회차,"127°44'46.03""","37°12'18.38""",:,,,,,,,,,,127.7461194,37.20510556
1013A40,의암댐,2025-01-20,3회차,"127°40'32.3""","37°50'15.1""",11:05,,4,13.2,0.2,2.6,0.9,1.73,0.011,1.7,127.6756389,37.83752778
1007A60,이포,2025-01-20,3회차,"127°32'22.9""","37°24'5.8""",:,,,,,,,,,,127.5396944,37.40161111
1011A20,인북천1,2025-01-20,3회차,"128°10'58.08""","38°5'18.24""",:,,,,,,,,,,128.1828,38.0884
1021A20,임진강3,2025-01-20,3회차,"127°0'49.56""","38°0'33.92""",:,,,,,,,,,,127.0137667,38.00942222
1023A22,임진강6,2025-01-20,3회차,"126°49'16.32""","37°54'21.07""",:,,,,,,,,,,126.8212,37.90585278
1003A71,제천천4,2025-01-20,3회차,"128°3'21.71""","37°5'21.75""",:,,,,,,,,,,128.0560306,37.089375
1001A30,조양강,2025-01-20,3회차,"128°39'10.1""","37°26'20.8""",:,,,,,,,,,,128.6528056,37.43911111
1015A30,조종천4,2025-01-20,3회차,"127°24'29.51""","37°43'42.03""",:,,,,,,,,,,127.4081972,37.72834167
1002A20,주천강3,2025-01-20,3회차,"128°19'53.4""","37°13'46.9""",:,,,,,,,,,,128.3315,37.22969444
1018A30,중랑천3,2025-01-20,3회차,"127°3'4""","37°41'10.7""",:,,,,,,,,,,127.0511111,37.68630556
1005A30,중원,2025-01-20,3회차,"127°52'51.6""","37°4'33.6""",12:50,,5.6,13.3,0.4,2.8,1.2,2.619,0.012,,127.881,37.076
1101A27,진위천1,2025-01-20,3회차,"127°13'17.04""","37°6'34.56""",:,,,,,,,,,,127.2214,37.1096
1101A29,진위천2,2025-01-20,3회차,"127°7'4.08""","37°6'8.64""",:,,,,,,,,,,127.1178,37.1024
1101A72,진위천5,2025-01-20,3회차,"126°59'33""","37°4'51.6""",:,,,,,,,,,,126.9925,37.081
1101A75,진위천6,2025-01-20,3회차,"127°0'59.4""","37°1'2.64""",:,,,,,,,,,,127.0165,37.0174
1007A15,청미천6,2025-01-20,3회차,"127°43'8.8""","37°12'7.9""",:,,,,,,,,,,127.7191111,37.20219444
1015A10,청평,2025-01-20,3회차,"127°25'11.6""","37°43'28.2""",:,,,,,,,,,,127.4198889,37.7245
1013A60,춘성교,2025-01-20,3회차,"127°33'7.56""","37°50'44.88""",:,,,,,,,,,,127.5521,37.8458
1010A35,춘천1,2025-01-20,3회차,"127°40'5.2""","37°58'5.5""",:,,,,,,,,,,127.6681111,37.96819444
1003A75,충주,2025-01-20,3회차,"127°58'47.3""","37°0'44.3""",:,,,,,,,,,,127.9798056,37.01230556
1003A74,충주댐,2025-01-20,3회차,"127°59'47.39""","37°0'2.52""",10:50,,7.2,11.2,0.3,3,1.3,2.411,0.025,1.5,127.9964972,37.0007
2011A25,칠곡,2025-01-20,3회차,"128°23'52.1""","36°1'6.8""",10:30,,,,,,,,,,128.3978056,36.01855556
1018A16,탄천5,2025-01-20,3회차,"127°7'21.36""","37°28'1.2""",:,,,,,,,,,,127.1226,37.467
1025A03,팔당,2025-01-20,3회차,"127°14'11.35""","37°32'42.31""",:,,,,,,,,,,127.2364861,37.54508611
1017A10,팔당댐,2025-01-20,3회차,"127°17'.02""","37°31'17.02""",10:45,,2.7,13.8,0.7,2.6,1.4,1.964,0.01,1.6,127.2833389,37.52139444
1002A55,평창강5,2025-01-20,3회차,"128°27'19.1""","37°10'17.4""",:,,,,,,,,,,128.4553056,37.1715
1022A10,한탄강1,2025-01-20,3회차,"127°16'18.84""","38°7'28.92""",:,,,,,,,,,,127.2719,38.1247
1022A80,한탄강5,2025-01-20,3회차,"127°0'45.34""","38°0'13.45""",:,,,,,,,,,,127.0125944,38.00373611
2020A32,함안,2025-01-20,3회차,"128°32'55.6""","35°22'50.2""",12:50,,,,,,,,,,128.5487778,35.38061111
1019A25,행주,2025-01-20,3회차,"126°48'39.91""","37°35'56.39""",:,,,,,,,,,,126.8110861,37.59899722
1014A70,홍천강3,2025-01-20,3회차,"127°35'19.46""","37°43'32.84""",:,,,,,,,,,,127.5887389,37.72578889
1009A10,화천,2025-01-20,3회차,"127°45'26.55""","38°5'34.59""",:,,,,,,,,,,127.757375,38.09294167
1101A57,황구지천1,2025-01-20,3회차,"126°56'47.76""","37°19'25.32""",:,,,,,,,,,,126.9466,37.3237
1101A58,황구지천2,2025-01-20,3회차,"126°56'39.12""","37°18'2.16""",:,,,,,,,,,,126.9442,37.3006
1101A62,황구지천4,2025-01-20,3회차,"127°1'24.6""","37°12'21.96""",:,,,,,,,,,,127.0235,37.2061
1101A65,황구지천5,2025-01-20,3회차,"127°0'26.28""","37°11'11.76""",:,,,,,,,,,,127.0073,37.1866
1101A70,황구지천6,2025-01-20,3회차,"126°59'58.02""","37°7'14.83""",:,,,,,,,,,,126.99945,37.12078611
1007A70,흑천3,2025-01-20,3회차,"127°31'40.08""","37°27'57.24""",:,,,,,,,,,,127.5278,37.4659
5004A10,광산,2025-01-20,4회차,"126°46'34.09""","35°4'13.9""",9:55,,7.1,12.4,4.2,7.9,8.5,9.847,0.11,6.7,126.7761361,35.07052778
5004A20,나주,2025-01-20,4회차,"126°44'.81""","35°2'8.79""",11:40,,5.8,14.8,5.1,7.5,10.5,8.005,0.139,6.6,126.7335583,35.035775
5008A10,무안2,2025-01-20,4회차,"126°26'55.3""","34°47'11.2""",12:20,,5.2,12.2,2.6,7.7,8.7,3.053,0.035,6,126.4486944,34.78644444
2001A60,안동1,2025-01-20,4회차,"128°45'51.84""","36°34'51.24""",11:50,,6.9,10.8,0.4,3.8,1.8,1.262,0.008,2.2,128.7644,36.5809
2003A10,안동2,2025-01-20,4회차,"128°42'.1""","36°33'1.3""",13:00,,5,12.4,0.4,4.2,1.2,1.395,0.011,,128.7000278,36.55036111
2003A30,안동3,2025-01-20,4회차,"128°35'43.08""","36°33'8.64""",13:20,,5.3,12.8,0.5,4.1,0.6,1.565,0.011,2.6,128.5953,36.5524
2003A40,안동4,2025-01-20,4회차,"128°27'46.44""","36°32'23.64""",14:10,,5.4,12.4,0.5,4.1,1,1.581,0.011,,128.4629,36.5399
1101A25,안성천3,2025-01-20,4회차,"127°4'48.1""","36°59'.9""",13:04,,5.4,10.5,2.3,6.9,10.1,6.857,0.141,4,127.0800278,36.98358333
2007A10,영순,2025-01-20,4회차,"128°16'3.72""","36°32'13.92""",13:30,,4.6,13.2,0.4,3.5,3.6,2.145,0.016,,128.2677,36.5372
2003A50,예천1,2025-01-20,4회차,"128°21'54.3""","36°31'40.34""",14:00,,4.8,12.8,0.5,4.2,1.8,2.15,0.023,,128.3650833,36.52787222
2003A60,예천2,2025-01-20,4회차,"128°17'48.61""","36°33'53.72""",13:40,,4,13.1,0.4,3.4,5,2.321,0.016,,128.2968361,36.56492222
4005A20,요천3,2025-01-20,4회차,"127°18'58.13""","35°18'42.52""",11:40,,5.1,15.9,1.6,3.9,4,4.052,0.02,3.5,127.3161472,35.31181111
5001A20,우치,2025-01-20,4회차,"126°53'21.36""","35°14'42.86""",9:40,,5.3,14,2.3,3.8,3,2.562,0.058,3.2,126.8892667,35.24523889
4004A10,적성,2025-01-20,4회차,"127°13'16.57""","35°24'7.77""",10:04,,2.6,12.9,0.7,2.9,1.4,2.1,0.009,0.9,127.2212694,35.40215833
5004A35,죽산,2025-01-20,4회차,"126°37'58""","34°58'36""",11:00,,4.6,18.2,6.8,9.5,12.9,7.197,0.118,8.3,126.6327778,34.97666667
5003A60,지석천4,2025-01-20,4회차,"126°46'47.4""","35°3'6.7""",12:10,,4.5,15.9,3.1,4.7,4.3,3.891,0.107,3.9,126.7798333,35.05186111
5101A55,탐진강5,2025-01-20,4회차,"126°48'46.68""","34°38'8.21""",10:50,,4.7,14.3,1.1,3.9,4.4,1.791,0.076,3.4,126.8129667,34.63561389
2201A48,학성,2025-01-20,4회차,"129°20'24.9""","35°32'57.3""",15:55,,8.9,14,12.5,9.9,11.3,2.786,0.146,4.7,129.34025,35.54925
5002A40,황룡강5,2025-01-20,4회차,"126°47'1.68""","35°7'21.36""",10:20,,4,14.5,4,5.4,7.9,1.728,0.052,5,126.7838,35.1226
3014A10,강경,2025-01-21,1회차,"127°0'23.9""","36°9'15.3""",11:30,,3.6,16.4,2.3,5.5,5.4,4.899,0.052,5.4,127.0066389,36.15425
1016A32,경안천4,2025-01-21,1회차,"127°14'16.4""","37°18'48.6""",10:10,1.8,6.2,11.8,1.7,4.9,1.8,3.573,0.169,2.5,127.2378889,37.3135
1016A65,경안천8,2025-01-21,1회차,"127°16'49.8""","37°25'10.6""",11:25,1.35,3.5,13.6,1.5,5.5,3.1,4.942,0.027,2.5,127.2805,37.41961111
1016A55,곤지암천1,2025-01-21,1회차,"127°20'16.4""","37°21'5.4""",14:10,2.58,3.6,13.2,0.5,3.6,2.6,3.364,0.023,0.8,127.3378889,37.3515
1016A57,곤지암천2,2025-01-21,1회차,"127°17'19""","37°25'4.1""",12:30,1.07,4.2,13.4,1.1,4.7,2.8,4.441,0.043,2.1,127.2886111,37.41780556
1016A60,곤지암천3,2025-01-21,1회차,"127°17'18.96""","37°25'3.72""",11:25,,-1,16.4,1.1,4.5,3.7,4.08,0.03,2.5,127.2886,37.4177
1019A47,공릉천1,2025-01-21,1회차,"126°54'45""","37°40'33.2""",13:15,0.93,3.5,13.5,1.1,2.4,0.5,2.622,0.008,1.4,126.9125,37.67588889
1019A52,공릉천3,2025-01-21,1회차,"126°50'21.1""","37°43'26""",11:30,1,2.8,12.6,1.4,3.1,1.8,4.214,0.056,1.6,126.8391944,37.72388889
1015A41,구운천1,2025-01-21,1회차,"127°22'5.2""","37°41'25.1""",14:00,1.27,2.9,13.8,0.7,2.3,0.5,2.987,0.006,0.7,127.3681111,37.69030556
1025A09,덕풍천,2025-01-21,1회차,"127°13'6.6""","37°32'54.96""",10:48,,-1,18.2,0.7,2.6,1.1,3.834,0.048,1.7,127.2185,37.5486
1001A73,동강1,2025-01-21,1회차,"128°31'33.47""","37°16'18.29""",11:10,3.17,3,13.4,0.4,1.5,0.5,3.033,0.008,0.4,128.5259639,37.27174722
1018A10,동막천,2025-01-21,1회차,"127°6'8.3""","37°20'35.9""",9:50,1.24,4,13.6,1,3,1,2.563,0.019,1.4,127.1023056,37.34330556
1015A55,문호천,2025-01-21,1회차,"127°21'7.2""","37°36'15.1""",11:40,1.76,2.8,13.9,0.4,1.3,0.3,2.48,0.006,0.6,127.352,37.60419444
1015A45,벽계천1,2025-01-21,1회차,"127°25'55.9""","37°38'48.5""",12:00,,,,,,,,,,127.4321944,37.64680556
3007A40,보청천3,2025-01-21,1회차,"127°49'4.7""","36°22'36.72""",10:20,,1.9,13.8,0.3,2.8,1,2.582,0.009,2.1,127.8179722,36.37686667
1007A52,복하천4,2025-01-21,1회차,"127°32'7.1""","37°19'58.4""",12:40,-0.58,6.2,12.6,1.2,4.5,1.8,8.658,0.066,2.1,127.5353056,37.33288889
1007A80,사탄천,2025-01-21,1회차,"127°27'1.4""","37°30'49""",13:00,1.48,4.7,14.5,0.5,1.4,2.8,2.753,0.021,0.5,127.4503889,37.51361111
1012A30,소양강1,2025-01-21,1회차,"128°10'6.4""","38°3'20""",10:40,,,,,,,,,,128.1684444,38.05555556
1010A10,양구서천,2025-01-21,1회차,"127°59'4""","38°6'5.1""",11:20,,,,,,,,,,127.9844444,38.10141667
1007A41,양화천1,2025-01-21,1회차,"127°31'46.6""","37°13'55.2""",14:00,1.13,4.5,12.6,1.1,4.1,5.5,9.306,0.096,2.1,127.5296111,37.232
1007A43,양화천3,2025-01-21,1회차,"127°34'22.4""","37°20'2""",13:00,0.83,2.5,13.7,1,3.9,2.2,8.888,0.086,1.9,127.5728889,37.33388889
1016A37,오산천2,2025-01-21,1회차,"127°13'30.4""","37°20'35.5""",11:20,1.58,5.5,12.5,1.7,5.8,2.4,7.226,0.183,2.5,127.2251111,37.34319444
1003A08,옥동천1,2025-01-21,1회차,"128°52'3.31""","37°6'28.94""",12:00,,,,,,,,,,128.8675861,37.10803889
1011A30,인북천2,2025-01-21,1회차,"128°11'16.1""","38°4'37.7""",10:49,,,,,,,,,,128.1878056,38.07713889
3302A35,정읍천4,2025-01-21,1회차,"126°51'49.2""","35°40'45.67""",12:10,,6,12.8,3.5,6.8,5.3,5.966,0.048,6.2,126.8636667,35.67935278
1015A27,조종천3,2025-01-21,1회차,"127°25'2.68""","37°45'17.98""",12:40,1.44,0.8,14.2,0.7,2.9,0.2,3.465,0.006,0.8,127.4174111,37.75499444
1014A40,중방대천,2025-01-21,1회차,"127°36'57.7""","37°38'56.79""",9:40,2.59,0.4,12.9,0.3,0.9,0.3,2.06,0.014,0.3,127.6160278,37.64910833
1019A09,창릉천2,2025-01-21,1회차,"126°54'47.5""","37°38'44.5""",14:15,1.03,12.6,13.4,0.3,1.1,1.9,1.937,0.02,0.3,126.9131944,37.64569444
3005A30,초강2,2025-01-21,1회차,"127°43'17.6""","36°13'49""",11:20,,2.3,14.7,1.7,2.6,1.1,3.811,0.004,1.9,127.7215556,36.23027778
1018A06,탄천1,2025-01-21,1회차,"127°6'40.68""","37°19'36.48""",10:40,,13.7,9.7,1.7,6.9,1.9,5.104,0.057,4.4,127.1113,37.3268
