"조사년도","조사회차","조사지점","학명","국명","개체밀도"
"2024","1","임계천","Achnanthes convergens","땅콩돌말","1438"
"2024","1","임계천","Achnanthes minutissima","땅콩돌말","1318"
"2024","1","임계천","Amphora inariensis","보리돌말","240"
"2024","1","임계천","Cocconeis placentula var. euglypta","낟알돌말","420"
"2024","1","임계천","Cymbella silesiaca","반달돌말","540"
"2024","1","임계천","Diatoma mesodon","막돌말","240"
"2024","1","임계천","Fragilaria capucina","김발돌말","420"
"2024","1","임계천","Fragilaria capucina var. mesolepta","김발돌말","300"
"2024","1","임계천","Fragilaria construens","김발돌말","659"
"2024","1","임계천","Fragilaria crotonensis","김발돌말","899"
"2024","1","임계천","Fragilaria elliptica","김발돌말","240"
"2024","1","임계천","Fragilaria ulna","김발돌말","1977"
"2024","1","임계천","Gomphonema clevei","쐐기돌말","300"
"2024","1","임계천","Gomphonema olivaceum","쐐기돌말","1198"
"2024","1","임계천","Gomphonema parvulum","쐐기돌말","240"
"2024","1","임계천","Hannaea arcus var. recta","낫돌말","1558"
"2024","1","임계천","Melosira varians","원통돌말","240"
"2024","1","임계천","Nitzschia capitellata","등침돌말","300"
"2024","1","임계천","Nitzschia frustulum","등침돌말","300"
"2024","1","임계천","Surirella angusta","방패돌말","240"
"2024","2","임계천","Achnanthes convergens","땅콩돌말","320"
"2024","2","임계천","Achnanthes minutissima","땅콩돌말","409"
"2024","2","임계천","Aulacoseira granulata var. angustissima","대롱돌말","47"
"2024","2","임계천","Cocconeis placentula var. euglypta","낟알돌말","184"
"2024","2","임계천","Gomphonema angustatum","쐐기돌말","43"
"2024","1","송천1","Achnanthes convergens","땅콩돌말","881"
"2024","1","송천1","Achnanthes minutissima","땅콩돌말","3744"
"2024","1","송천1","Cymbella affinis","반달돌말","441"
"2024","1","송천1","Cymbella minuta","반달돌말","441"
"2024","1","송천1","Cymbella silesiaca","반달돌말","551"
"2024","1","송천1","Fragilaria capucina var. rumpens","김발돌말","991"
"2024","1","송천1","Gomphonema quadripunctatum","쐐기돌말","1432"
"2024","1","송천1","Melosira varians","원통돌말","441"
"2024","1","송천1","Navicula rhynchocephala","쪽배돌말","6056"
"2024","1","송천1","Navicula viridula","쪽배돌말","3414"
"2024","1","송천1","Nitzschia fonticola","등침돌말","1432"
"2024","1","송천1","Nitzschia inconspicua","등침돌말","2423"
"2024","1","송천1","Reimeria sinuata","고리짝돌말","441"
"2024","2","송천1","Achnanthes convergens","땅콩돌말","600"
"2024","2","송천1","Achnanthes minutissima","땅콩돌말","1200"
"2024","2","송천1","Cocconeis placentula var. euglypta","낟알돌말","600"
"2024","2","송천1","Diatoma vulgaris","막돌말","600"
"2024","2","송천1","Melosira varians","원통돌말","2100"
"2024","2","송천1","Navicula viridula","쪽배돌말","300"
"2024","2","송천1","Nitzschia capitellata","등침돌말","600"
"2024","1","대기천","Achnanthes convergens","땅콩돌말","108"
"2024","1","대기천","Achnanthes minutissima","땅콩돌말","329"
"2024","1","대기천","Cocconeis placentula var. euglypta","낟알돌말","443"
"2024","1","대기천","Fragilaria berolinensis","김발돌말","108"
"2024","1","대기천","Fragilaria capucina var. rumpens","김발돌말","229"
"2024","1","대기천","Fragilaria crotonensis","김발돌말","108"
"2024","1","대기천","Navicula viridula","쪽배돌말","108"
"2024","2","대기천","Achnanthes convergens","땅콩돌말","6070"
"2024","2","대기천","Achnanthes delicatula","땅콩돌말","1119"
"2024","2","대기천","Achnanthes minutissima","땅콩돌말","1119"
"2024","2","대기천","Cocconeis placentula var. euglypta","낟알돌말","1119"
"2024","2","대기천","Diatoma vulgaris","막돌말","2556"
"2024","2","대기천","Melosira varians","원통돌말","3674"
"2024","2","대기천","Nitzschia inconspicua","등침돌말","7348"
"2024","1","어천1-1","Achnanthes convergens","땅콩돌말","8865"
"2024","1","어천1-1","Achnanthes minutissima","땅콩돌말","8865"
"2024","1","어천1-1","Amphora inariensis","보리돌말","1773"
"2024","1","어천1-1","Cocconeis placentula var. euglypta","낟알돌말","34276"
"2024","1","어천1-1","Cymbella leptoceros","반달돌말","1773"
"2024","1","어천1-1","Diatoma vulgaris","막돌말","11820"
"2024","1","어천1-1","Fragilaria capucina var. rumpens","김발돌말","1773"
"2024","1","어천1-1","Melosira varians","원통돌말","4728"
"2024","1","어천1-1","Navicula viridula","쪽배돌말","4728"
"2024","1","어천1-1","Nitzschia capitellata","등침돌말","11820"
"2024","1","어천1-1","Nitzschia fonticola","등침돌말","29548"
"2024","2","어천1-1","Achnanthes convergens","땅콩돌말","5516"
"2024","2","어천1-1","Achnanthes minutissima","땅콩돌말","2758"
"2024","2","어천1-1","Aulacoseira granulata var. angustissima","대롱돌말","5516"
"2024","2","어천1-1","Cocconeis placentula var. euglypta","낟알돌말","17235"
"2024","2","어천1-1","Diatoma vulgaris","막돌말","57220"
"2024","2","어천1-1","Fragilaria crotonensis","김발돌말","5516"
"2024","2","어천1-1","Gomphonema pumilum","쐐기돌말","2758"
"2024","2","어천1-1","Melosira varians","원통돌말","37228"
"2024","2","어천1-1","Navicula rhynchocephala","쪽배돌말","11720"
"2024","2","어천1-1","Nitzschia acicularis","등침돌말","2758"
"2024","2","어천1-1","Nitzschia dissipata","등침돌말","2758"
"2024","2","어천1-1","Nitzschia fonticola","등침돌말","31023"
"2024","1","지장천3","Achnanthes convergens","땅콩돌말","3873"
"2024","1","지장천3","Achnanthes minutissima","땅콩돌말","3937"
"2024","1","지장천3","Amphora inariensis","보리돌말","254"
"2024","1","지장천3","Amphora veneta","보리돌말","254"
"2024","1","지장천3","Cocconeis placentula var. euglypta","낟알돌말","699"
"2024","1","지장천3","Cymbella affinis","반달돌말","699"
"2024","1","지장천3","Cymbella silesiaca","반달돌말","254"
"2024","1","지장천3","Diatoma vulgaris","막돌말","254"
"2024","1","지장천3","Melosira varians","원통돌말","826"
"2024","1","지장천3","Nitzschia capitellata","등침돌말","699"
"2024","1","지장천3","Nitzschia fonticola","등침돌말","889"
"2024","1","지장천3","Nitzschia linearis","등침돌말","318"
"2024","2","지장천3","Achnanthes convergens","땅콩돌말","1778"
"2024","2","지장천3","Achnanthes linearis","땅콩돌말","572"
"2024","2","지장천3","Achnanthes minutissima","땅콩돌말","7937"
"2024","2","지장천3","Aulacoseira granulata var. angustissima","대롱돌말","826"
"2024","2","지장천3","Cocconeis placentula var. euglypta","낟알돌말","3239"
"2024","2","지장천3","Diatoma vulgaris","막돌말","318"
"2024","2","지장천3","Fragilaria capucina var. vaucheriae","김발돌말","254"
"2024","2","지장천3","Gomphonema pumilum","쐐기돌말","318"
"2024","2","지장천3","Melosira varians","원통돌말","445"
"2024","2","지장천3","Navicula rhynchocephala","쪽배돌말","318"
"2024","1","영월1","Achnanthes convergens","땅콩돌말","4591"
"2024","1","영월1","Achnanthes minutissima","땅콩돌말","12624"
"2024","1","영월1","Cocconeis placentula var. euglypta","낟알돌말","4591"
"2024","1","영월1","Cymbella affinis","반달돌말","28116"
"2024","1","영월1","Cymbella leptoceros","반달돌말","1722"
"2024","1","영월1","Cymbella silesiaca","반달돌말","1722"
"2024","1","영월1","Cymbella turgidula","반달돌말","1722"
"2024","1","영월1","Diatoma mesodon","막돌말","2869"
"2024","1","영월1","Diatoma vulgaris","막돌말","1722"
"2024","1","영월1","Fragilaria capitellata","김발돌말","1722"
"2024","1","영월1","Fragilaria capucina","김발돌말","15493"
"2024","1","영월1","Fragilaria capucina var. mesolepta","김발돌말","1722"
"2024","1","영월1","Fragilaria capucina var. rumpens","김발돌말","2296"
"2024","1","영월1","Fragilaria construens","김발돌말","8034"
"2024","1","영월1","Fragilaria crotonensis","김발돌말","2869"
"2024","1","영월1","Melosira varians","원통돌말","3443"
"2024","1","영월1","Navicula viridula","쪽배돌말","6312"
"2024","1","영월1","Nitzschia dissipata","등침돌말","2296"
"2024","1","영월1","Nitzschia fonticola","등침돌말","6886"
"2024","1","영월1","Nitzschia inconspicua","등침돌말","2296"
"2024","1","영월1","Nitzschia linearis","등침돌말","1722"
"2024","1","영월1","Nitzschia perminuta","등침돌말","1722"
"2024","1","영월1","Reimeria sinuata","고리짝돌말","1722"
"2024","2","영월1","Achnanthes convergens","땅콩돌말","3515"
"2024","2","영월1","Achnanthes minutissima","땅콩돌말","2146"
"2024","2","영월1","Cocconeis placentula var. euglypta","낟알돌말","1324"
"2024","2","영월1","Fragilaria capucina","김발돌말","2465"
"2024","2","영월1","Gomphonema olivaceum","쐐기돌말","320"
"2024","2","영월1","Navicula cryptocephala","쪽배돌말","320"
"2024","2","영월1","Nitzschia capitellata","등침돌말","594"
"2024","2","영월1","Reimeria sinuata","고리짝돌말","320"
"2024","1","판운천","Achnanthes convergens","땅콩돌말","15735"
"2024","1","판운천","Achnanthes minutissima","땅콩돌말","15735"
"2024","1","판운천","Cocconeis placentula var. euglypta","낟알돌말","807"
"2024","1","판운천","Cymbella silesiaca","반달돌말","2421"
"2024","1","판운천","Denticula tenuis","밀알돌말","1614"
"2024","1","판운천","Diatoma mesodon","막돌말","10894"
"2024","1","판운천","Diatoma vulgaris","막돌말","807"
"2024","1","판운천","Fragilaria capitellata","김발돌말","807"
"2024","1","판운천","Fragilaria capucina var. rumpens","김발돌말","4842"
"2024","1","판운천","Fragilaria crotonensis","김발돌말","4842"
"2024","1","판운천","Fragilaria ulna","김발돌말","807"
"2024","1","판운천","Gomphonema quadripunctatum","쐐기돌말","807"
"2024","1","판운천","Melosira varians","원통돌말","1614"
"2024","1","판운천","Navicula viridula","쪽배돌말","807"
"2024","1","판운천","Nitzschia fonticola","등침돌말","16542"
"2024","1","판운천","Nitzschia linearis","등침돌말","807"
"2024","1","판운천","Synedra inaequalis","대바늘돌말","2018"
"2024","2","판운천","Achnanthes conspicua","땅콩돌말","305"
"2024","2","판운천","Achnanthes minutissima","땅콩돌말","636"
"2024","2","판운천","Aulacoseira granulata var. angustissima","대롱돌말","65"
"2024","2","판운천","Cocconeis placentula var. euglypta","낟알돌말","756"
"2024","2","판운천","Fragilaria crotonensis","김발돌말","102"
"2024","2","판운천","Melosira varians","원통돌말","139"
"2024","1","주천강-1(횡성)","Achnanthes convergens","땅콩돌말","1620"
"2024","1","주천강-1(횡성)","Achnanthes minutissima","땅콩돌말","2970"
"2024","1","주천강-1(횡성)","Amphora copulata","보리돌말","810"
"2024","1","주천강-1(횡성)","Amphora ovalis","보리돌말","810"
"2024","1","주천강-1(횡성)","Cocconeis placentula var. euglypta","낟알돌말","3240"
"2024","1","주천강-1(횡성)","Diatoma vulgaris","막돌말","810"
"2024","1","주천강-1(횡성)","Fragilaria capucina var. rumpens","김발돌말","810"
"2024","1","주천강-1(횡성)","Gomphonema clevei","쐐기돌말","4050"
"2024","1","주천강-1(횡성)","Gomphonema quadripunctatum","쐐기돌말","810"
"2024","1","주천강-1(횡성)","Melosira varians","원통돌말","4860"
"2024","1","주천강-1(횡성)","Navicula rhynchocephala","쪽배돌말","3240"
"2024","1","주천강-1(횡성)","Navicula viridula","쪽배돌말","8100"
"2024","1","주천강-1(횡성)","Neidium dubium","베틀북돌말","1620"
"2024","1","주천강-1(횡성)","Nitzschia capitellata","등침돌말","810"
"2024","1","주천강-1(횡성)","Nitzschia fonticola","등침돌말","3240"
"2024","1","주천강-1(횡성)","Nitzschia inconspicua","등침돌말","7290"
"2024","1","주천강-1(횡성)","Nitzschia intermedia","등침돌말","1620"
"2024","1","주천강-1(횡성)","Rhoicosphenia abbreviata","가지돌말","7560"
"2024","2","주천강-1(횡성)","Achnanthes convergens","땅콩돌말","6240"
"2024","2","주천강-1(횡성)","Achnanthes minutissima","땅콩돌말","1120"
"2024","2","주천강-1(횡성)","Cocconeis pediculus","낟알돌말","1120"
"2024","2","주천강-1(횡성)","Cocconeis placentula var. euglypta","낟알돌말","9760"
"2024","2","주천강-1(횡성)","Cymbella leptoceros","반달돌말","2240"
"2024","2","주천강-1(횡성)","Fragilaria crotonensis","김발돌말","2240"
"2024","2","주천강-1(횡성)","Fragilaria ulna","김발돌말","1120"
"2024","2","주천강-1(횡성)","Gomphonema clevei","쐐기돌말","2240"
"2024","2","주천강-1(횡성)","Gomphonema parvulum","쐐기돌말","2080"
"2024","2","주천강-1(횡성)","Nitzschia fonticola","등침돌말","1120"
"2024","2","주천강-1(횡성)","Nitzschia frustulum","등침돌말","960"
"2024","2","주천강-1(횡성)","Rhoicosphenia curvata","가지돌말","5760"
"2024","1","주천강-2","Achnanthes minutissima","땅콩돌말","10561"
"2024","1","주천강-2","Aulacoseira alpigena","대롱돌말","7261"
"2024","1","주천강-2","Cocconeis placentula var. euglypta","낟알돌말","7261"
"2024","1","주천강-2","Melosira varians","원통돌말","32342"
"2024","1","주천강-2","Navicula rhynchocephala","쪽배돌말","10561"
"2024","1","주천강-2","Navicula viridula","쪽배돌말","63363"
"2024","1","주천강-2","Nitzschia inconspicua","등침돌말","3301"
"2024","1","주천강-2","Nitzschia linearis","등침돌말","3301"
"2024","2","주천강-2","Achnanthes convergens","땅콩돌말","834"
"2024","2","주천강-2","Achnanthes minutissima","땅콩돌말","2667"
"2024","2","주천강-2","Aulacoseira granulata var. angustissima","대롱돌말","1334"
"2024","2","주천강-2","Cocconeis placentula var. euglypta","낟알돌말","2334"
"2024","2","주천강-2","Diatoma vulgaris","막돌말","4000"
"2024","2","주천강-2","Fragilaria capucina","김발돌말","667"
"2024","2","주천강-2","Fragilaria ulna","김발돌말","2334"
"2024","2","주천강-2","Melosira varians","원통돌말","25500"
"2024","2","주천강-2","Navicula viridula","쪽배돌말","834"
"2024","2","주천강-2","Neidium dubium","베틀북돌말","667"
"2024","2","주천강-2","Nitzschia capitellata","등침돌말","1500"
"2024","2","주천강-2","Nitzschia inconspicua","등침돌말","667"
"2024","2","주천강-2","Nitzschia linearis","등침돌말","667"
"2024","1","오미천(원주)","Achnanthes convergens","땅콩돌말","26173"
"2024","1","오미천(원주)","Achnanthes minutissima","땅콩돌말","16656"
"2024","1","오미천(원주)","Amphora inariensis","보리돌말","16656"
"2024","1","오미천(원주)","Amphora ovalis","보리돌말","7138"
"2024","1","오미천(원주)","Cymbella silesiaca","반달돌말","47587"
"2024","1","오미천(원주)","Fragilaria capucina","김발돌말","152276"
"2024","1","오미천(원주)","Fragilaria capucina var. rumpens","김발돌말","23794"
"2024","1","오미천(원주)","Fragilaria construens","김발돌말","88035"
"2024","1","오미천(원주)","Fragilaria crotonensis","김발돌말","16656"
"2024","1","오미천(원주)","Melosira varians","원통돌말","16656"
"2024","1","오미천(원주)","Nitzschia fonticola","등침돌말","71380"
"2024","2","오미천(원주)","Achnanthes convergens","땅콩돌말","982"
"2024","2","오미천(원주)","Achnanthes minutissima","땅콩돌말","1428"
"2024","2","오미천(원주)","Aulacoseira alpigena","대롱돌말","3836"
"2024","2","오미천(원주)","Aulacoseira granulata var. angustissima","대롱돌말","1963"
"2024","2","오미천(원주)","Cocconeis placentula var. euglypta","낟알돌말","1517"
"2024","2","오미천(원주)","Cymbella leptoceros","반달돌말","447"
"2024","2","오미천(원주)","Diatoma ehrenbergii","막돌말","357"
"2024","2","오미천(원주)","Diatoma vulgaris","막돌말","447"
"2024","2","오미천(원주)","Fragilaria capitellata","김발돌말","536"
"2024","2","오미천(원주)","Fragilaria crotonensis","김발돌말","1160"
"2024","2","오미천(원주)","Gomphonema clevei","쐐기돌말","447"
"2024","2","오미천(원주)","Gomphonema olivaceum","쐐기돌말","447"
"2024","2","오미천(원주)","Melosira varians","원통돌말","4550"
"2024","2","오미천(원주)","Nitzschia acicularis","등침돌말","447"
"2024","2","오미천(원주)","Rhoicosphenia abbreviata","가지돌말","447"
"2024","1","엄둔천","Achnanthes convergens","땅콩돌말","1290"
"2024","1","엄둔천","Achnanthes minutissima","땅콩돌말","865"
"2024","1","엄둔천","Amphora ovalis","보리돌말","74"
"2024","1","엄둔천","Melosira varians","원통돌말","118"
"2024","1","엄둔천","Navicula viridula","쪽배돌말","147"
"2024","1","엄둔천","Nitzschia fonticola","등침돌말","352"
"2024","1","엄둔천","Rhoicosphenia abbreviata","가지돌말","74"
"2024","2","엄둔천","Achnanthes convergens","땅콩돌말","428"
"2024","2","엄둔천","Achnanthes minutissima","땅콩돌말","11534"
"2024","2","엄둔천","Aulacoseira alpigena","대롱돌말","2350"
"2024","2","엄둔천","Cocconeis placentula var. euglypta","낟알돌말","6195"
"2024","2","엄둔천","Gomphonema olivaceum","쐐기돌말","534"
"2024","2","엄둔천","Melosira varians","원통돌말","534"
"2024","2","엄둔천","Nitzschia inconspicua","등침돌말","428"
"2024","1","평창강3-2","Achnanthes convergens","땅콩돌말","1924"
"2024","1","평창강3-2","Achnanthes minutissima","땅콩돌말","810"
"2024","1","평창강3-2","Amphora inariensis","보리돌말","911"
"2024","1","평창강3-2","Amphora pediculus","보리돌말","810"
"2024","1","평창강3-2","Cocconeis placentula var. euglypta","낟알돌말","1822"
"2024","1","평창강3-2","Cymbella affinis","반달돌말","3239"
"2024","1","평창강3-2","Cymbella silesiaca","반달돌말","5669"
"2024","1","평창강3-2","Fragilaria capucina","김발돌말","2227"
"2024","1","평창강3-2","Fragilaria capucina var. rumpens","김발돌말","911"
"2024","1","평창강3-2","Navicula viridula","쪽배돌말","1620"
"2024","1","평창강3-2","Nitzschia capitellata","등침돌말","810"
"2024","1","평창강3-2","Nitzschia fonticola","등침돌말","911"
"2024","2","평창강3-2","Achnanthes convergens","땅콩돌말","208"
"2024","2","평창강3-2","Achnanthes hungarica","땅콩돌말","208"
"2024","2","평창강3-2","Achnanthes lanceolata","땅콩돌말","208"
"2024","2","평창강3-2","Achnanthes minutissima","땅콩돌말","1988"
"2024","2","평창강3-2","Aulacoseira alpigena","대롱돌말","386"
"2024","2","평창강3-2","Cocconeis placentula var. euglypta","낟알돌말","2789"
"2024","2","평창강3-2","Diatoma vulgaris","막돌말","208"
"2024","2","평창강3-2","Fragilaria capucina","김발돌말","208"
"2024","2","평창강3-2","Melosira varians","원통돌말","208"
"2024","2","평창강3-2","Nitzschia inconspicua","등침돌말","386"
"2024","2","평창강3-2","Nitzschia linearis","등침돌말","208"
"2024","1","쌍용천2","Achnanthes convergens","땅콩돌말","1887"
"2024","1","쌍용천2","Achnanthes minutissima","땅콩돌말","2433"
"2024","1","쌍용천2","Cocconeis placentula var. euglypta","낟알돌말","2631"
"2024","1","쌍용천2","Cymbella affinis","반달돌말","249"
"2024","1","쌍용천2","Cymbella silesiaca","반달돌말","1092"
"2024","1","쌍용천2","Melosira varians","원통돌말","795"
"2024","1","쌍용천2","Navicula cryptocephala","쪽배돌말","249"
"2024","1","쌍용천2","Navicula rhynchocephala","쪽배돌말","249"
"2024","1","쌍용천2","Navicula viridula","쪽배돌말","546"
"2024","1","쌍용천2","Rhoicosphenia abbreviata","가지돌말","249"
"2024","2","쌍용천2","Achnanthes convergens","땅콩돌말","7867"
"2024","2","쌍용천2","Achnanthes linearis","땅콩돌말","624"
"2024","2","쌍용천2","Achnanthes minutissima","땅콩돌말","4128"
"2024","2","쌍용천2","Aulacoseira alpigena","대롱돌말","5608"
"2024","2","쌍용천2","Cocconeis placentula","낟알돌말","234"
"2024","2","쌍용천2","Cocconeis placentula var. euglypta","낟알돌말","4128"
"2024","2","쌍용천2","Diatoma vulgaris","막돌말","234"
"2024","2","쌍용천2","Fragilaria elliptica","김발돌말","234"
"2024","2","쌍용천2","Fragilaria ulna","김발돌말","234"
"2024","2","쌍용천2","Gomphonema minutum","쐐기돌말","234"
"2024","2","쌍용천2","Melosira varians","원통돌말","390"
"2024","2","쌍용천2","Meridion circulare","부채돌말","234"
"2024","2","쌍용천2","Nitzschia frustulum","등침돌말","390"
"2024","2","쌍용천2","Nitzschia sinuata var. tabellaria","등침돌말","468"
"2024","1","연당천","Achnanthes convergens","땅콩돌말","281"
"2024","1","연당천","Achnanthes minutissima","땅콩돌말","701"
"2024","1","연당천","Amphora inariensis","보리돌말","701"
"2024","1","연당천","Cocconeis placentula var. euglypta","낟알돌말","7709"
"2024","1","연당천","Cymbella affinis","반달돌말","1122"
"2024","1","연당천","Cymbella silesiaca","반달돌말","6728"
"2024","1","연당천","Cymbella tumida","반달돌말","281"
"2024","1","연당천","Fragilaria capucina","김발돌말","3224"
"2024","1","연당천","Fragilaria capucina var. rumpens","김발돌말","841"
"2024","1","연당천","Fragilaria construens","김발돌말","701"
"2024","1","연당천","Fragilaria crotonensis","김발돌말","4485"
"2024","1","연당천","Gomphonema clevei","쐐기돌말","281"
"2024","1","연당천","Nitzschia fonticola","등침돌말","281"
"2024","1","연당천","Pinnularia gibba","빗살돌말","281"
"2024","1","연당천","Reimeria sinuata","고리짝돌말","701"
"2024","2","연당천","Achnanthes convergens","땅콩돌말","1027"
"2024","2","연당천","Achnanthes minutissima","땅콩돌말","2737"
"2024","2","연당천","Cocconeis placentula var. euglypta","낟알돌말","7869"
"2024","2","연당천","Fragilaria elliptica","김발돌말","343"
"2024","2","연당천","Fragilaria ulna","김발돌말","685"
"2024","2","연당천","Melosira varians","원통돌말","343"
"2024","1","평창강5","Achnanthes convergens","땅콩돌말","522"
"2024","1","평창강5","Achnanthes minutissima","땅콩돌말","342"
"2024","1","평창강5","Cocconeis placentula var. euglypta","낟알돌말","1062"
"2024","1","평창강5","Cymbella silesiaca","반달돌말","180"
"2024","1","평창강5","Fragilaria capucina var. rumpens","김발돌말","342"
"2024","1","평창강5","Melosira varians","원통돌말","180"
"2024","1","평창강5","Navicula pupula","쪽배돌말","180"
"2024","1","평창강5","Navicula trivialis","쪽배돌말","198"
"2024","1","평창강5","Nitzschia fonticola","등침돌말","180"
"2024","1","평창강5","Surirella angusta","방패돌말","342"
"2024","2","평창강5","Achnanthes convergens","땅콩돌말","884"
"2024","2","평창강5","Cocconeis placentula var. euglypta","낟알돌말","10287"
"2024","2","평창강5","Cymbella leptoceros","반달돌말","442"
"2024","2","평창강5","Fragilaria capucina","김발돌말","442"
"2024","2","평창강5","Navicula cryptotenella","쪽배돌말","505"
"2024","2","평창강5","Nitzschia inconspicua","등침돌말","442"
"2024","1","영월2","Achnanthes convergens","땅콩돌말","1051"
"2024","1","영월2","Achnanthes minutissima","땅콩돌말","9633"
"2024","1","영월2","Amphora ovalis","보리돌말","2102"
"2024","1","영월2","Cymbella affinis","반달돌말","15938"
"2024","1","영월2","Cymbella silesiaca","반달돌말","1226"
"2024","1","영월2","Denticula tenuis","밀알돌말","1051"
"2024","1","영월2","Melosira varians","원통돌말","1226"
"2024","1","영월2","Navicula viridula","쪽배돌말","3328"
"2024","2","영월2","Achnanthes convergens","땅콩돌말","3725"
"2024","2","영월2","Achnanthes minutissima","땅콩돌말","5010"
"2024","2","영월2","Cocconeis placentula var. euglypta","낟알돌말","4303"
"2024","2","영월2","Fragilaria construens","김발돌말","514"
"2024","2","영월2","Navicula cryptocephala","쪽배돌말","450"
"2024","1","덕구천","Achnanthes convergens","땅콩돌말","2537"
"2024","1","덕구천","Achnanthes minutissima","땅콩돌말","2839"
"2024","1","덕구천","Amphora inariensis","보리돌말","1088"
"2024","1","덕구천","Amphora pediculus","보리돌말","363"
"2024","1","덕구천","Cocconeis placentula var. euglypta","낟알돌말","363"
"2024","1","덕구천","Cymbella silesiaca","반달돌말","1450"
"2024","1","덕구천","Diatoma tenuis","막돌말","363"
"2024","1","덕구천","Fragilaria capucina var. rumpens","김발돌말","1088"
"2024","1","덕구천","Gomphonema olivaceum","쐐기돌말","363"
"2024","1","덕구천","Nitzschia capitellata","등침돌말","363"
"2024","1","덕구천","Nitzschia fonticola","등침돌말","1088"
"2024","1","덕구천","Nitzschia inconspicua","등침돌말","423"
"2024","2","덕구천","Achnanthes convergens","땅콩돌말","1803"
"2024","2","덕구천","Achnanthes linearis","땅콩돌말","217"
"2024","2","덕구천","Achnanthes minutissima","땅콩돌말","361"
"2024","2","덕구천","Aulacoseira granulata var. angustissima","대롱돌말","217"
"2024","2","덕구천","Cocconeis placentula var. euglypta","낟알돌말","5409"
"2024","2","덕구천","Cymbella laevis","반달돌말","217"
"2024","2","덕구천","Diatoma vulgaris","막돌말","1299"
"2024","2","덕구천","Fragilaria capucina var. vaucheriae","김발돌말","217"
"2024","2","덕구천","Melosira varians","원통돌말","3029"
"2024","2","덕구천","Navicula cryptocephala","쪽배돌말","217"
"2024","2","덕구천","Navicula recens","쪽배돌말","794"
"2024","2","덕구천","Navicula viridula","쪽배돌말","433"
"2024","2","덕구천","Nitzschia capitellata","등침돌말","217"
"2024","2","덕구천","Nitzschia frustulum","등침돌말","217"
"2024","2","덕구천","Surirella angusta","방패돌말","361"
"2024","1","마포천1","Achnanthes convergens","땅콩돌말","1560"
"2024","1","마포천1","Achnanthes minutissima","땅콩돌말","769"
"2024","1","마포천1","Cocconeis placentula var. euglypta","낟알돌말","513"
"2024","1","마포천1","Cymbella silesiaca","반달돌말","1025"
"2024","1","마포천1","Fragilaria capucina var. rumpens","김발돌말","257"
"2024","1","마포천1","Melosira varians","원통돌말","257"
"2024","1","마포천1","Nitzschia inconspicua","등침돌말","257"
"2024","2","마포천1","Achnanthes convergens","땅콩돌말","3340"
"2024","2","마포천1","Achnanthes minutissima","땅콩돌말","1179"
"2024","2","마포천1","Cocconeis placentula var. euglypta","낟알돌말","4518"
"2024","2","마포천1","Diatoma moniliformis","막돌말","197"
"2024","2","마포천1","Gomphonema clevei","쐐기돌말","197"
"2024","2","마포천1","Gomphonema parvulum","쐐기돌말","393"
"2024","2","마포천1","Melosira varians","원통돌말","393"
"2024","2","마포천1","Nitzschia acicularis","등침돌말","393"
"2024","2","마포천1","Nitzschia dissipata","등침돌말","197"
"2024","2","마포천1","Reimeria sinuata","고리짝돌말","197"
"2024","1","영춘","Achnanthes convergens","땅콩돌말","5830"
"2024","1","영춘","Achnanthes minutissima","땅콩돌말","6413"
"2024","1","영춘","Cocconeis placentula var. euglypta","낟알돌말","583"
"2024","1","영춘","Cymbella affinis","반달돌말","583"
"2024","1","영춘","Cymbella silesiaca","반달돌말","1749"
"2024","1","영춘","Gomphonema olivaceum","쐐기돌말","334"
"2024","1","영춘","Melosira varians","원통돌말","334"
"2024","1","영춘","Navicula viridula","쪽배돌말","334"
"2024","1","영춘","Nitzschia capitellata","등침돌말","750"
"2024","2","영춘","Achnanthes linearis","땅콩돌말","1145"
"2024","2","영춘","Achnanthes minutissima","땅콩돌말","1145"
"2024","2","영춘","Aulacoseira alpigena","대롱돌말","3319"
"2024","2","영춘","Cocconeis placentula var. euglypta","낟알돌말","15219"
"2024","2","영춘","Cymbella leptoceros","반달돌말","1145"
"2024","2","영춘","Fragilaria ulna","김발돌말","1030"
"2024","1","사이곡천","Achnanthes convergens","땅콩돌말","18346"
"2024","1","사이곡천","Achnanthes minutissima","땅콩돌말","17850"
"2024","1","사이곡천","Amphora inariensis","보리돌말","496"
"2024","1","사이곡천","Amphora ovalis","보리돌말","496"
"2024","1","사이곡천","Cocconeis placentula var. euglypta","낟알돌말","3719"
"2024","1","사이곡천","Diatoma vulgaris","막돌말","496"
"2024","1","사이곡천","Fragilaria capucina var. rumpens","김발돌말","2232"
"2024","1","사이곡천","Navicula rhynchocephala","쪽배돌말","496"
"2024","1","사이곡천","Navicula viridula","쪽배돌말","2232"
"2024","1","사이곡천","Nitzschia capitellata","등침돌말","496"
"2024","1","사이곡천","Nitzschia fonticola","등침돌말","992"
"2024","1","사이곡천","Rhoicosphenia abbreviata","가지돌말","496"
"2024","2","사이곡천","Achnanthes convergens","땅콩돌말","3476"
"2024","2","사이곡천","Achnanthes minutissima","땅콩돌말","901"
"2024","2","사이곡천","Aulacoseira alpigena","대롱돌말","1738"
"2024","2","사이곡천","Cocconeis placentula var. euglypta","낟알돌말","4312"
"2024","2","사이곡천","Cymbella affinis","반달돌말","837"
"2024","2","사이곡천","Melosira varians","원통돌말","837"
