"조사년도","조사회차","조사지점","학명","국명","개체수"
"2024","1","병천천-1","Rhodeus notatus","떡납줄갱이","1"
"2024","1","병천천-1","Rhodeus ocellatus","흰줄납줄개","1"
"2024","1","병천천-1","Rhodeus uyekii","각시붕어","1"
"2024","1","병천천-1","Squalidus gracilis majimae","긴몰개","9"
"2024","1","병천천-1","Zacco platypus","피라미","176"
"2024","2","병천천-1","Abbottina springeri","왜매치","2"
"2024","2","병천천-1","Acheilognathus rhombeus","납지리","3"
"2024","2","병천천-1","Iksookimia koreensis","참종개","3"
"2024","2","병천천-1","Microphysogobio yaluensis","돌마자","11"
"2024","2","병천천-1","Odontobutis interrupta","얼록동사리","1"
"2024","2","병천천-1","Opsariichthys uncirostris amurensis","끄리","1"
"2024","2","병천천-1","Pseudogobio esocinus","모래무지","7"
"2024","2","병천천-1","Pungtungia herzi","돌고기","3"
"2024","2","병천천-1","Rhinogobius brunneus","밀어","44"
"2024","2","병천천-1","Rhodeus notatus","떡납줄갱이","1"
"2024","2","병천천-1","Rhodeus ocellatus","흰줄납줄개","2"
"2024","2","병천천-1","Rhodeus uyekii","각시붕어","2"
"2024","2","병천천-1","Squalidus gracilis majimae","긴몰개","13"
"2024","2","병천천-1","Zacco platypus","피라미","89"
"2024","1","병천천-2","Abbottina springeri","왜매치","8"
"2024","1","병천천-2","Carassius auratus","붕어","17"
"2024","1","병천천-2","Microphysogobio yaluensis","돌마자","4"
"2024","1","병천천-2","Micropterus salmoides","배스","4"
"2024","1","병천천-2","Pseudogobio esocinus","모래무지","3"
"2024","1","병천천-2","Pseudorasbora parva","참붕어","1"
"2024","1","병천천-2","Silurus asotus","메기","1"
"2024","1","병천천-2","Zacco platypus","피라미","11"
"2024","2","병천천-2","Acheilognathus lanceolata intermedia","납자루","3"
"2024","2","병천천-2","Carassius auratus","붕어","9"
"2024","2","병천천-2","Hemibarbus longirostris","참마자","4"
"2024","2","병천천-2","Micropterus salmoides","배스","3"
"2024","2","병천천-2","Odontobutis interrupta","얼록동사리","1"
"2024","2","병천천-2","Pseudogobio esocinus","모래무지","13"
"2024","2","병천천-2","Pseudorasbora parva","참붕어","1"
"2024","2","병천천-2","Zacco platypus","피라미","38"
"2024","1","승천천","Gnathopogon strigatus","줄몰개","1"
"2024","1","승천천","Misgurnus anguillicaudatus","미꾸리","6"
"2024","1","승천천","Pseudogobio esocinus","모래무지","9"
"2024","1","승천천","Zacco platypus","피라미","50"
"2024","2","승천천","Carassius auratus","붕어","2"
"2024","2","승천천","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","승천천","Pseudogobio esocinus","모래무지","12"
"2024","2","승천천","Pseudorasbora parva","참붕어","1"
"2024","2","승천천","Zacco platypus","피라미","57"
"2024","1","용두천1","Cobitis nalbanti","점줄종개","3"
"2024","1","용두천1","Pseudogobio esocinus","모래무지","6"
"2024","1","용두천1","Rhinogobius brunneus","밀어","11"
"2024","1","용두천1","Zacco platypus","피라미","23"
"2024","2","용두천1","Micropterus salmoides","배스","1"
"2024","2","용두천1","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","용두천1","Pseudogobio esocinus","모래무지","12"
"2024","2","용두천1","Rhinogobius brunneus","밀어","9"
"2024","2","용두천1","Zacco platypus","피라미","37"
"2024","1","미호강9-1","Carassius auratus","붕어","3"
"2024","1","미호강9-1","Gnathopogon strigatus","줄몰개","11"
"2024","1","미호강9-1","Hemibarbus labeo","누치","1"
"2024","1","미호강9-1","Misgurnus anguillicaudatus","미꾸리","4"
"2024","1","미호강9-1","Odontobutis interrupta","얼록동사리","4"
"2024","1","미호강9-1","Pseudogobio esocinus","모래무지","19"
"2024","1","미호강9-1","Rhinogobius brunneus","밀어","7"
"2024","1","미호강9-1","Zacco platypus","피라미","47"
"2024","2","미호강9-1","Carassius auratus","붕어","1"
"2024","2","미호강9-1","Hemibarbus labeo","누치","8"
"2024","2","미호강9-1","Lepomis macrochirus","블루길","6"
"2024","2","미호강9-1","Misgurnus anguillicaudatus","미꾸리","3"
"2024","2","미호강9-1","Odontobutis interrupta","얼록동사리","5"
"2024","2","미호강9-1","Opsariichthys uncirostris amurensis","끄리","63"
"2024","2","미호강9-1","Pseudogobio esocinus","모래무지","24"
"2024","2","미호강9-1","Pseudorasbora parva","참붕어","13"
"2024","2","미호강9-1","Zacco platypus","피라미","17"
"2024","1","미호강10","Carassius auratus","붕어","11"
"2024","1","미호강10","Cyprinus carpio","잉어","2"
"2024","1","미호강10","Gnathopogon strigatus","줄몰개","31"
"2024","1","미호강10","Hemibarbus labeo","누치","4"
"2024","1","미호강10","Microphysogobio yaluensis","돌마자","10"
"2024","1","미호강10","Misgurnus anguillicaudatus","미꾸리","1"
"2024","1","미호강10","Odontobutis interrupta","얼록동사리","2"
"2024","1","미호강10","Pseudogobio esocinus","모래무지","46"
"2024","1","미호강10","Rhinogobius brunneus","밀어","13"
"2024","1","미호강10","Zacco platypus","피라미","17"
"2024","2","미호강10","Lepomis macrochirus","블루길","2"
"2024","2","미호강10","Misgurnus anguillicaudatus","미꾸리","7"
"2024","2","미호강10","Odontobutis interrupta","얼록동사리","19"
"2024","2","미호강10","Opsariichthys uncirostris amurensis","끄리","17"
"2024","2","미호강10","Pseudogobio esocinus","모래무지","14"
"2024","2","미호강10","Pseudorasbora parva","참붕어","33"
"2024","2","미호강10","Squalidus gracilis majimae","긴몰개","2"
"2024","2","미호강10","Zacco platypus","피라미","53"
"2024","1","부강1","Acheilognathus lanceolata intermedia","납자루","20"
"2024","1","부강1","Carassius auratus","붕어","1"
"2024","1","부강1","Misgurnus anguillicaudatus","미꾸리","1"
"2024","1","부강1","Odontobutis interrupta","얼록동사리","11"
"2024","1","부강1","Opsariichthys uncirostris amurensis","끄리","7"
"2024","1","부강1","Pseudogobio esocinus","모래무지","3"
"2024","1","부강1","Rhinogobius brunneus","밀어","9"
"2024","1","부강1","Rhinogobius giurinus","갈문망둑","2"
"2024","1","부강1","Zacco platypus","피라미","46"
"2024","2","부강1","Acheilognathus lanceolata intermedia","납자루","8"
"2024","2","부강1","Acheilognathus rhombeus","납지리","3"
"2024","2","부강1","Hemiculter eigenmanni","치리","4"
"2024","2","부강1","Microphysogobio yaluensis","돌마자","2"
"2024","2","부강1","Odontobutis interrupta","얼록동사리","2"
"2024","2","부강1","Opsariichthys uncirostris amurensis","끄리","11"
"2024","2","부강1","Oryzias sinensis","대륙송사리","3"
"2024","2","부강1","Pseudogobio esocinus","모래무지","14"
"2024","2","부강1","Pseudorasbora parva","참붕어","22"
"2024","2","부강1","Sarcocheilichthys nigripinnis morii","중고기","3"
"2024","2","부강1","Squalidus japonicus coreanus","몰개","49"
"2024","2","부강1","Zacco platypus","피라미","39"
"2024","1","부강2","Hemibarbus labeo","누치","19"
"2024","1","부강2","Hemibarbus longirostris","참마자","3"
"2024","1","부강2","Odontobutis interrupta","얼록동사리","10"
"2024","1","부강2","Opsariichthys uncirostris amurensis","끄리","2"
"2024","1","부강2","Pseudogobio esocinus","모래무지","4"
"2024","1","부강2","Pseudorasbora parva","참붕어","5"
"2024","1","부강2","Rhinogobius brunneus","밀어","3"
"2024","1","부강2","Zacco platypus","피라미","22"
"2024","2","부강2","Acheilognathus lanceolata intermedia","납자루","7"
"2024","2","부강2","Acheilognathus rhombeus","납지리","2"
"2024","2","부강2","Carassius auratus","붕어","3"
"2024","2","부강2","Hemibarbus labeo","누치","5"
"2024","2","부강2","Pseudogobio esocinus","모래무지","18"
"2024","2","부강2","Pseudorasbora parva","참붕어","16"
"2024","2","부강2","Rhinogobius giurinus","갈문망둑","4"
"2024","2","부강2","Squalidus japonicus coreanus","몰개","32"
"2024","1","제천","Acheilognathus lanceolata intermedia","납자루","4"
"2024","1","제천","Cyprinus carpio","잉어","1"
"2024","1","제천","Hemibarbus longirostris","참마자","7"
"2024","1","제천","Microphysogobio yaluensis","돌마자","18"
"2024","1","제천","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","제천","Odontobutis interrupta","얼록동사리","3"
"2024","1","제천","Pseudogobio esocinus","모래무지","11"
"2024","1","제천","Rhinogobius brunneus","밀어","4"
"2024","1","제천","Zacco platypus","피라미","72"
"2024","2","제천","Acheilognathus lanceolata intermedia","납자루","11"
"2024","2","제천","Acheilognathus rhombeus","납지리","3"
"2024","2","제천","Carassius auratus","붕어","3"
"2024","2","제천","Cyprinus carpio","잉어","1"
"2024","2","제천","Hemibarbus labeo","누치","9"
"2024","2","제천","Misgurnus anguillicaudatus","미꾸리","4"
"2024","2","제천","Odontobutis interrupta","얼록동사리","2"
"2024","2","제천","Pseudogobio esocinus","모래무지","16"
"2024","2","제천","Zacco platypus","피라미","93"
"2024","1","연기","Acheilognathus lanceolata intermedia","납자루","13"
"2024","1","연기","Hemibarbus labeo","누치","4"
"2024","1","연기","Hemibarbus longirostris","참마자","1"
"2024","1","연기","Microphysogobio yaluensis","돌마자","21"
"2024","1","연기","Pseudorasbora parva","참붕어","6"
"2024","1","연기","Rhinogobius brunneus","밀어","7"
"2024","1","연기","Zacco platypus","피라미","30"
"2024","2","연기","Odontobutis interrupta","얼록동사리","2"
"2024","2","연기","Opsariichthys uncirostris amurensis","끄리","16"
"2024","2","연기","Pseudogobio esocinus","모래무지","11"
"2024","2","연기","Rhinogobius brunneus","밀어","7"
"2024","2","연기","Rhinogobius giurinus","갈문망둑","2"
"2024","2","연기","Rhodeus uyekii","각시붕어","1"
"2024","2","연기","Sarcocheilichthys nigripinnis morii","중고기","3"
"2024","2","연기","Squalidus japonicus coreanus","몰개","2"
"2024","2","연기","Zacco platypus","피라미","34"
"2024","1","대교천3","Acheilognathus lanceolata intermedia","납자루","6"
"2024","1","대교천3","Cobitis nalbanti","점줄종개","7"
"2024","1","대교천3","Gnathopogon strigatus","줄몰개","4"
"2024","1","대교천3","Microphysogobio yaluensis","돌마자","16"
"2024","1","대교천3","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","대교천3","Pseudogobio esocinus","모래무지","3"
"2024","1","대교천3","Zacco platypus","피라미","54"
"2024","2","대교천3","Abbottina springeri","왜매치","33"
"2024","2","대교천3","Acheilognathus rhombeus","납지리","7"
"2024","2","대교천3","Cyprinus carpio","잉어","1"
"2024","2","대교천3","Hemibarbus labeo","누치","13"
"2024","2","대교천3","Hemibarbus longirostris","참마자","6"
"2024","2","대교천3","Microphysogobio yaluensis","돌마자","132"
"2024","2","대교천3","Odontobutis interrupta","얼록동사리","1"
"2024","2","대교천3","Opsariichthys uncirostris amurensis","끄리","17"
"2024","2","대교천3","Pseudogobio esocinus","모래무지","111"
"2024","2","대교천3","Pseudorasbora parva","참붕어","1"
"2024","2","대교천3","Rhinogobius brunneus","밀어","1"
"2024","2","대교천3","Zacco platypus","피라미","178"
"2024","1","금남","Acheilognathus lanceolata intermedia","납자루","9"
"2024","1","금남","Gnathopogon strigatus","줄몰개","4"
"2024","1","금남","Opsariichthys uncirostris amurensis","끄리","11"
"2024","1","금남","Pseudogobio esocinus","모래무지","8"
"2024","1","금남","Pungtungia herzi","돌고기","2"
"2024","1","금남","Squalidus japonicus coreanus","몰개","20"
"2024","1","금남","Tridentiger brevispinis","민물검정망둑","2"
"2024","1","금남","Zacco platypus","피라미","31"
"2024","2","금남","Acheilognathus lanceolata intermedia","납자루","62"
"2024","2","금남","Acheilognathus rhombeus","납지리","4"
"2024","2","금남","Hemibarbus longirostris","참마자","3"
"2024","2","금남","Microphysogobio yaluensis","돌마자","28"
"2024","2","금남","Pseudogobio esocinus","모래무지","32"
"2024","2","금남","Rhinogobius brunneus","밀어","2"
"2024","2","금남","Rhinogobius giurinus","갈문망둑","8"
"2024","2","금남","Squalidus japonicus coreanus","몰개","42"
"2024","2","금남","Tridentiger brevispinis","민물검정망둑","3"
"2024","1","세종1-1","Leiocassis ussuriensis","대농갱이","1"
"2024","1","세종1-1","Microphysogobio yaluensis","돌마자","18"
"2024","1","세종1-1","Misgurnus anguillicaudatus","미꾸리","1"
"2024","1","세종1-1","Opsariichthys uncirostris amurensis","끄리","3"
"2024","1","세종1-1","Rhinogobius giurinus","갈문망둑","4"
"2024","1","세종1-1","Squalidus japonicus coreanus","몰개","11"
"2024","1","세종1-1","Zacco platypus","피라미","9"
"2024","2","세종1-1","Hemibarbus labeo","누치","2"
"2024","2","세종1-1","Hemibarbus longirostris","참마자","6"
"2024","2","세종1-1","Microphysogobio yaluensis","돌마자","26"
"2024","2","세종1-1","Odontobutis interrupta","얼록동사리","2"
"2024","2","세종1-1","Opsariichthys uncirostris amurensis","끄리","7"
"2024","2","세종1-1","Rhinogobius giurinus","갈문망둑","11"
"2024","2","세종1-1","Squalidus japonicus coreanus","몰개","53"
"2024","2","세종1-1","Zacco platypus","피라미","12"
"2024","1","혈저천","Abbottina springeri","왜매치","3"
"2024","1","혈저천","Coreoleuciscus splendidus","쉬리","1"
"2024","1","혈저천","Microphysogobio yaluensis","돌마자","14"
"2024","1","혈저천","Pseudogobio esocinus","모래무지","7"
"2024","1","혈저천","Pungtungia herzi","돌고기","3"
"2024","1","혈저천","Rhinogobius brunneus","밀어","7"
"2024","1","혈저천","Rhodeus notatus","떡납줄갱이","9"
"2024","1","혈저천","Rhodeus uyekii","각시붕어","5"
"2024","1","혈저천","Sarcocheilichthys nigripinnis morii","중고기","1"
"2024","1","혈저천","Squalidus gracilis majimae","긴몰개","16"
"2024","1","혈저천","Zacco platypus","피라미","39"
"2024","2","혈저천","Acheilognathus lanceolata intermedia","납자루","7"
"2024","2","혈저천","Cyprinus carpio","잉어","1"
"2024","2","혈저천","Hemibarbus longirostris","참마자","9"
"2024","2","혈저천","Microphysogobio yaluensis","돌마자","54"
"2024","2","혈저천","Micropterus salmoides","배스","3"
"2024","2","혈저천","Opsariichthys uncirostris amurensis","끄리","4"
"2024","2","혈저천","Pseudogobio esocinus","모래무지","11"
"2024","2","혈저천","Pungtungia herzi","돌고기","16"
"2024","2","혈저천","Rhinogobius brunneus","밀어","4"
"2024","2","혈저천","Rhodeus notatus","떡납줄갱이","6"
"2024","2","혈저천","Rhodeus uyekii","각시붕어","7"
"2024","2","혈저천","Sarcocheilichthys nigripinnis morii","중고기","1"
"2024","2","혈저천","Squalidus chankaensis tsuchigae","참몰개","2"
"2024","2","혈저천","Squalidus gracilis majimae","긴몰개","8"
"2024","2","혈저천","Zacco platypus","피라미","47"
"2024","1","고성천(공주)","Abbottina springeri","왜매치","19"
"2024","1","고성천(공주)","Acanthorhodeus chankaensis","가시납지리","3"
"2024","1","고성천(공주)","Acheilognathus lanceolata intermedia","납자루","21"
"2024","1","고성천(공주)","Hemiculter eigenmanni","치리","4"
"2024","1","고성천(공주)","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","고성천(공주)","Pseudogobio esocinus","모래무지","14"
"2024","1","고성천(공주)","Pungtungia herzi","돌고기","2"
"2024","1","고성천(공주)","Rhodeus notatus","떡납줄갱이","9"
"2024","1","고성천(공주)","Rhodeus ocellatus","흰줄납줄개","2"
"2024","1","고성천(공주)","Rhodeus uyekii","각시붕어","8"
"2024","1","고성천(공주)","Squalidus gracilis majimae","긴몰개","16"
"2024","1","고성천(공주)","Zacco platypus","피라미","44"
"2024","2","고성천(공주)","Acheilognathus lanceolata intermedia","납자루","19"
"2024","2","고성천(공주)","Acheilognathus rhombeus","납지리","2"
"2024","2","고성천(공주)","Carassius auratus","붕어","1"
"2024","2","고성천(공주)","Cobitis nalbanti","점줄종개","1"
"2024","2","고성천(공주)","Gnathopogon strigatus","줄몰개","6"
"2024","2","고성천(공주)","Hemibarbus longirostris","참마자","4"
"2024","2","고성천(공주)","Microphysogobio yaluensis","돌마자","1"
"2024","2","고성천(공주)","Micropterus salmoides","배스","1"
"2024","2","고성천(공주)","Misgurnus anguillicaudatus","미꾸리","2"
"2024","2","고성천(공주)","Odontobutis interrupta","얼록동사리","1"
"2024","2","고성천(공주)","Pseudogobio esocinus","모래무지","12"
"2024","2","고성천(공주)","Pseudorasbora parva","참붕어","3"
"2024","2","고성천(공주)","Pungtungia herzi","돌고기","5"
"2024","2","고성천(공주)","Rhinogobius brunneus","밀어","10"
"2024","2","고성천(공주)","Rhodeus uyekii","각시붕어","3"
"2024","2","고성천(공주)","Squalidus gracilis majimae","긴몰개","12"
"2024","2","고성천(공주)","Zacco platypus","피라미","51"
"2024","1","평정천","Cobitis nalbanti","점줄종개","2"
"2024","1","평정천","Iksookimia koreensis","참종개","3"
"2024","1","평정천","Microphysogobio yaluensis","돌마자","11"
"2024","1","평정천","Pseudogobio esocinus","모래무지","13"
"2024","1","평정천","Rhinogobius brunneus","밀어","16"
"2024","1","평정천","Zacco platypus","피라미","30"
"2024","2","평정천","Acheilognathus lanceolata intermedia","납자루","12"
"2024","2","평정천","Acheilognathus rhombeus","납지리","8"
"2024","2","평정천","Cyprinus carpio","잉어","1"
"2024","2","평정천","Hemibarbus labeo","누치","4"
"2024","2","평정천","Hemibarbus longirostris","참마자","9"
"2024","2","평정천","Iksookimia koreensis","참종개","4"
"2024","2","평정천","Microphysogobio yaluensis","돌마자","2"
"2024","2","평정천","Pseudogobio esocinus","모래무지","10"
"2024","2","평정천","Rhinogobius brunneus","밀어","17"
"2024","2","평정천","Zacco platypus","피라미","41"
"2024","1","청룡천(공주)","Misgurnus anguillicaudatus","미꾸리","6"
"2024","1","청룡천(공주)","Pseudogobio esocinus","모래무지","1"
"2024","1","청룡천(공주)","Zacco platypus","피라미","17"
"2024","2","청룡천(공주)","Gnathopogon strigatus","줄몰개","1"
"2024","2","청룡천(공주)","Misgurnus anguillicaudatus","미꾸리","2"
"2024","2","청룡천(공주)","Odontobutis interrupta","얼록동사리","3"
"2024","2","청룡천(공주)","Oryzias sinensis","대륙송사리","4"
"2024","2","청룡천(공주)","Pseudogobio esocinus","모래무지","6"
"2024","2","청룡천(공주)","Rhinogobius brunneus","밀어","7"
"2024","2","청룡천(공주)","Rhynchocypris oxycephalus","버들치","12"
"2024","2","청룡천(공주)","Zacco platypus","피라미","30"
"2024","1","반촌천","Gnathopogon strigatus","줄몰개","1"
"2024","1","반촌천","Misgurnus anguillicaudatus","미꾸리","7"
"2024","1","반촌천","Oryzias sinensis","대륙송사리","1"
"2024","2","반촌천","Microphysogobio yaluensis","돌마자","19"
"2024","2","반촌천","Pseudogobio esocinus","모래무지","5"
"2024","2","반촌천","Rhinogobius brunneus","밀어","10"
"2024","2","반촌천","Zacco platypus","피라미","35"
"2024","1","공주1","Odontobutis interrupta","얼록동사리","4"
"2024","1","공주1","Opsariichthys uncirostris amurensis","끄리","27"
"2024","1","공주1","Pseudogobio esocinus","모래무지","12"
"2024","1","공주1","Pseudorasbora parva","참붕어","3"
"2024","1","공주1","Rhinogobius brunneus","밀어","5"
"2024","1","공주1","Squalidus japonicus coreanus","몰개","7"
"2024","1","공주1","Zacco platypus","피라미","13"
"2024","2","공주1","Acheilognathus lanceolata intermedia","납자루","20"
"2024","2","공주1","Microphysogobio yaluensis","돌마자","19"
"2024","2","공주1","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","공주1","Odontobutis interrupta","얼록동사리","4"
"2024","2","공주1","Opsariichthys uncirostris amurensis","끄리","61"
"2024","2","공주1","Rhinogobius giurinus","갈문망둑","3"
"2024","2","공주1","Squalidus japonicus coreanus","몰개","26"
"2024","2","공주1","Zacco platypus","피라미","23"
"2024","1","제민천","Gnathopogon strigatus","줄몰개","1"
"2024","1","제민천","Rhinogobius brunneus","밀어","4"
"2024","1","제민천","Rhynchocypris oxycephalus","버들치","3"
"2024","1","제민천","Zacco platypus","피라미","48"
"2024","2","제민천","Acheilognathus lanceolata intermedia","납자루","29"
"2024","2","제민천","Carassius auratus","붕어","1"
"2024","2","제민천","Cyprinus carpio","잉어","1"
"2024","2","제민천","Hemibarbus labeo","누치","19"
"2024","2","제민천","Hemibarbus longirostris","참마자","12"
"2024","2","제민천","Microphysogobio yaluensis","돌마자","72"
"2024","2","제민천","Misgurnus anguillicaudatus","미꾸리","5"
"2024","2","제민천","Pseudogobio esocinus","모래무지","11"
"2024","2","제민천","Pungtungia herzi","돌고기","5"
"2024","2","제민천","Rhinogobius brunneus","밀어","18"
"2024","2","제민천","Zacco platypus","피라미","41"
"2024","1","금강1","Gobiobotia nakdongensis","흰수마자","2"
"2024","1","금강1","Hemibarbus labeo","누치","3"
"2024","1","금강1","Hemibarbus longirostris","참마자","25"
"2024","1","금강1","Microphysogobio yaluensis","돌마자","7"
"2024","1","금강1","Odontobutis interrupta","얼록동사리","3"
"2024","1","금강1","Pseudogobio esocinus","모래무지","8"
"2024","1","금강1","Pseudorasbora parva","참붕어","2"
"2024","1","금강1","Squalidus japonicus coreanus","몰개","4"
"2024","1","금강1","Zacco platypus","피라미","16"
"2024","2","금강1","Acheilognathus lanceolata intermedia","납자루","8"
"2024","2","금강1","Gobiobotia nakdongensis","흰수마자","3"
"2024","2","금강1","Hemibarbus labeo","누치","18"
"2024","2","금강1","Hemibarbus longirostris","참마자","9"
"2024","2","금강1","Microphysogobio jeoni","?경모치","12"
"2024","2","금강1","Misgurnus anguillicaudatus","미꾸리","2"
"2024","2","금강1","Opsariichthys uncirostris amurensis","끄리","36"
"2024","2","금강1","Pungtungia herzi","돌고기","1"
"2024","2","금강1","Rhinogobius giurinus","갈문망둑","4"
"2024","2","금강1","Squalidus japonicus coreanus","몰개","53"
"2024","2","금강1","Zacco platypus","피라미","12"
"2024","1","유구천-1","Iksookimia koreensis","참종개","11"
"2024","1","유구천-1","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","유구천-1","Zacco platypus","피라미","19"
"2024","2","유구천-1","Acheilognathus lanceolata intermedia","납자루","5"
"2024","2","유구천-1","Hemibarbus longirostris","참마자","14"
"2024","2","유구천-1","Iksookimia koreensis","참종개","19"
"2024","2","유구천-1","Microphysogobio yaluensis","돌마자","4"
"2024","2","유구천-1","Misgurnus anguillicaudatus","미꾸리","2"
"2024","2","유구천-1","Odontobutis interrupta","얼록동사리","1"
"2024","2","유구천-1","Pseudogobio esocinus","모래무지","2"
"2024","2","유구천-1","Pungtungia herzi","돌고기","18"
"2024","2","유구천-1","Rhinogobius brunneus","밀어","7"
"2024","2","유구천-1","Zacco platypus","피라미","39"
"2024","1","대룡천","Acheilognathus lanceolata intermedia","납자루","39"
"2024","1","대룡천","Iksookimia koreensis","참종개","21"
"2024","1","대룡천","Microphysogobio yaluensis","돌마자","12"
"2024","1","대룡천","Pseudogobio esocinus","모래무지","16"
"2024","1","대룡천","Pungtungia herzi","돌고기","8"
"2024","1","대룡천","Rhinogobius brunneus","밀어","16"
"2024","1","대룡천","Rhodeus notatus","떡납줄갱이","19"
"2024","1","대룡천","Rhodeus uyekii","각시붕어","11"
"2024","1","대룡천","Sarcocheilichthys nigripinnis morii","중고기","4"
"2024","1","대룡천","Squalidus gracilis majimae","긴몰개","14"
"2024","1","대룡천","Zacco platypus","피라미","56"
"2024","2","대룡천","Acheilognathus lanceolata intermedia","납자루","42"
"2024","2","대룡천","Acheilognathus rhombeus","납지리","5"
"2024","2","대룡천","Iksookimia koreensis","참종개","20"
"2024","2","대룡천","Microphysogobio yaluensis","돌마자","10"
"2024","2","대룡천","Pseudogobio esocinus","모래무지","15"
"2024","2","대룡천","Pungtungia herzi","돌고기","7"
"2024","2","대룡천","Rhinogobius brunneus","밀어","14"
"2024","2","대룡천","Rhodeus notatus","떡납줄갱이","21"
"2024","2","대룡천","Rhodeus uyekii","각시붕어","2"
"2024","2","대룡천","Squalidus gracilis majimae","긴몰개","9"
"2024","2","대룡천","Zacco platypus","피라미","49"
"2024","1","마곡천1","Coreoleuciscus splendidus","쉬리","14"
"2024","1","마곡천1","Iksookimia koreensis","참종개","4"
"2024","1","마곡천1","Pseudorasbora parva","참붕어","7"
"2024","1","마곡천1","Pungtungia herzi","돌고기","6"
"2024","1","마곡천1","Rhinogobius brunneus","밀어","6"
"2024","1","마곡천1","Zacco koreanus","참갈겨니","43"
"2024","1","마곡천1","Zacco platypus","피라미","32"
"2024","2","마곡천1","Coreoleuciscus splendidus","쉬리","14"
"2024","2","마곡천1","Hemibarbus longirostris","참마자","2"
"2024","2","마곡천1","Pseudogobio esocinus","모래무지","2"
"2024","2","마곡천1","Pungtungia herzi","돌고기","2"
"2024","2","마곡천1","Rhinogobius brunneus","밀어","13"
"2024","2","마곡천1","Rhodeus ocellatus","흰줄납줄개","3"
"2024","2","마곡천1","Rhynchocypris oxycephalus","버들치","12"
"2024","2","마곡천1","Squalidus gracilis majimae","긴몰개","2"
"2024","2","마곡천1","Zacco koreanus","참갈겨니","45"
"2024","2","마곡천1","Zacco platypus","피라미","21"
"2024","1","마곡천2","Acheilognathus lanceolata intermedia","납자루","12"
"2024","1","마곡천2","Iksookimia koreensis","참종개","3"
"2024","1","마곡천2","Microphysogobio yaluensis","돌마자","10"
"2024","1","마곡천2","Pseudogobio esocinus","모래무지","3"
"2024","1","마곡천2","Pseudorasbora parva","참붕어","4"
"2024","1","마곡천2","Pungtungia herzi","돌고기","16"
"2024","1","마곡천2","Rhinogobius brunneus","밀어","15"
"2024","1","마곡천2","Rhodeus notatus","떡납줄갱이","7"
"2024","1","마곡천2","Rhodeus uyekii","각시붕어","4"
"2024","1","마곡천2","Zacco koreanus","참갈겨니","29"
"2024","1","마곡천2","Zacco platypus","피라미","42"
"2024","2","마곡천2","Acheilognathus lanceolata intermedia","납자루","17"
"2024","2","마곡천2","Acheilognathus rhombeus","납지리","1"
"2024","2","마곡천2","Hemibarbus longirostris","참마자","7"
"2024","2","마곡천2","Microphysogobio yaluensis","돌마자","18"
"2024","2","마곡천2","Odontobutis interrupta","얼록동사리","3"
"2024","2","마곡천2","Pseudogobio esocinus","모래무지","19"
"2024","2","마곡천2","Pungtungia herzi","돌고기","11"
"2024","2","마곡천2","Rhinogobius brunneus","밀어","13"
"2024","2","마곡천2","Rhodeus notatus","떡납줄갱이","3"
"2024","2","마곡천2","Squalidus chankaensis tsuchigae","참몰개","12"
"2024","2","마곡천2","Squalidus gracilis majimae","긴몰개","10"
"2024","2","마곡천2","Zacco koreanus","참갈겨니","25"
"2024","2","마곡천2","Zacco platypus","피라미","61"
"2024","1","검상천","Abbottina springeri","왜매치","2"
"2024","1","검상천","Microphysogobio yaluensis","돌마자","8"
"2024","1","검상천","Odontobutis interrupta","얼록동사리","4"
"2024","1","검상천","Rhinogobius brunneus","밀어","19"
"2024","1","검상천","Rhodeus notatus","떡납줄갱이","1"
"2024","1","검상천","Rhodeus uyekii","각시붕어","2"
"2024","1","검상천","Zacco platypus","피라미","12"
"2024","2","검상천","Hemibarbus longirostris","참마자","8"
"2024","2","검상천","Microphysogobio yaluensis","돌마자","5"
"2024","2","검상천","Odontobutis interrupta","얼록동사리","1"
"2024","2","검상천","Pseudogobio esocinus","모래무지","6"
"2024","2","검상천","Pungtungia herzi","돌고기","1"
"2024","2","검상천","Rhinogobius brunneus","밀어","15"
"2024","2","검상천","Rhodeus uyekii","각시붕어","2"
"2024","2","검상천","Zacco platypus","피라미","25"
"2024","1","용성천2","Acheilognathus lanceolata intermedia","납자루","52"
"2024","1","용성천2","Hemibarbus longirostris","참마자","1"
"2024","1","용성천2","Hemiculter eigenmanni","치리","3"
"2024","1","용성천2","Microphysogobio yaluensis","돌마자","4"
"2024","1","용성천2","Rhinogobius brunneus","밀어","19"
"2024","1","용성천2","Rhinogobius giurinus","갈문망둑","8"
"2024","1","용성천2","Zacco platypus","피라미","16"
"2024","2","용성천2","Acheilognathus lanceolata intermedia","납자루","21"
"2024","2","용성천2","Acheilognathus rhombeus","납지리","8"
"2024","2","용성천2","Hemibarbus labeo","누치","8"
"2024","2","용성천2","Hemibarbus longirostris","참마자","7"
