"조사년도","조사회차","조사지점","학명","국명","개체수"
"2024","1","임계천","Ladislavia taczanowskii","새미","19"
"2024","1","임계천","Liobagrus andersoni","퉁가리","1"
"2024","1","임계천","Pungtungia herzi","돌고기","1"
"2024","1","임계천","Rhynchocypris kumgangensis","금강모치","32"
"2024","1","임계천","Rhynchocypris oxycephalus","버들치","2"
"2024","1","임계천","Zacco koreanus","참갈겨니","56"
"2024","2","임계천","Coreoleuciscus splendidus","쉬리","13"
"2024","2","임계천","Ladislavia taczanowskii","새미","42"
"2024","2","임계천","Pungtungia herzi","돌고기","15"
"2024","2","임계천","Rhynchocypris kumgangensis","금강모치","25"
"2024","2","임계천","Zacco koreanus","참갈겨니","9"
"2024","1","송천1","Ladislavia taczanowskii","새미","39"
"2024","1","송천1","Microphysogobio yaluensis","돌마자","3"
"2024","1","송천1","Pseudogobio esocinus","모래무지","4"
"2024","1","송천1","Rhinogobius brunneus","밀어","11"
"2024","1","송천1","Zacco platypus","피라미","9"
"2024","2","송천1","Hemibarbus labeo","누치","1"
"2024","2","송천1","Iksookimia koreensis","참종개","2"
"2024","2","송천1","Ladislavia taczanowskii","새미","1"
"2024","2","송천1","Micropterus salmoides","배스","6"
"2024","2","송천1","Pseudogobio esocinus","모래무지","4"
"2024","2","송천1","Pseudorasbora parva","참붕어","3"
"2024","2","송천1","Pungtungia herzi","돌고기","21"
"2024","2","송천1","Rhinogobius brunneus","밀어","6"
"2024","2","송천1","Rhynchocypris oxycephalus","버들치","13"
"2024","2","송천1","Zacco koreanus","참갈겨니","3"
"2024","2","송천1","Zacco platypus","피라미","92"
"2024","1","대기천","Ladislavia taczanowskii","새미","19"
"2024","1","대기천","Orthrias nudus","대륙종개","21"
"2024","1","대기천","Rhynchocypris kumgangensis","금강모치","11"
"2024","1","대기천","Rhynchocypris oxycephalus","버들치","4"
"2024","2","대기천","Iksookimia koreensis","참종개","3"
"2024","2","대기천","Ladislavia taczanowskii","새미","76"
"2024","2","대기천","Orthrias nudus","대륙종개","32"
"2024","2","대기천","Rhynchocypris kumgangensis","금강모치","35"
"2024","2","대기천","Rhynchocypris oxycephalus","버들치","24"
"2024","2","대기천","Zacco koreanus","참갈겨니","65"
"2024","2","대기천","Zacco platypus","피라미","21"
"2024","1","어천1-1","Coreoleuciscus splendidus","쉬리","20"
"2024","1","어천1-1","Phoxinus phoxinus","연준모치","14"
"2024","1","어천1-1","Pungtungia herzi","돌고기","8"
"2024","1","어천1-1","Rhynchocypris kumgangensis","금강모치","32"
"2024","1","어천1-1","Rhynchocypris oxycephalus","버들치","9"
"2024","1","어천1-1","Zacco koreanus","참갈겨니","56"
"2024","2","어천1-1","Coreoleuciscus splendidus","쉬리","34"
"2024","2","어천1-1","Cottus koreanus","둑중개","1"
"2024","2","어천1-1","Iksookimia koreensis","참종개","9"
"2024","2","어천1-1","Orthrias nudus","대륙종개","5"
"2024","2","어천1-1","Phoxinus phoxinus","연준모치","6"
"2024","2","어천1-1","Pungtungia herzi","돌고기","8"
"2024","2","어천1-1","Rhynchocypris kumgangensis","금강모치","65"
"2024","2","어천1-1","Rhynchocypris oxycephalus","버들치","21"
"2024","2","어천1-1","Zacco koreanus","참갈겨니","261"
"2024","1","지장천3","Coreoleuciscus splendidus","쉬리","76"
"2024","1","지장천3","Phoxinus phoxinus","연준모치","2"
"2024","1","지장천3","Rhynchocypris kumgangensis","금강모치","23"
"2024","1","지장천3","Rhynchocypris oxycephalus","버들치","5"
"2024","1","지장천3","Zacco koreanus","참갈겨니","34"
"2024","2","지장천3","Acheilognathus signifer","묵납자루","8"
"2024","2","지장천3","Coreoleuciscus splendidus","쉬리","3"
"2024","2","지장천3","Iksookimia koreensis","참종개","6"
"2024","2","지장천3","Microphysogobio longidorsalis","배가사리","5"
"2024","2","지장천3","Oncorhynchus masou masou","산천어/송어","1"
"2024","2","지장천3","Phoxinus phoxinus","연준모치","32"
"2024","2","지장천3","Pseudopungtungia tenuicorpa","가는돌고기","2"
"2024","2","지장천3","Pungtungia herzi","돌고기","37"
"2024","2","지장천3","Rhinogobius brunneus","밀어","1"
"2024","2","지장천3","Rhynchocypris kumgangensis","금강모치","21"
"2024","2","지장천3","Rhynchocypris oxycephalus","버들치","49"
"2024","2","지장천3","Squalidus gracilis majimae","긴몰개","15"
"2024","2","지장천3","Zacco koreanus","참갈겨니","184"
"2024","1","영월1","Acheilognathus signifer","묵납자루","6"
"2024","1","영월1","Coreoperca herzi","꺽지","4"
"2024","1","영월1","Koreocobitis rotundicaudata","새코미꾸리","2"
"2024","1","영월1","Odontobutis interrupta","얼록동사리","1"
"2024","1","영월1","Odontobutis platycephala","동사리","2"
"2024","1","영월1","Orthrias nudus","대륙종개","1"
"2024","1","영월1","Pungtungia herzi","돌고기","13"
"2024","1","영월1","Sarcocheilichthys variegatus wakiyae","참중고기","16"
"2024","1","영월1","Zacco koreanus","참갈겨니","29"
"2024","2","영월1","Acheilognathus rhombeus","납지리","8"
"2024","2","영월1","Acheilognathus signifer","묵납자루","14"
"2024","2","영월1","Coreoperca herzi","꺽지","1"
"2024","2","영월1","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","2","영월1","Pungtungia herzi","돌고기","3"
"2024","2","영월1","Sarcocheilichthys variegatus wakiyae","참중고기","6"
"2024","2","영월1","Zacco koreanus","참갈겨니","47"
"2024","1","하안미천","Rhynchocypris oxycephalus","버들치","6"
"2024","1","판운천","Coreoleuciscus splendidus","쉬리","23"
"2024","1","판운천","Gobiobotia brevibarba","돌상어","2"
"2024","2","판운천","Acheilognathus signifer","묵납자루","6"
"2024","2","판운천","Coreoleuciscus splendidus","쉬리","5"
"2024","2","판운천","Hemibarbus longirostris","참마자","2"
"2024","2","판운천","Iksookimia koreensis","참종개","3"
"2024","2","판운천","Ladislavia taczanowskii","새미","2"
"2024","2","판운천","Liobagrus andersoni","퉁가리","1"
"2024","2","판운천","Pungtungia herzi","돌고기","18"
"2024","2","판운천","Zacco koreanus","참갈겨니","112"
"2024","2","판운천","Zacco platypus","피라미","33"
"2024","1","주천강-1(횡성)","Acheilognathus signifer","묵납자루","7"
"2024","1","주천강-1(횡성)","Coreoleuciscus splendidus","쉬리","14"
"2024","1","주천강-1(횡성)","Pungtungia herzi","돌고기","57"
"2024","1","주천강-1(횡성)","Rhynchocypris oxycephalus","버들치","8"
"2024","1","주천강-1(횡성)","Zacco koreanus","참갈겨니","36"
"2024","2","주천강-1(횡성)","Acheilognathus signifer","묵납자루","8"
"2024","2","주천강-1(횡성)","Coreoleuciscus splendidus","쉬리","3"
"2024","2","주천강-1(횡성)","Orthrias nudus","대륙종개","1"
"2024","2","주천강-1(횡성)","Pungtungia herzi","돌고기","14"
"2024","2","주천강-1(횡성)","Zacco koreanus","참갈겨니","78"
"2024","1","주천강-2","Hemibarbus longirostris","참마자","18"
"2024","1","주천강-2","Pseudogobio esocinus","모래무지","3"
"2024","1","주천강-2","Zacco koreanus","참갈겨니","76"
"2024","1","주천강-2","Zacco platypus","피라미","9"
"2024","2","주천강-2","Coreoleuciscus splendidus","쉬리","10"
"2024","2","주천강-2","Coreoperca herzi","꺽지","1"
"2024","2","주천강-2","Hemibarbus longirostris","참마자","6"
"2024","2","주천강-2","Iksookimia koreensis","참종개","2"
"2024","2","주천강-2","Pseudogobio esocinus","모래무지","8"
"2024","2","주천강-2","Pungtungia herzi","돌고기","21"
"2024","2","주천강-2","Zacco koreanus","참갈겨니","168"
"2024","2","주천강-2","Zacco platypus","피라미","54"
"2024","1","오미천(원주)","Coreoleuciscus splendidus","쉬리","28"
"2024","1","오미천(원주)","Coreoperca herzi","꺽지","3"
"2024","1","오미천(원주)","Orthrias nudus","대륙종개","7"
"2024","1","오미천(원주)","Pungtungia herzi","돌고기","16"
"2024","1","오미천(원주)","Rhinogobius brunneus","밀어","4"
"2024","1","오미천(원주)","Rhynchocypris oxycephalus","버들치","23"
"2024","1","오미천(원주)","Zacco koreanus","참갈겨니","51"
"2024","2","오미천(원주)","Coreoleuciscus splendidus","쉬리","9"
"2024","2","오미천(원주)","Pungtungia herzi","돌고기","11"
"2024","2","오미천(원주)","Zacco koreanus","참갈겨니","54"
"2024","1","엄둔천","Zacco koreanus","참갈겨니","31"
"2024","2","엄둔천","Zacco koreanus","참갈겨니","24"
"2024","1","평창강3-2","Coreoperca herzi","꺽지","5"
"2024","1","평창강3-2","Gobiobotia brevibarba","돌상어","6"
"2024","1","평창강3-2","Microphysogobio yaluensis","돌마자","17"
"2024","1","평창강3-2","Pseudopungtungia tenuicorpa","가는돌고기","3"
"2024","1","평창강3-2","Pungtungia herzi","돌고기","9"
"2024","1","평창강3-2","Rhinogobius brunneus","밀어","16"
"2024","1","평창강3-2","Zacco koreanus","참갈겨니","78"
"2024","1","평창강3-2","Zacco platypus","피라미","31"
"2024","2","평창강3-2","Coreoleuciscus splendidus","쉬리","16"
"2024","2","평창강3-2","Coreoperca herzi","꺽지","6"
"2024","2","평창강3-2","Gobiobotia brevibarba","돌상어","2"
"2024","2","평창강3-2","Microphysogobio yaluensis","돌마자","10"
"2024","2","평창강3-2","Pungtungia herzi","돌고기","13"
"2024","2","평창강3-2","Zacco koreanus","참갈겨니","35"
"2024","1","쌍용천2","Acheilognathus signifer","묵납자루","8"
"2024","1","쌍용천2","Coreoleuciscus splendidus","쉬리","12"
"2024","1","쌍용천2","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","1","쌍용천2","Odontobutis platycephala","동사리","1"
"2024","1","쌍용천2","Pungtungia herzi","돌고기","46"
"2024","1","쌍용천2","Rhinogobius brunneus","밀어","4"
"2024","1","쌍용천2","Zacco koreanus","참갈겨니","51"
"2024","2","쌍용천2","Acheilognathus signifer","묵납자루","18"
"2024","2","쌍용천2","Acheilognathus yamatsutae","줄납자루","3"
"2024","2","쌍용천2","Coreoleuciscus splendidus","쉬리","16"
"2024","2","쌍용천2","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","2","쌍용천2","Pseudopungtungia tenuicorpa","가는돌고기","2"
"2024","2","쌍용천2","Pungtungia herzi","돌고기","39"
"2024","2","쌍용천2","Zacco koreanus","참갈겨니","196"
"2024","2","쌍용천2","Zacco platypus","피라미","168"
"2024","1","연당천","Acheilognathus signifer","묵납자루","65"
"2024","1","연당천","Acheilognathus yamatsutae","줄납자루","6"
"2024","1","연당천","Iksookimia koreensis","참종개","3"
"2024","1","연당천","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","1","연당천","Odontobutis interrupta","얼록동사리","1"
"2024","1","연당천","Orthrias nudus","대륙종개","16"
"2024","1","연당천","Pungtungia herzi","돌고기","53"
"2024","1","연당천","Rhinogobius brunneus","밀어","18"
"2024","1","연당천","Rhynchocypris oxycephalus","버들치","5"
"2024","1","연당천","Zacco koreanus","참갈겨니","23"
"2024","1","연당천","Zacco platypus","피라미","37"
"2024","2","연당천","Acheilognathus signifer","묵납자루","69"
"2024","2","연당천","Acheilognathus yamatsutae","줄납자루","45"
"2024","2","연당천","Coreoleuciscus splendidus","쉬리","28"
"2024","2","연당천","Iksookimia koreensis","참종개","6"
"2024","2","연당천","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","2","연당천","Odontobutis interrupta","얼록동사리","1"
"2024","2","연당천","Pseudopungtungia tenuicorpa","가는돌고기","2"
"2024","2","연당천","Pungtungia herzi","돌고기","13"
"2024","2","연당천","Rhinogobius brunneus","밀어","13"
"2024","2","연당천","Zacco koreanus","참갈겨니","114"
"2024","2","연당천","Zacco platypus","피라미","23"
"2024","1","평창강5","Coreoleuciscus splendidus","쉬리","45"
"2024","1","평창강5","Coreoperca herzi","꺽지","1"
"2024","1","평창강5","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","1","평창강5","Orthrias nudus","대륙종개","5"
"2024","1","평창강5","Pungtungia herzi","돌고기","3"
"2024","1","평창강5","Rhinogobius brunneus","밀어","3"
"2024","1","평창강5","Zacco koreanus","참갈겨니","26"
"2024","1","평창강5","Zacco platypus","피라미","22"
"2024","2","평창강5","Acheilognathus signifer","묵납자루","32"
"2024","2","평창강5","Acheilognathus yamatsutae","줄납자루","8"
"2024","2","평창강5","Coreoleuciscus splendidus","쉬리","96"
"2024","2","평창강5","Coreoperca herzi","꺽지","6"
"2024","2","평창강5","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","2","평창강5","Microphysogobio longidorsalis","배가사리","23"
"2024","2","평창강5","Pseudopungtungia tenuicorpa","가는돌고기","21"
"2024","2","평창강5","Pungtungia herzi","돌고기","15"
"2024","2","평창강5","Zacco koreanus","참갈겨니","62"
"2024","2","평창강5","Zacco platypus","피라미","87"
"2024","1","영월2","Acheilognathus signifer","묵납자루","7"
"2024","1","영월2","Acheilognathus yamatsutae","줄납자루","9"
"2024","1","영월2","Coreoperca herzi","꺽지","6"
"2024","1","영월2","Koreocobitis rotundicaudata","새코미꾸리","3"
"2024","1","영월2","Pseudogobio esocinus","모래무지","2"
"2024","1","영월2","Pungtungia herzi","돌고기","21"
"2024","1","영월2","Zacco koreanus","참갈겨니","28"
"2024","1","영월2","Zacco platypus","피라미","23"
"2024","2","영월2","Acheilognathus signifer","묵납자루","8"
"2024","2","영월2","Acheilognathus yamatsutae","줄납자루","2"
"2024","2","영월2","Coreoperca herzi","꺽지","1"
"2024","2","영월2","Koreocobitis rotundicaudata","새코미꾸리","4"
"2024","2","영월2","Odontobutis interrupta","얼록동사리","1"
"2024","2","영월2","Pungtungia herzi","돌고기","9"
"2024","2","영월2","Zacco koreanus","참갈겨니","23"
"2024","1","덕구천","Coreoleuciscus splendidus","쉬리","4"
"2024","1","덕구천","Iksookimia koreensis","참종개","3"
"2024","1","덕구천","Koreocobitis rotundicaudata","새코미꾸리","7"
"2024","1","덕구천","Orthrias nudus","대륙종개","32"
"2024","2","덕구천","Coreoleuciscus splendidus","쉬리","3"
"2024","2","덕구천","Iksookimia koreensis","참종개","36"
"2024","2","덕구천","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","2","덕구천","Liobagrus andersoni","퉁가리","1"
"2024","2","덕구천","Orthrias nudus","대륙종개","10"
"2024","2","덕구천","Rhynchocypris oxycephalus","버들치","14"
"2024","2","덕구천","Zacco koreanus","참갈겨니","58"
"2024","1","마포천1","Coreoleuciscus splendidus","쉬리","21"
"2024","1","마포천1","Zacco koreanus","참갈겨니","149"
"2024","2","마포천1","Coreoleuciscus splendidus","쉬리","13"
"2024","2","마포천1","Zacco koreanus","참갈겨니","75"
"2024","2","마포천1","Zacco platypus","피라미","67"
"2024","1","영춘","Acheilognathus signifer","묵납자루","5"
"2024","1","영춘","Acheilognathus yamatsutae","줄납자루","3"
"2024","1","영춘","Coreoleuciscus splendidus","쉬리","11"
"2024","1","영춘","Pseudogobio esocinus","모래무지","4"
"2024","1","영춘","Pungtungia herzi","돌고기","28"
"2024","1","영춘","Squalidus chankaensis tsuchigae","참몰개","6"
"2024","2","영춘","Acheilognathus signifer","묵납자루","25"
"2024","2","영춘","Acheilognathus yamatsutae","줄납자루","17"
"2024","2","영춘","Coreoperca herzi","꺽지","2"
"2024","2","영춘","Hemibarbus mylodon","어름치","4"
"2024","2","영춘","Pseudopungtungia tenuicorpa","가는돌고기","10"
"2024","2","영춘","Pungtungia herzi","돌고기","8"
"2024","1","사이곡천","Acheilognathus signifer","묵납자루","14"
"2024","1","사이곡천","Coreoleuciscus splendidus","쉬리","9"
"2024","1","사이곡천","Iksookimia koreensis","참종개","5"
"2024","1","사이곡천","Koreocobitis rotundicaudata","새코미꾸리","3"
"2024","1","사이곡천","Misgurnus anguillicaudatus","미꾸리","3"
"2024","1","사이곡천","Pungtungia herzi","돌고기","16"
"2024","1","사이곡천","Rhinogobius brunneus","밀어","7"
"2024","1","사이곡천","Rhynchocypris oxycephalus","버들치","8"
"2024","1","사이곡천","Zacco koreanus","참갈겨니","79"
"2024","2","사이곡천","Acheilognathus signifer","묵납자루","38"
"2024","2","사이곡천","Acheilognathus yamatsutae","줄납자루","42"
"2024","2","사이곡천","Coreoleuciscus splendidus","쉬리","23"
"2024","2","사이곡천","Coreoperca herzi","꺽지","1"
"2024","2","사이곡천","Iksookimia koreensis","참종개","16"
"2024","2","사이곡천","Plecoglossus altivelis","은어","20"
"2024","2","사이곡천","Pseudogobio esocinus","모래무지","6"
"2024","2","사이곡천","Pungtungia herzi","돌고기","31"
"2024","2","사이곡천","Rhinogobius brunneus","밀어","3"
"2024","2","사이곡천","Zacco koreanus","참갈겨니","251"
"2024","2","사이곡천","Zacco platypus","피라미","136"
"2024","1","어곡천1","Iksookimia koreensis","참종개","27"
"2024","1","어곡천1","Koreocobitis rotundicaudata","새코미꾸리","2"
"2024","1","어곡천1","Odontobutis interrupta","얼록동사리","1"
"2024","1","어곡천1","Orthrias nudus","대륙종개","3"
"2024","1","어곡천1","Pseudogobio esocinus","모래무지","4"
"2024","1","어곡천1","Pungtungia herzi","돌고기","13"
"2024","1","어곡천1","Rhynchocypris kumgangensis","금강모치","15"
"2024","1","어곡천1","Rhynchocypris oxycephalus","버들치","56"
"2024","1","어곡천1","Zacco koreanus","참갈겨니","173"
"2024","1","어곡천1","Zacco platypus","피라미","29"
"2024","2","어곡천1","Iksookimia koreensis","참종개","1"
"2024","2","어곡천1","Orthrias nudus","대륙종개","1"
"2024","2","어곡천1","Rhinogobius brunneus","밀어","2"
"2024","2","어곡천1","Rhynchocypris oxycephalus","버들치","28"
"2024","2","어곡천1","Squalidus gracilis majimae","긴몰개","6"
"2024","2","어곡천1","Zacco koreanus","참갈겨니","95"
"2024","2","어곡천1","Zacco platypus","피라미","158"
"2024","1","하일천","Coreoleuciscus splendidus","쉬리","55"
"2024","1","하일천","Iksookimia koreensis","참종개","8"
"2024","1","하일천","Koreocobitis rotundicaudata","새코미꾸리","6"
"2024","1","하일천","Liobagrus andersoni","퉁가리","1"
"2024","1","하일천","Zacco koreanus","참갈겨니","178"
"2024","2","하일천","Acheilognathus signifer","묵납자루","33"
"2024","2","하일천","Coreoleuciscus splendidus","쉬리","8"
"2024","2","하일천","Hemibarbus mylodon","어름치","3"
"2024","2","하일천","Iksookimia koreensis","참종개","6"
"2024","2","하일천","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","2","하일천","Pungtungia herzi","돌고기","9"
"2024","2","하일천","Rhinogobius brunneus","밀어","4"
"2024","2","하일천","Zacco koreanus","참갈겨니","24"
"2024","2","하일천","Zacco platypus","피라미","107"
"2024","1","덕천1","Hemibarbus labeo","누치","4"
"2024","1","덕천1","Microphysogobio yaluensis","돌마자","6"
"2024","1","덕천1","Pseudogobio esocinus","모래무지","6"
"2024","1","덕천1","Rhinogobius brunneus","밀어","7"
"2024","1","덕천1","Rhinogobius giurinus","갈문망둑","7"
"2024","1","덕천1","Squalidus chankaensis tsuchigae","참몰개","18"
"2024","2","덕천1","Hemibarbus labeo","누치","12"
"2024","2","덕천1","Micropterus salmoides","배스","5"
"2024","2","덕천1","Opsariichthys uncirostris amurensis","끄리","3"
"2024","2","덕천1","Rhinogobius giurinus","갈문망둑","6"
"2024","1","노동천(단양)","Zacco koreanus","참갈겨니","15"
"2024","2","노동천(단양)","Coreoperca herzi","꺽지","2"
"2024","2","노동천(단양)","Rhynchocypris oxycephalus","버들치","16"
"2024","2","노동천(단양)","Zacco koreanus","참갈겨니","89"
"2024","1","남조천","Coreoleuciscus splendidus","쉬리","15"
"2024","1","남조천","Coreoperca herzi","꺽지","2"
"2024","1","남조천","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","1","남조천","Pseudogobio esocinus","모래무지","5"
"2024","1","남조천","Pungtungia herzi","돌고기","8"
"2024","1","남조천","Zacco koreanus","참갈겨니","84"
"2024","1","남조천","Zacco platypus","피라미","13"
"2024","2","남조천","Coreoleuciscus splendidus","쉬리","13"
"2024","2","남조천","Hemibarbus longirostris","참마자","1"
"2024","2","남조천","Odontobutis platycephala","동사리","4"
"2024","2","남조천","Pungtungia herzi","돌고기","2"
"2024","2","남조천","Rhynchocypris oxycephalus","버들치","6"
"2024","2","남조천","Zacco koreanus","참갈겨니","37"
"2024","2","남조천","Zacco platypus","피라미","45"
"2024","1","수산천(제천)","Gymnogobius urotaenia","꾹저구","6"
"2024","1","수산천(제천)","Iksookimia koreensis","참종개","3"
"2024","1","수산천(제천)","Rhinogobius brunneus","밀어","12"
"2024","1","수산천(제천)","Rhinogobius giurinus","갈문망둑","1"
"2024","1","수산천(제천)","Tridentiger brevispinis","민물검정망둑","121"
"2024","1","수산천(제천)","Zacco platypus","피라미","89"
"2024","2","수산천(제천)","Gymnogobius urotaenia","꾹저구","2"
"2024","2","수산천(제천)","Tridentiger brevispinis","민물검정망둑","13"
"2024","2","수산천(제천)","Zacco platypus","피라미","38"
"2024","1","주포천","Coreoperca herzi","꺽지","4"
"2024","1","주포천","Odontobutis platycephala","동사리","4"
"2024","1","주포천","Pungtungia herzi","돌고기","8"
"2024","1","주포천","Zacco koreanus","참갈겨니","46"
"2024","2","주포천","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","2","주포천","Zacco koreanus","참갈겨니","31"
"2024","1","고암천","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","고암천","Odontobutis interrupta","얼록동사리","3"
"2024","1","고암천","Rhynchocypris oxycephalus","버들치","15"
"2024","2","고암천","Microphysogobio yaluensis","돌마자","1"
"2024","2","고암천","Zacco koreanus","참갈겨니","12"
"2024","2","고암천","Zacco platypus","피라미","66"
"2024","1","미당천(제천)","Pseudorasbora parva","참붕어","35"
"2024","1","미당천(제천)","Pungtungia herzi","돌고기","23"
"2024","1","미당천(제천)","Zacco platypus","피라미","41"
"2024","2","미당천(제천)","Odontobutis interrupta","얼록동사리","1"
"2024","2","미당천(제천)","Pseudogobio esocinus","모래무지","1"
"2024","2","미당천(제천)","Pseudorasbora parva","참붕어","3"
"2024","2","미당천(제천)","Pungtungia herzi","돌고기","1"
"2024","2","미당천(제천)","Rhynchocypris oxycephalus","버들치","4"
"2024","2","미당천(제천)","Zacco koreanus","참갈겨니","20"
"2024","2","미당천(제천)","Zacco platypus","피라미","12"
"2024","1","제천천3-1","Odontobutis interrupta","얼록동사리","2"
"2024","1","제천천3-1","Pseudogobio esocinus","모래무지","1"
"2024","1","제천천3-1","Pungtungia herzi","돌고기","11"
"2024","1","제천천3-1","Rhinogobius brunneus","밀어","18"
"2024","2","제천천3-1","Coreoperca herzi","꺽지","1"
"2024","2","제천천3-1","Hemibarbus labeo","누치","1"
"2024","2","제천천3-1","Microphysogobio yaluensis","돌마자","25"
"2024","2","제천천3-1","Pungtungia herzi","돌고기","38"
"2024","2","제천천3-1","Rhinogobius brunneus","밀어","22"
"2024","2","제천천3-1","Siniperca scherzeri","쏘가리","1"
"2024","2","제천천3-1","Zacco koreanus","참갈겨니","73"
"2024","2","제천천3-1","Zacco platypus","피라미","12"
"2024","1","화당천","Iksookimia koreensis","참종개","6"
"2024","1","화당천","Liobagrus andersoni","퉁가리","1"
"2024","1","화당천","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","화당천","Misgurnus mizolepis","미꾸라지","5"
"2024","1","화당천","Orthrias nudus","대륙종개","12"
"2024","1","화당천","Pseudogobio esocinus","모래무지","19"
"2024","1","화당천","Pungtungia herzi","돌고기","8"
"2024","1","화당천","Rhynchocypris oxycephalus","버들치","73"
"2024","1","화당천","Zacco koreanus","참갈겨니","246"
"2024","2","화당천","Iksookimia koreensis","참종개","4"
"2024","2","화당천","Orthrias nudus","대륙종개","6"
"2024","2","화당천","Pseudogobio esocinus","모래무지","3"
"2024","2","화당천","Pseudorasbora parva","참붕어","9"
"2024","2","화당천","Pungtungia herzi","돌고기","31"
"2024","2","화당천","Rhynchocypris oxycephalus","버들치","50"
"2024","2","화당천","Zacco koreanus","참갈겨니","191"
"2024","1","광천1(제천)","Coreoleuciscus splendidus","쉬리","2"
"2024","1","광천1(제천)","Zacco koreanus","참갈겨니","19"
"2024","2","광천1(제천)","Coreoleuciscus splendidus","쉬리","1"
"2024","2","광천1(제천)","Pungtungia herzi","돌고기","2"
"2024","2","광천1(제천)","Zacco koreanus","참갈겨니","16"
"2024","1","광천2(제천)","Coreoleuciscus splendidus","쉬리","18"
"2024","1","광천2(제천)","Liobagrus andersoni","퉁가리","1"
"2024","1","광천2(제천)","Odontobutis interrupta","얼록동사리","2"
"2024","1","광천2(제천)","Plecoglossus altivelis","은어","5"
"2024","1","광천2(제천)","Rhinogobius brunneus","밀어","27"
"2024","1","광천2(제천)","Tridentiger brevispinis","민물검정망둑","35"
"2024","1","광천2(제천)","Zacco platypus","피라미","76"
"2024","2","광천2(제천)","Coreoleuciscus splendidus","쉬리","2"
"2024","2","광천2(제천)","Plecoglossus altivelis","은어","1"
"2024","2","광천2(제천)","Pungtungia herzi","돌고기","2"
"2024","2","광천2(제천)","Rhinogobius brunneus","밀어","43"
"2024","2","광천2(제천)","Zacco koreanus","참갈겨니","54"
"2024","2","광천2(제천)","Zacco platypus","피라미","21"
"2024","1","충주댐","Tridentiger brevispinis","민물검정망둑","2"
"2024","2","충주댐","Tridentiger brevispinis","민물검정망둑","4"
"2024","1","목행대교","Pseudogobio esocinus","모래무지","5"
"2024","1","목행대교","Tridentiger brevispinis","민물검정망둑","4"
"2024","2","목행대교","Acheilognathus yamatsutae","줄납자루","4"
"2024","2","목행대교","Koreocobitis rotundicaudata","새코미꾸리","2"
"2024","2","목행대교","Rhinogobius giurinus","갈문망둑","21"
"2024","2","목행대교","Zacco platypus","피라미","4"
"2024","1","미원천1(청주)","Iksookimia koreensis","참종개","11"
"2024","1","미원천1(청주)","Lepomis macrochirus","블루길","1"
"2024","1","미원천1(청주)","Microphysogobio yaluensis","돌마자","16"
"2024","1","미원천1(청주)","Misgurnus anguillicaudatus","미꾸리","3"
"2024","1","미원천1(청주)","Odontobutis interrupta","얼록동사리","2"
"2024","1","미원천1(청주)","Pseudogobio esocinus","모래무지","3"
"2024","1","미원천1(청주)","Rhinogobius brunneus","밀어","25"
"2024","1","미원천1(청주)","Squalidus gracilis majimae","긴몰개","46"
"2024","1","미원천1(청주)","Zacco koreanus","참갈겨니","137"
"2024","1","미원천1(청주)","Zacco platypus","피라미","82"
"2024","2","미원천1(청주)","Acheilognathus rhombeus","납지리","7"
"2024","2","미원천1(청주)","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","미원천1(청주)","Pseudogobio esocinus","모래무지","2"
"2024","2","미원천1(청주)","Pungtungia herzi","돌고기","1"
"2024","2","미원천1(청주)","Rhinogobius brunneus","밀어","16"
"2024","2","미원천1(청주)","Zacco koreanus","참갈겨니","53"
"2024","2","미원천1(청주)","Zacco platypus","피라미","21"
"2024","1","감천1(청주)","Acheilognathus lanceolata intermedia","납자루","19"
"2024","1","감천1(청주)","Acheilognathus rhombeus","납지리","4"
"2024","1","감천1(청주)","Iksookimia koreensis","참종개","13"
"2024","1","감천1(청주)","Microphysogobio yaluensis","돌마자","31"
"2024","1","감천1(청주)","Pseudogobio esocinus","모래무지","9"
"2024","1","감천1(청주)","Squalidus gracilis majimae","긴몰개","15"
"2024","1","감천1(청주)","Zacco koreanus","참갈겨니","45"
"2024","1","감천1(청주)","Zacco platypus","피라미","276"
"2024","2","감천1(청주)","Acheilognathus lanceolata intermedia","납자루","6"
"2024","2","감천1(청주)","Acheilognathus rhombeus","납지리","3"
"2024","2","감천1(청주)","Hemibarbus longirostris","참마자","1"
"2024","2","감천1(청주)","Iksookimia koreensis","참종개","2"
"2024","2","감천1(청주)","Odontobutis interrupta","얼록동사리","1"
"2024","2","감천1(청주)","Pseudogobio esocinus","모래무지","29"
"2024","2","감천1(청주)","Pungtungia herzi","돌고기","4"
