조사년도,조사회차,PTNM,학명,국명,개체밀도
2024,2,남강-6,Semisulcospira forticosta,주름다슬기,12
2024,2,남강-6,Semisulcospira gottschei,곳체다슬기,4
2024,2,남강-6,Semisulcospira libertina,다슬기,4
2024,1,갈전천,Asellus sp.,물벌레류(연갑강),4
2024,1,갈전천,Calopteryx japonica,물잠자리,4
2024,1,갈전천,Cheumatopsyche KUa,꼬마줄날도래 KUa,4
2024,1,갈전천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),8
2024,1,갈전천,Ecdyonurus levis,네점하루살이,8
2024,1,갈전천,Lepidostoma KUb,네모집날도래 KUb,8
2024,1,갈전천,Nemoura KUa,민강도래 KUa,4
2024,1,갈전천,Neocaridina denticulata denticulata,새뱅이,34
2024,1,갈전천,Platycnemis phyllopoda,방울실잠자리,8
2024,1,갈전천,Sympetrum pedemontanum elatum,날개띠좀잠자리,8
2024,1,갈전천,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,8
2024,2,갈전천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),8
2024,2,갈전천,Corbicula (Corbiculina) fluminea,재첩,15
2024,2,갈전천,Elmidae sp.,여울벌레류,4
2024,2,갈전천,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,2,갈전천,Homoeogenus coreanicum,가시삿갓벌레,4
2024,2,갈전천,Neocaridina denticulata denticulata,새뱅이,12
2024,2,갈전천,Semisulcospira forticosta,주름다슬기,12
2024,2,갈전천,Semisulcospira libertina,다슬기,4
2024,1,양천-1,Asellus sp.,물벌레류(연갑강),4
2024,1,양천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,1,양천-1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,1,양천-1,Corbicula (Corbiculina) fluminea,재첩,12
2024,1,양천-1,Ephemera orientalis,동양하루살이,4
2024,1,양천-1,Gomphidia confluens,어리부채장수잠자리,4
2024,1,양천-1,Macromia amphigena,잔산잠자리,4
2024,1,양천-1,Paracercion calamorum,등검은실잠자리,8
2024,1,양천-1,Parafossarulus manchouricus,쇠우렁이,8
2024,1,양천-1,Platycnemis phyllopoda,방울실잠자리,12
2024,1,양천-1,Plectrocnemia KUa,깃날도래 KUa,4
2024,1,양천-1,Semisulcospira forticosta,주름다슬기,8
2024,1,양천-1,Semisulcospira libertina,다슬기,8
2024,1,양천-1,Unio douglasiae,말조개,4
2024,2,양천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,2,양천-1,Corbicula (Corbiculina) fluminea,재첩,4
2024,2,양천-1,Ecdyonurus levis,네점하루살이,15
2024,2,양천-1,Ephemera orientalis,동양하루살이,8
2024,2,양천-1,Gomphidia confluens,어리부채장수잠자리,4
2024,2,양천-1,Homoeogenus coreanicum,가시삿갓벌레,8
2024,2,양천-1,Macromia manchurica,만주잔산잠자리,4
2024,2,양천-1,Semisulcospira forticosta,주름다슬기,15
2024,2,양천-1,Semisulcospira libertina,다슬기,12
2024,2,양천-1,Sinotaia quadrata,강우렁이,4
2024,1,신전천,Appasus japonicus,물자라,4
2024,1,신전천,Baetis fuscatus,개똥하루살이,4
2024,1,신전천,Caenis sp.,등딱지하루살이류,4
2024,1,신전천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),15
2024,1,신전천,Hippeutis cantori,수정또아리물달팽이,4
2024,1,신전천,Lamelligomphus ringens,노란측범잠자리,4
2024,1,신전천,Neocaridina denticulata denticulata,새뱅이,30
2024,1,신전천,Orthetrum albistylum,밀잠자리,4
2024,1,신전천,Parafossarulus manchouricus,쇠우렁이,4
2024,1,신전천,Platycnemis phyllopoda,방울실잠자리,4
2024,1,신전천,Pomacea canaliculata,왕우렁이,8
2024,2,신전천,Corbicula (Corbiculina) fluminea,재첩,4
2024,2,신전천,Macromia amphigena,잔산잠자리,4
2024,2,신전천,Neocaridina denticulata denticulata,새뱅이,8
2024,2,신전천,Nodularia breviconcha,작은말조개,4
2024,2,신전천,Paracercion calamorum,등검은실잠자리,15
2024,2,신전천,Pomacea canaliculata,왕우렁이,26
2024,2,신전천,Semisulcospira forticosta,주름다슬기,4
2024,2,신전천,Sinotaia quadrata,강우렁이,8
2024,1,하판천,Cipangopaludina chinensis malleata,논우렁이,30
2024,1,하판천,Limnodrilus gotoi,실지렁이,4
2024,1,하판천,Physa acuta,왼돌이물달팽이,15
2024,1,하판천,Radix auricularia,물달팽이,4
2024,1,하판천,Semisulcospira forticosta,주름다슬기,4
2024,2,하판천,Cipangopaludina chinensis malleata,논우렁이,4
2024,2,하판천,Erpobdella lineata,돌거머리,4
2024,2,하판천,Galerucella (Galerucella) nipponensis,일본잎벌레,15
2024,2,하판천,Ischnura asiatica,아시아실잠자리,4
2024,2,하판천,Labiobaetis atrebatinus,입술하루살이,4
2024,2,하판천,Orthetrum albistylum,밀잠자리,4
2024,2,하판천,Pomacea canaliculata,왕우렁이,19
2024,2,하판천,Semisulcospira forticosta,주름다슬기,4
2024,1,양천1,Caenis sp.,등딱지하루살이류,8
2024,1,양천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),100
2024,1,양천1,Cloeon dipterum,연못하루살이,12
2024,1,양천1,Hirudinidae sp.,거머리류,4
2024,1,양천1,Physa acuta,왼돌이물달팽이,15
2024,2,양천1,Cipangopaludina chinensis malleata,논우렁이,4
2024,2,양천1,Crocothemis servilia mariannae,고추잠자리,4
2024,2,양천1,Erpobdella lineata,돌거머리,4
2024,2,양천1,Neocaridina denticulata denticulata,새뱅이,49
2024,2,양천1,Paracercion calamorum,등검은실잠자리,4
2024,2,양천1,Platycnemis phyllopoda,방울실잠자리,4
2024,2,양천1,Pomacea canaliculata,왕우렁이,4
2024,2,양천1,Semisulcospira forticosta,주름다슬기,12
2024,1,천곡천,Caenis sp.,등딱지하루살이류,4
2024,1,천곡천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),8
2024,1,천곡천,Ecdyonurus kibunensis,두점하루살이,4
2024,1,천곡천,Elmidae sp.,여울벌레류,4
2024,1,천곡천,Gomphidia confluens,어리부채장수잠자리,8
2024,1,천곡천,Neocaridina denticulata denticulata,새뱅이,30
2024,1,천곡천,Semisulcospira forticosta,주름다슬기,49
2024,1,천곡천,Sinotaia quadrata,강우렁이,8
2024,2,천곡천,Crocothemis servilia mariannae,고추잠자리,15
2024,2,천곡천,Hirudo nipponia,참거머리,4
2024,2,천곡천,Lamelligomphus ringens,노란측범잠자리,8
2024,2,천곡천,Paracercion calamorum,등검은실잠자리,4
2024,1,양천1-1,Apatania KUa,애우묵날도래 KUa,4
2024,1,양천1-1,Cheumatopsyche KUa,꼬마줄날도래 KUa,4
2024,1,양천1-1,Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,1,양천1-1,Chironomidae spp. (red type),깔따구류 spp.(red type),4
2024,1,양천1-1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,15
2024,1,양천1-1,Corbicula (Corbiculina) fluminea,재첩,15
2024,1,양천1-1,Ecdyonurus joernensis,꼬리치레하루살이,4
2024,1,양천1-1,Ecdyonurus kibunensis,두점하루살이,23
2024,1,양천1-1,Ecdyonurus levis,네점하루살이,8
2024,1,양천1-1,Elmidae sp.,여울벌레류,82
2024,1,양천1-1,Hydropsyche kozhantschikovi,줄날도래,4
2024,1,양천1-1,Hydropsyche valvata,흰점줄날도래,19
2024,1,양천1-1,Lamelligomphus ringens,노란측범잠자리,12
2024,1,양천1-1,Macrostemum radiatum,큰줄날도래,45
2024,1,양천1-1,Malacopsephenoides japonicus,개울물삿갓벌레,8
2024,1,양천1-1,Potamyia KUb,강줄날도래 KUb,60
2024,1,양천1-1,Semisulcospira forticosta,주름다슬기,4
2024,1,양천1-1,Semisulcospira gottschei,곳체다슬기,4
2024,1,양천1-1,Simulium sp.,먹파리류,37
2024,1,양천1-1,Teloganopsis punctisetae,등줄하루살이,60
2024,2,양천1-1,Caenis sp.,등딱지하루살이류,4
2024,2,양천1-1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,2,양천1-1,Corbicula (Corbiculina) fluminea,재첩,8
2024,2,양천1-1,Crocothemis servilia mariannae,고추잠자리,4
2024,2,양천1-1,Ecdyonurus levis,네점하루살이,4
2024,2,양천1-1,Erpobdella lineata,돌거머리,4
2024,2,양천1-1,Gomphidia confluens,어리부채장수잠자리,4
2024,2,양천1-1,Neocaridina denticulata denticulata,새뱅이,82
2024,2,양천1-1,Paracercion calamorum,등검은실잠자리,23
2024,2,양천1-1,Physa acuta,왼돌이물달팽이,8
2024,2,양천1-1,Potamanthus formosus,작은강하루살이,4
2024,1,양천1-2,Ephemera orientalis,동양하루살이,8
2024,1,양천1-2,Radix auricularia,물달팽이,4
2024,1,양천1-2,Semisulcospira libertina,다슬기,4
2024,2,양천1-2,Neocaridina denticulata denticulata,새뱅이,49
2024,2,양천1-2,Physa acuta,왼돌이물달팽이,4
2024,1,가회천,Apatania KUb,애우묵날도래 KUb,8
2024,1,가회천,Baetis fuscatus,개똥하루살이,4
2024,1,가회천,Caenis sp.,등딱지하루살이류,4
2024,1,가회천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),89
2024,1,가회천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,8
2024,1,가회천,Dugesia sp.,플라나리아류,37
2024,1,가회천,Ecdyonurus levis,네점하루살이,30
2024,1,가회천,Elmidae sp.,여울벌레류,12
2024,1,가회천,Ephemera orientalis,동양하루살이,37
2024,1,가회천,Mataeopsephus japonicus,물삿갓벌레,4
2024,1,가회천,Polypylis hemisphaerula,배꼽또아리물달팽이,4
2024,1,가회천,Semisulcospira forticosta,주름다슬기,4
2024,1,가회천,Semisulcospira libertina,다슬기,12
2024,2,가회천,Alboglossiphonia lata,조개넙적거머리,8
2024,2,가회천,Chironomidae spp. (red type),깔따구류 spp.(red type),4
2024,2,가회천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,2,가회천,Cloeon dipterum,연못하루살이,30
2024,2,가회천,Homoeogenus coreanicum,가시삿갓벌레,4
2024,2,가회천,Labiobaetis atrebatinus,입술하루살이,4
2024,2,가회천,Physa acuta,왼돌이물달팽이,4
2024,2,가회천,Semisulcospira forticosta,주름다슬기,26
2024,2,가회천,Semisulcospira libertina,다슬기,15
2024,1,상법천,Corbicula (Corbiculina) fluminea,재첩,8
2024,1,상법천,Ecdyonurus levis,네점하루살이,4
2024,1,상법천,Ephemera orientalis,동양하루살이,8
2024,1,상법천,Limnodrilus gotoi,실지렁이,4
2024,1,상법천,Neocaridina denticulata denticulata,새뱅이,8
2024,1,상법천,Radix auricularia,물달팽이,4
2024,2,상법천,Corbicula (Corbiculina) fluminea,재첩,34
2024,1,율현천,Apatania KUa,애우묵날도래 KUa,15
2024,1,율현천,Apatania KUb,애우묵날도래 KUb,49
2024,1,율현천,Arctopsyche ladogensis,곰줄날도래,4
2024,1,율현천,Austropeplea ollula,애기물달팽이,4
2024,1,율현천,Baetis fuscatus,개똥하루살이,4
2024,1,율현천,Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,1,율현천,Dugesia sp.,플라나리아류,12
2024,1,율현천,Ecdyonurus kibunensis,두점하루살이,8
2024,1,율현천,Elmidae sp.,여울벌레류,4
2024,1,율현천,Epeorus nipponicus,흰부채하루살이,4
2024,1,율현천,Epeorus pellucidus,부채하루살이,8
2024,1,율현천,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,1,율현천,Galerucella (Galerucella) nipponensis,일본잎벌레,4
2024,1,율현천,Gordius sp.,연가시류,4
2024,1,율현천,Hydropsyche kozhantschikovi,줄날도래,4
2024,1,율현천,Hydropsyche orientalis,동양줄날도래,4
2024,1,율현천,Lepidostoma KUa,네모집날도래 KUa,15
2024,1,율현천,Lepidostoma KUb,네모집날도래 KUb,8
2024,1,율현천,Rhyacophila lata,올챙이물날도래,30
2024,1,율현천,Semisulcospira libertina,다슬기,23
2024,1,율현천,Teloganopsis punctisetae,등줄하루살이,4
2024,2,율현천,Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,2,율현천,Cipangopaludina chinensis malleata,논우렁이,4
2024,2,율현천,Corbicula (Corbiculina) fluminea,재첩,4
2024,2,율현천,Elmidae sp.,여울벌레류,4
2024,2,율현천,Ephemera strigata,무늬하루살이,4
2024,2,율현천,Eubrianax ramicornis,둥근물삿갓벌레,60
2024,2,율현천,Hippeutis cantori,수정또아리물달팽이,4
2024,2,율현천,Semisulcospira libertina,다슬기,30
2024,1,신등천2,Asellus sp.,물벌레류(연갑강),26
2024,1,신등천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,1,신등천2,Cipangopaludina chinensis malleata,논우렁이,4
2024,1,신등천2,Ecdyonurus levis,네점하루살이,19
2024,1,신등천2,Ischnura asiatica,아시아실잠자리,4
2024,1,신등천2,Neocaridina denticulata denticulata,새뱅이,82
2024,1,신등천2,Physa acuta,왼돌이물달팽이,8
2024,1,신등천2,Triaenodes sp.,연나비날도래류,4
2024,2,신등천2,Cheumatopsyche brevilineata,꼬마줄날도래,8
2024,2,신등천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,2,신등천2,Corbicula (Corbiculina) fluminea,재첩,8
2024,2,신등천2,Elmidae sp.,여울벌레류,8
2024,2,신등천2,Gyraulus convexiusculus,또아리물달팽이,4
2024,2,신등천2,Neocaridina denticulata denticulata,새뱅이,67
2024,2,신등천2,Paracercion calamorum,등검은실잠자리,4
2024,2,신등천2,Pomacea canaliculata,왕우렁이,12
2024,2,신등천2,Semisulcospira forticosta,주름다슬기,4
2024,2,신등천2,Semisulcospira gottschei,곳체다슬기,4
2024,2,신등천2,Sinotaia quadrata,강우렁이,4
2024,1,경호강2,Asellus sp.,물벌레류(연갑강),4
2024,2,경호강2,Dolichopodidae sp.,장다리파리류,4
2024,2,경호강2,Epitheca marginata,언저리잠자리,4
2024,2,경호강2,Erpobdella lineata,돌거머리,4
2024,2,경호강2,Neocaridina denticulata denticulata,새뱅이,15
2024,2,경호강2,Radix auricularia,물달팽이,4
2024,1,남사천1,Antocha KUa,명주각다귀 KUa,4
2024,1,남사천1,Atrocalopteryx atrata,검은물잠자리,4
2024,1,남사천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),12
2024,1,남사천1,Ephemera orientalis,동양하루살이,8
2024,1,남사천1,Semisulcospira forticosta,주름다슬기,4
2024,2,남사천1,Corbicula (Corbiculina) fluminea,재첩,4
2024,2,남사천1,Lepidostoma KUb,네모집날도래 KUb,4
2024,2,남사천1,Mataeopsephus japonicus,물삿갓벌레,4
2024,2,남사천1,Semisulcospira forticosta,주름다슬기,23
2024,2,남사천1,Semisulcospira libertina,다슬기,12
2024,1,오미천(진주),Asellus sp.,물벌레류(연갑강),4
2024,1,오미천(진주),Baetis fuscatus,개똥하루살이,8
2024,1,오미천(진주),Calopteryx japonica,물잠자리,4
2024,1,오미천(진주),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),223
2024,1,오미천(진주),Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,1,오미천(진주),Lepidostoma KUa,네모집날도래 KUa,4
2024,1,오미천(진주),Lepidostoma KUb,네모집날도래 KUb,23
2024,1,오미천(진주),Physa acuta,왼돌이물달팽이,15
2024,1,오미천(진주),Platycnemis phyllopoda,방울실잠자리,8
2024,1,오미천(진주),Radix auricularia,물달팽이,4
2024,1,오미천(진주),Semisulcospira forticosta,주름다슬기,15
2024,2,오미천(진주),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,2,오미천(진주),Ephemera strigata,무늬하루살이,4
2024,2,오미천(진주),Homoeogenus coreanicum,가시삿갓벌레,4
2024,2,오미천(진주),Ischnura asiatica,아시아실잠자리,4
2024,2,오미천(진주),Limnodrilus gotoi,실지렁이,4
2024,2,오미천(진주),Palaemon paucidens,줄새우,12
2024,2,오미천(진주),Paracercion calamorum,등검은실잠자리,8
2024,2,오미천(진주),Physa acuta,왼돌이물달팽이,49
2024,2,오미천(진주),Platycnemis phyllopoda,방울실잠자리,19
2024,2,오미천(진주),Semisulcospira forticosta,주름다슬기,8
2024,2,오미천(진주),Stratiomyidae sp.,동애등에류,8
2024,1,덕천강-3,Baetis fuscatus,개똥하루살이,4
2024,1,덕천강-3,Ephemera orientalis,동양하루살이,4
2024,1,덕천강-3,Erpobdella lineata,돌거머리,4
2024,1,덕천강-3,Mataeopsephus japonicus,물삿갓벌레,4
2024,1,덕천강-3,Neoperla coreensis,두눈강도래,4
2024,1,덕천강-3,Semisulcospira libertina,다슬기,15
2024,1,덕천강-3,Simulium sp.,먹파리류,8
2024,1,덕천강-3,Sinotaia quadrata,강우렁이,4
2024,1,덕천강-3,Suragina KUa,긴개울등에 KUa,4
2024,1,덕천강-3,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,4
2024,2,덕천강-3,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),12
2024,2,덕천강-3,Elmidae sp.,여울벌레류,4
2024,2,덕천강-3,Ephemera orientalis,동양하루살이,8
2024,2,덕천강-3,Ephemera strigata,무늬하루살이,4
2024,2,덕천강-3,Ephemerella kozhovi,흰등하루살이,4
2024,2,덕천강-3,Gumaga orientalis,동양털날도래,8
2024,2,덕천강-3,Kiotina decorata,무늬강도래,4
2024,2,덕천강-3,Mataeopsephus japonicus,물삿갓벌레,12
2024,2,덕천강-3,Rhoenanthus coreanus,강하루살이,19
2024,2,덕천강-3,Semisulcospira forticosta,주름다슬기,4
2024,2,덕천강-3,Semisulcospira libertina,다슬기,8
2024,1,덕천강1,Asellus sp.,물벌레류(연갑강),4
2024,1,덕천강1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,1,덕천강1,Ecdyonurus bajkovae,몽땅하루살이,4
2024,1,덕천강1,Ecdyonurus joernensis,꼬리치레하루살이,15
2024,1,덕천강1,Ecdyonurus kibunensis,두점하루살이,15
2024,1,덕천강1,Neoperla coreensis,두눈강도래,4
2024,1,덕천강1,Rhoenanthus coreanus,강하루살이,4
2024,1,덕천강1,Simulium sp.,먹파리류,8
2024,1,덕천강1,Teloganopsis punctisetae,등줄하루살이,12
2024,1,덕천강1,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,12
2024,2,덕천강1,Alboglossiphonia lata,조개넙적거머리,4
2024,2,덕천강1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),12
2024,2,덕천강1,Ecdyonurus levis,네점하루살이,4
2024,2,덕천강1,Elmidae sp.,여울벌레류,4
2024,2,덕천강1,Ephemera strigata,무늬하루살이,8
2024,2,덕천강1,Goera sp.,가시날도래류,15
2024,2,덕천강1,Gumaga orientalis,동양털날도래,4
2024,2,덕천강1,Ischnura asiatica,아시아실잠자리,4
2024,2,덕천강1,Limnodrilus gotoi,실지렁이,8
2024,2,덕천강1,Mataeopsephus japonicus,물삿갓벌레,23
2024,2,덕천강1,Platycnemis phyllopoda,방울실잠자리,4
2024,2,덕천강1,Potamyia KUb,강줄날도래 KUb,8
2024,2,덕천강1,Psilotreta sp.,바수염날도래류,4
2024,2,덕천강1,Rhoenanthus coreanus,강하루살이,12
2024,2,덕천강1,Semisulcospira forticosta,주름다슬기,12
2024,2,덕천강1,Semisulcospira libertina,다슬기,37
2024,1,시천천2,Apatania KUa,애우묵날도래 KUa,4
2024,1,시천천2,Apatania KUb,애우묵날도래 KUb,4
2024,1,시천천2,Atrocalopteryx atrata,검은물잠자리,4
2024,1,시천천2,Baetiella tuberculata,애호랑하루살이,4
2024,1,시천천2,Cloeon dipterum,연못하루살이,4
2024,1,시천천2,Ecdyonurus kibunensis,두점하루살이,4
2024,1,시천천2,Ephemera orientalis,동양하루살이,8
2024,1,시천천2,Ephemera strigata,무늬하루살이,4
2024,1,시천천2,Nothopsyche KUa,갈색우묵날도래 KUa,4
2024,1,시천천2,Semisulcospira libertina,다슬기,4
2024,1,시천천2,Serratella setigera,범꼬리하루살이,4
2024,1,시천천2,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,4
2024,2,시천천2,Atrocalopteryx atrata,검은물잠자리,4
2024,2,시천천2,Ecdyonurus levis,네점하루살이,8
2024,2,시천천2,Ephemera orientalis,동양하루살이,15
2024,2,시천천2,Ephemera strigata,무늬하루살이,4
2024,2,시천천2,Eubrianax ramicornis,둥근물삿갓벌레,23
2024,2,시천천2,Mataeopsephus japonicus,물삿갓벌레,12
2024,2,시천천2,Neoperla coreensis,두눈강도래,4
2024,2,시천천2,Rhoenanthus coreanus,강하루살이,4
2024,2,시천천2,Semisulcospira libertina,다슬기,12
2024,2,시천천2,Trigomphus citimus,가시측범잠자리,4
2024,1,백운천,Antocha KUa,명주각다귀 KUa,4
2024,1,백운천,Apatania KUa,애우묵날도래 KUa,4
2024,1,백운천,Apatania KUb,애우묵날도래 KUb,19
2024,1,백운천,Cheumatopsyche KUa,꼬마줄날도래 KUa,4
2024,1,백운천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,1,백운천,Ecdyonurus kibunensis,두점하루살이,12
2024,1,백운천,Ephemera strigata,무늬하루살이,4
2024,1,백운천,Hirudinidae sp.,거머리류,4
2024,1,백운천,Lepidostoma KUa,네모집날도래 KUa,12
2024,1,백운천,Lepidostoma KUb,네모집날도래 KUb,12
2024,1,백운천,Rhyacophila shikotsuensis,민무늬물날도래,4
2024,1,백운천,Serratella setigera,범꼬리하루살이,4
2024,1,백운천,Simulium sp.,먹파리류,23
2024,2,백운천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,2,백운천,Ecdyonurus bajkovae,몽땅하루살이,8
2024,2,백운천,Ecdyonurus kibunensis,두점하루살이,4
2024,2,백운천,Ephemera orientalis,동양하루살이,78
2024,2,백운천,Ephemera strigata,무늬하루살이,56
2024,2,백운천,Hirudinidae sp.,거머리류,15
2024,2,백운천,Mataeopsephus japonicus,물삿갓벌레,60
2024,2,백운천,Pomacea canaliculata,왕우렁이,4
2024,2,백운천,Rhoenanthus coreanus,강하루살이,15
2024,2,백운천,Semisulcospira forticosta,주름다슬기,4
2024,2,백운천,Semisulcospira libertina,다슬기,15
2024,1,호계천(하동),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,1,호계천(하동),Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,1,호계천(하동),Ecdyonurus kibunensis,두점하루살이,12
2024,1,호계천(하동),Ephemera orientalis,동양하루살이,8
2024,1,호계천(하동),Mataeopsephus japonicus,물삿갓벌레,4
2024,1,호계천(하동),Semisulcospira libertina,다슬기,4
2024,1,호계천(하동),Serratella setigera,범꼬리하루살이,12
2024,1,호계천(하동),Stenopsyche marmorata,멋쟁이각날도래,4
2024,1,호계천(하동),Teloganopsis punctisetae,등줄하루살이,4
2024,2,호계천(하동),Cheumatopsyche brevilineata,꼬마줄날도래,8
2024,2,호계천(하동),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,2,호계천(하동),Ecdyonurus kibunensis,두점하루살이,4
2024,2,호계천(하동),Ecdyonurus levis,네점하루살이,8
2024,2,호계천(하동),Ephemera strigata,무늬하루살이,23
2024,2,호계천(하동),Eubrianax ramicornis,둥근물삿갓벌레,23
2024,2,호계천(하동),Gumaga orientalis,동양털날도래,12
2024,2,호계천(하동),Mataeopsephus japonicus,물삿갓벌레,26
2024,2,호계천(하동),Psilotreta sp.,바수염날도래류,15
2024,2,호계천(하동),Semisulcospira libertina,다슬기,19
2024,2,호계천(하동),Teloganopsis punctisetae,등줄하루살이,4
2024,1,북방천,Corbicula (Corbiculina) fluminea,재첩,8
2024,1,북방천,Gyraulus convexiusculus,또아리물달팽이,4
2024,1,북방천,Hirudinidae sp.,거머리류,4
2024,1,북방천,Pomacea canaliculata,왕우렁이,4
2024,1,북방천,Radix auricularia,물달팽이,4
2024,1,북방천,Semisulcospira forticosta,주름다슬기,4
2024,1,북방천,Semisulcospira libertina,다슬기,4
2024,1,북방천,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,4
2024,2,북방천,Corbicula (Corbiculina) fluminea,재첩,19
2024,2,북방천,Hippeutis cantori,수정또아리물달팽이,4
2024,2,북방천,Pomacea canaliculata,왕우렁이,15
2024,2,북방천,Semisulcospira forticosta,주름다슬기,49
2024,1,덕천강5,Asellus sp.,물벌레류(연갑강),4
2024,1,덕천강5,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),8
2024,1,덕천강5,Macrobrachium nipponense,징거미새우,4
2024,1,덕천강5,Semisulcospira forticosta,주름다슬기,4
2024,2,덕천강5,Cloeon dipterum,연못하루살이,8
2024,2,덕천강5,Culex sp.,집모기류,4
2024,2,덕천강5,Macrobrachium nipponense,징거미새우,19
2024,2,덕천강5,Neocaridina denticulata denticulata,새뱅이,8
2024,1,판문천,Baetis fuscatus,개똥하루살이,4
2024,1,판문천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),12
2024,2,판문천,Corbicula (Corbiculina) fluminea,재첩,4
2024,2,판문천,Ephemera orientalis,동양하루살이,8
2024,2,판문천,Hippeutis cantori,수정또아리물달팽이,12
2024,2,판문천,Neocaridina denticulata denticulata,새뱅이,82
2024,2,판문천,Orthetrum albistylum,밀잠자리,4
2024,2,판문천,Radix auricularia,물달팽이,8
2024,2,판문천,Sinotaia quadrata,강우렁이,26
2024,1,나불천1,Asellus sp.,물벌레류(연갑강),8
2024,1,나불천1,Baetis fuscatus,개똥하루살이,4
2024,1,나불천1,Calopteryx japonica,물잠자리,4
2024,1,나불천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),149
2024,1,나불천1,Corbicula (Corbiculina) fluminea,재첩,8
2024,1,나불천1,Ephemera orientalis,동양하루살이,4
2024,1,나불천1,Lepidostoma KUb,네모집날도래 KUb,8
2024,1,나불천1,Limnodrilus gotoi,실지렁이,8
2024,1,나불천1,Platycnemis phyllopoda,방울실잠자리,4
2024,1,나불천1,Pomacea canaliculata,왕우렁이,4
2024,1,나불천1,Potamanthus yooni,금빛하루살이,8
2024,1,나불천1,Rhoenanthus coreanus,강하루살이,8
2024,1,나불천1,Semisulcospira forticosta,주름다슬기,12
2024,1,나불천1,Sinotaia quadrata,강우렁이,12
2024,1,나불천1,Unio douglasiae,말조개,4
2024,2,나불천1,Atrocalopteryx atrata,검은물잠자리,4
2024,2,나불천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),4
2024,2,나불천1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,2,나불천1,Corbicula (Corbiculina) fluminea,재첩,23
2024,2,나불천1,Ecdyonurus levis,네점하루살이,12
2024,2,나불천1,Hirudinidae sp.,거머리류,4
2024,2,나불천1,Lamelligomphus ringens,노란측범잠자리,4
2024,2,나불천1,Nodularia breviconcha,작은말조개,4
2024,2,나불천1,Rhoenanthus coreanus,강하루살이,4
2024,2,나불천1,Semisulcospira forticosta,주름다슬기,8
2024,2,나불천1,Sinotaia quadrata,강우렁이,8
2024,1,나불천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),82
2024,1,나불천2,Choroterpes (Euthraulus) altioculus,세갈래하루살이,12
2024,1,나불천2,Corbicula (Corbiculina) fluminea,재첩,15
2024,1,나불천2,Ephemera orientalis,동양하루살이,4
2024,1,나불천2,Lepidostoma KUa,네모집날도래 KUa,12
2024,1,나불천2,Nodularia breviconcha,작은말조개,4
2024,1,나불천2,Paracercion calamorum,등검은실잠자리,12
