조사년도,조사회차,PTNM,학명,국명,개체밀도
2024,2,성수리천,Baetis fuscatus,개똥하루살이,26
2024,2,성수리천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),8
2024,2,성수리천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,2,성수리천,Cloeon dipterum,연못하루살이,4
2024,2,성수리천,Ecdyonurus joernensis,꼬리치레하루살이,4
2024,2,성수리천,Ecdyonurus kibunensis,두점하루살이,4
2024,2,성수리천,Ecdyonurus levis,네점하루살이,4
2024,2,성수리천,Platycnemis phyllopoda,방울실잠자리,4
2024,2,성수리천,Potamanthus formosus,작은강하루살이,4
2024,2,성수리천,Rhyacophila lata,올챙이물날도래,4
2024,2,성수리천,Semisulcospira forticosta,주름다슬기,4
2024,2,성수리천,Semisulcospira gottschei,곳체다슬기,8
2024,2,성수리천,Semisulcospira libertina,다슬기,8
2024,2,성수리천,Teloganopsis punctisetae,등줄하루살이,4
2024,1,장전평천,Antocha KUa,명주각다귀 KUa,104
2024,1,장전평천,Baetis fuscatus,개똥하루살이,4
2024,1,장전평천,Baetis ursinus,방울하루살이,45
2024,1,장전평천,Ceratopogonidae sp.,등에모기류,8
2024,1,장전평천,Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,1,장전평천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),867
2024,1,장전평천,Dicranota KUa,애기각다귀 KUa,8
2024,1,장전평천,Drunella aculea,뿔하루살이,15
2024,1,장전평천,Dugesia sp.,플라나리아류,4
2024,1,장전평천,Ecdyonurus kibunensis,두점하루살이,12
2024,1,장전평천,Epeorus pellucidus,부채하루살이,12
2024,1,장전평천,Ephemerella kozhovi,흰등하루살이,234
2024,1,장전평천,Glossosoma KUa,광택날도래 KUa,4
2024,1,장전평천,Hydropsyche orientalis,동양줄날도래,4
2024,1,장전평천,Hydroptilidae sp.,애날도래류,4
2024,1,장전평천,Rhyacophila lata,올챙이물날도래,74
2024,1,장전평천,Semisulcospira libertina,다슬기,4
2024,1,장전평천,Stenopsyche bergeri,연날개수염치레각날도래,4
2024,1,장전평천,Teloganopsis punctisetae,등줄하루살이,26
2024,2,장전평천,Antocha KUa,명주각다귀 KUa,8
2024,2,장전평천,Baetis fuscatus,개똥하루살이,19
2024,2,장전평천,Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,2,장전평천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),19
2024,2,장전평천,Epeorus pellucidus,부채하루살이,4
2024,2,장전평천,Ephemera orientalis,동양하루살이,4
2024,2,장전평천,Ephemera strigata,무늬하루살이,4
2024,2,장전평천,Gumaga orientalis,동양털날도래,4
2024,2,장전평천,Hydropsyche kozhantschikovi,줄날도래,8
2024,2,장전평천,Labiobaetis atrebatinus,입술하루살이,19
2024,2,장전평천,Physa acuta,왼돌이물달팽이,4
2024,2,장전평천,Potamanthus formosus,작은강하루살이,4
2024,2,장전평천,Procloeon pennulatum,갈고리하루살이,4
2024,2,장전평천,Radix auricularia,물달팽이,41
2024,2,장전평천,Semisulcospira libertina,다슬기,4
2024,2,장전평천,Teloganopsis punctisetae,등줄하루살이,12
2024,1,성동천1,Antocha KUa,명주각다귀 KUa,23
2024,1,성동천1,Baetiella tuberculata,애호랑하루살이,41
2024,1,성동천1,Baetis silvaticus,감초하루살이,4
2024,1,성동천1,Baetis ursinus,방울하루살이,226
2024,1,성동천1,Cheumatopsyche brevilineata,꼬마줄날도래,26
2024,1,성동천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),249
2024,1,성동천1,Cincticostella levanidovae,민하루살이,15
2024,1,성동천1,Dicranota KUa,애기각다귀 KUa,4
2024,1,성동천1,Drunella aculea,뿔하루살이,15
2024,1,성동천1,Drunella ishiyamana,알통하루살이,56
2024,1,성동천1,Dugesia sp.,플라나리아류,4
2024,1,성동천1,Ecdyonurus bajkovae,몽땅하루살이,12
2024,1,성동천1,Ecdyonurus kibunensis,두점하루살이,19
2024,1,성동천1,Elmidae sp.,여울벌레류,4
2024,1,성동천1,Epeorus pellucidus,부채하루살이,130
2024,1,성동천1,Glossosoma KUa,광택날도래 KUa,49
2024,1,성동천1,Gordius sp.,연가시류,4
2024,1,성동천1,Hydropsyche kozhantschikovi,줄날도래,23
2024,1,성동천1,Hydropsyche orientalis,동양줄날도래,82
2024,1,성동천1,Nigrobaetis bacillus,깜장하루살이,12
2024,1,성동천1,Paraleptophlebia japonica,두갈래하루살이,137
2024,1,성동천1,Plectrocnemia KUa,깃날도래 KUa,4
2024,1,성동천1,Psychomyia KUa,통날도래 KUa,4
2024,1,성동천1,Rhyacophila lata,올챙이물날도래,12
2024,1,성동천1,Rhyacophila yamanakensis,곤봉물날도래,12
2024,1,성동천1,Teloganopsis punctisetae,등줄하루살이,34
2024,1,성동천1,Tipulidae sp.,각다귀류,8
2024,2,성동천1,Acentrella gnom,깨알하루살이,4
2024,2,성동천1,Baetiella tuberculata,애호랑하루살이,15
2024,2,성동천1,Baetis fuscatus,개똥하루살이,156
2024,2,성동천1,Cheumatopsyche brevilineata,꼬마줄날도래,67
2024,2,성동천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),157
2024,2,성동천1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,2,성동천1,Davidius lunatus,쇠측범잠자리,4
2024,2,성동천1,Ecdyonurus bajkovae,몽땅하루살이,4
2024,2,성동천1,Ecdyonurus kibunensis,두점하루살이,63
2024,2,성동천1,Elmidae sp.,여울벌레류,4
2024,2,성동천1,Epeorus nipponicus,흰부채하루살이,4
2024,2,성동천1,Epeorus pellucidus,부채하루살이,67
2024,2,성동천1,Ephemera orientalis,동양하루살이,12
2024,2,성동천1,Ephemerella atagosana,알락하루살이,4
2024,2,성동천1,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,2,성동천1,Glossosoma KUa,광택날도래 KUa,8
2024,2,성동천1,Goera sp.,가시날도래류,4
2024,2,성동천1,Gumaga orientalis,동양털날도래,26
2024,2,성동천1,Hexatoma KUc,검정날개각다귀 KUc,8
2024,2,성동천1,Hydropsyche kozhantschikovi,줄날도래,8
2024,2,성동천1,Labiobaetis atrebatinus,입술하루살이,12
2024,2,성동천1,Macromia amphigena,잔산잠자리,8
2024,2,성동천1,Neochauliodes formosanus,얼룩뱀잠자리,4
2024,2,성동천1,Nigrobaetis bacillus,깜장하루살이,4
2024,2,성동천1,Plectrocnemia KUa,깃날도래 KUa,4
2024,2,성동천1,Procloeon pennulatum,갈고리하루살이,4
2024,2,성동천1,Radix auricularia,물달팽이,4
2024,2,성동천1,Rhyacophila lata,올챙이물날도래,4
2024,2,성동천1,Semisulcospira forticosta,주름다슬기,4
2024,2,성동천1,Semisulcospira gottschei,곳체다슬기,8
2024,2,성동천1,Semisulcospira libertina,다슬기,12
2024,2,성동천1,Serratella setigera,범꼬리하루살이,4
2024,2,성동천1,Simulium sp.,먹파리류,4
2024,2,성동천1,Teloganopsis punctisetae,등줄하루살이,15
2024,1,부사원천,Antocha KUa,명주각다귀 KUa,23
2024,1,부사원천,Baetiella tuberculata,애호랑하루살이,97
2024,1,부사원천,Baetis fuscatus,개똥하루살이,4
2024,1,부사원천,Baetis ursinus,방울하루살이,182
2024,1,부사원천,Ceratopogonidae sp.,등에모기류,4
2024,1,부사원천,Cheumatopsyche brevilineata,꼬마줄날도래,174
2024,1,부사원천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),467
2024,1,부사원천,Ecdyonurus bajkovae,몽땅하루살이,4
2024,1,부사원천,Ecdyonurus kibunensis,두점하루살이,4
2024,1,부사원천,Epeorus nipponicus,흰부채하루살이,15
2024,1,부사원천,Epeorus pellucidus,부채하루살이,149
2024,1,부사원천,Glossosoma KUa,광택날도래 KUa,4
2024,1,부사원천,Hydropsyche kozhantschikovi,줄날도래,41
2024,1,부사원천,Hydropsyche orientalis,동양줄날도래,4
2024,1,부사원천,Nemoura KUa,민강도래 KUa,8
2024,1,부사원천,Nigrobaetis bacillus,깜장하루살이,56
2024,1,부사원천,Radix auricularia,물달팽이,8
2024,1,부사원천,Semisulcospira libertina,다슬기,4
2024,1,부사원천,Simulium sp.,먹파리류,37
2024,1,부사원천,Teloganopsis punctisetae,등줄하루살이,23
2024,2,부사원천,Alboglossiphonia heteroclita,달팽이넙적거머리,8
2024,2,부사원천,Baetis fuscatus,개똥하루살이,19
2024,2,부사원천,Baetis ursinus,방울하루살이,4
2024,2,부사원천,Calopteryx japonica,물잠자리,4
2024,2,부사원천,Cheumatopsyche brevilineata,꼬마줄날도래,337
2024,2,부사원천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),45
2024,2,부사원천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,4
2024,2,부사원천,Elmidae sp.,여울벌레류,8
2024,2,부사원천,Glossosoma KUa,광택날도래 KUa,4
2024,2,부사원천,Hydropsyche kozhantschikovi,줄날도래,19
2024,2,부사원천,Hydropsyche valvata,흰점줄날도래,15
2024,2,부사원천,Oxyloma hirasei,뾰족쨈물우렁이,8
2024,2,부사원천,Platycnemis phyllopoda,방울실잠자리,4
2024,2,부사원천,Radix auricularia,물달팽이,4
2024,2,부사원천,Ranatra unicolor,방게아재비,4
2024,2,부사원천,Semisulcospira gottschei,곳체다슬기,4
2024,2,부사원천,Semisulcospira libertina,다슬기,63
2024,2,부사원천,Simulium sp.,먹파리류,4
2024,2,부사원천,Teloganopsis punctisetae,등줄하루살이,4
2024,2,부사원천,Trigomphus citimus,가시측범잠자리,15
2024,1,굴지천2,Antocha KUa,명주각다귀 KUa,89
2024,1,굴지천2,Baetiella tuberculata,애호랑하루살이,300
2024,1,굴지천2,Baetis ursinus,방울하루살이,163
2024,1,굴지천2,Cheumatopsyche KUa,꼬마줄날도래 KUa,4
2024,1,굴지천2,Cheumatopsyche brevilineata,꼬마줄날도래,41
2024,1,굴지천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),256
2024,1,굴지천2,Ecdyonurus bajkovae,몽땅하루살이,12
2024,1,굴지천2,Ecdyonurus kibunensis,두점하루살이,12
2024,1,굴지천2,Elmidae sp.,여울벌레류,4
2024,1,굴지천2,Epeorus nipponicus,흰부채하루살이,30
2024,1,굴지천2,Epeorus pellucidus,부채하루살이,108
2024,1,굴지천2,Ephemera orientalis,동양하루살이,4
2024,1,굴지천2,Glossosoma KUa,광택날도래 KUa,19
2024,1,굴지천2,Hydropsyche kozhantschikovi,줄날도래,26
2024,1,굴지천2,Hydropsyche orientalis,동양줄날도래,4
2024,1,굴지천2,Nigrobaetis bacillus,깜장하루살이,26
2024,1,굴지천2,Paraleptophlebia japonica,두갈래하루살이,8
2024,1,굴지천2,Rhyacophila yamanakensis,곤봉물날도래,4
2024,1,굴지천2,Sieboldius albardae,어리장수잠자리,15
2024,1,굴지천2,Simulium sp.,먹파리류,89
2024,1,굴지천2,Stenopsyche bergeri,연날개수염치레각날도래,4
2024,1,굴지천2,Teloganopsis punctisetae,등줄하루살이,15
2024,2,굴지천2,Baetis fuscatus,개똥하루살이,137
2024,2,굴지천2,Baetis ursinus,방울하루살이,12
2024,2,굴지천2,Caenis sp.,등딱지하루살이류,12
2024,2,굴지천2,Calopteryx japonica,물잠자리,4
2024,2,굴지천2,Cheumatopsyche brevilineata,꼬마줄날도래,8
2024,2,굴지천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),75
2024,2,굴지천2,Choroterpes (Euthraulus) altioculus,세갈래하루살이,71
2024,2,굴지천2,Corbicula (Corbiculina) fluminea,재첩,15
2024,2,굴지천2,Ecdyonurus levis,네점하루살이,8
2024,2,굴지천2,Elmidae sp.,여울벌레류,15
2024,2,굴지천2,Epeorus pellucidus,부채하루살이,37
2024,2,굴지천2,Ephemera orientalis,동양하루살이,8
2024,2,굴지천2,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,2,굴지천2,Goera sp.,가시날도래류,8
2024,2,굴지천2,Gumaga orientalis,동양털날도래,174
2024,2,굴지천2,Hemiclepsis japonica,곤봉넙적거머리,4
2024,2,굴지천2,Hydropsyche kozhantschikovi,줄날도래,8
2024,2,굴지천2,Isonychia japonica,빗자루하루살이,4
2024,2,굴지천2,Labiobaetis atrebatinus,입술하루살이,15
2024,2,굴지천2,Lamelligomphus ringens,노란측범잠자리,8
2024,2,굴지천2,Nigrobaetis bacillus,깜장하루살이,34
2024,2,굴지천2,Potamanthus formosus,작은강하루살이,4
2024,2,굴지천2,Procloeon pennulatum,갈고리하루살이,56
2024,2,굴지천2,Semisulcospira libertina,다슬기,34
2024,2,굴지천2,Teloganopsis punctisetae,등줄하루살이,8
2024,1,팔봉천,Antocha KUa,명주각다귀 KUa,8
2024,1,팔봉천,Baetiella tuberculata,애호랑하루살이,67
2024,1,팔봉천,Baetis silvaticus,감초하루살이,26
2024,1,팔봉천,Baetis ursinus,방울하루살이,4
2024,1,팔봉천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),119
2024,1,팔봉천,Cincticostella levanidovae,민하루살이,12
2024,1,팔봉천,Drunella aculea,뿔하루살이,152
2024,1,팔봉천,Dugesia sp.,플라나리아류,4
2024,1,팔봉천,Ecdyonurus bajkovae,몽땅하루살이,4
2024,1,팔봉천,Ecdyonurus kibunensis,두점하루살이,26
2024,1,팔봉천,Eisenia sp.,줄지렁이류,4
2024,1,팔봉천,Epeorus nipponicus,흰부채하루살이,23
2024,1,팔봉천,Epeorus pellucidus,부채하루살이,12
2024,1,팔봉천,Ephemerella kozhovi,흰등하루살이,4
2024,1,팔봉천,Glossosoma KUa,광택날도래 KUa,19
2024,1,팔봉천,Hydropsyche orientalis,동양줄날도래,97
2024,1,팔봉천,Nigrobaetis bacillus,깜장하루살이,8
2024,1,팔봉천,Paraleptophlebia japonica,두갈래하루살이,23
2024,1,팔봉천,Rhyacophila brevicephala,넓은머리물날도래,19
2024,1,팔봉천,Rhyacophila lata,올챙이물날도래,4
2024,1,팔봉천,Rhyacophila yamanakensis,곤봉물날도래,8
2024,1,팔봉천,Stenopsyche marmorata,멋쟁이각날도래,12
2024,1,팔봉천,Suragina KUa,긴개울등에 KUa,4
2024,1,팔봉천,Teloganopsis punctisetae,등줄하루살이,26
2024,1,팔봉천,Wormaldia KUa,입술날도래 KUa,12
2024,2,팔봉천,Baetiella tuberculata,애호랑하루살이,8
2024,2,팔봉천,Baetis fuscatus,개똥하루살이,189
2024,2,팔봉천,Calopteryx japonica,물잠자리,45
2024,2,팔봉천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),57
2024,2,팔봉천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,8
2024,2,팔봉천,Davidius lunatus,쇠측범잠자리,12
2024,2,팔봉천,Ecdyonurus kibunensis,두점하루살이,93
2024,2,팔봉천,Ecdyonurus levis,네점하루살이,19
2024,2,팔봉천,Epeorus nipponicus,흰부채하루살이,19
2024,2,팔봉천,Epeorus pellucidus,부채하루살이,8
2024,2,팔봉천,Ephemera orientalis,동양하루살이,4
2024,2,팔봉천,Ephemera strigata,무늬하루살이,4
2024,2,팔봉천,Ephemerella atagosana,알락하루살이,4
2024,2,팔봉천,Eubrianax ramicornis,둥근물삿갓벌레,82
2024,2,팔봉천,Gammarus sp.,옆새우류,4
2024,2,팔봉천,Gumaga orientalis,동양털날도래,8
2024,2,팔봉천,Hydropsyche orientalis,동양줄날도래,4
2024,2,팔봉천,Hydropsyche valvata,흰점줄날도래,4
2024,2,팔봉천,Labiobaetis atrebatinus,입술하루살이,12
2024,2,팔봉천,Lepidostoma KUb,네모집날도래 KUb,8
2024,2,팔봉천,Macromia amphigena,잔산잠자리,4
2024,2,팔봉천,Nigrobaetis bacillus,깜장하루살이,4
2024,2,팔봉천,Semisulcospira gottschei,곳체다슬기,4
2024,2,팔봉천,Semisulcospira libertina,다슬기,45
2024,2,팔봉천,Serratella setigera,범꼬리하루살이,4
2024,2,팔봉천,Sieboldius albardae,어리장수잠자리,4
2024,1,두미천(홍천),Agapetus KUa,큰광택날도래 KUa,12
2024,1,두미천(홍천),Antocha KUa,명주각다귀 KUa,86
2024,1,두미천(홍천),Baetiella tuberculata,애호랑하루살이,430
2024,1,두미천(홍천),Baetis fuscatus,개똥하루살이,12
2024,1,두미천(홍천),Baetis ursinus,방울하루살이,182
2024,1,두미천(홍천),Ceratopogonidae sp.,등에모기류,8
2024,1,두미천(홍천),Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,1,두미천(홍천),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),215
2024,1,두미천(홍천),Dolichopodidae sp.,장다리파리류,4
2024,1,두미천(홍천),Ecdyonurus kibunensis,두점하루살이,12
2024,1,두미천(홍천),Elmidae sp.,여울벌레류,4
2024,1,두미천(홍천),Epeorus nipponicus,흰부채하루살이,26
2024,1,두미천(홍천),Epeorus pellucidus,부채하루살이,71
2024,1,두미천(홍천),Glossosoma KUa,광택날도래 KUa,8
2024,1,두미천(홍천),Hydropsyche kozhantschikovi,줄날도래,93
2024,1,두미천(홍천),Hydropsyche orientalis,동양줄날도래,12
2024,1,두미천(홍천),Malacopsephenoides japonicus,개울물삿갓벌레,8
2024,1,두미천(홍천),Nigrobaetis bacillus,깜장하루살이,15
2024,1,두미천(홍천),Protohermes xanthodes,노란뱀잠자리,8
2024,1,두미천(홍천),Rhyacophila lata,올챙이물날도래,19
2024,1,두미천(홍천),Tabanidae sp.,등에류,8
2024,1,두미천(홍천),Teloganopsis punctisetae,등줄하루살이,56
2024,2,두미천(홍천),Acentrella gnom,깨알하루살이,8
2024,2,두미천(홍천),Antocha KUa,명주각다귀 KUa,4
2024,2,두미천(홍천),Baetis fuscatus,개똥하루살이,415
2024,2,두미천(홍천),Baetis ursinus,방울하루살이,12
2024,2,두미천(홍천),Calopteryx japonica,물잠자리,12
2024,2,두미천(홍천),Cheumatopsyche brevilineata,꼬마줄날도래,19
2024,2,두미천(홍천),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),60
2024,2,두미천(홍천),Choroterpes (Euthraulus) altioculus,세갈래하루살이,89
2024,2,두미천(홍천),Culex sp.,집모기류,26
2024,2,두미천(홍천),Ecdyonurus kibunensis,두점하루살이,30
2024,2,두미천(홍천),Ecdyonurus levis,네점하루살이,8
2024,2,두미천(홍천),Elmidae sp.,여울벌레류,30
2024,2,두미천(홍천),Epeorus pellucidus,부채하루살이,12
2024,2,두미천(홍천),Ephemera orientalis,동양하루살이,4
2024,2,두미천(홍천),Ephemerella atagosana,알락하루살이,8
2024,2,두미천(홍천),Eubrianax ramicornis,둥근물삿갓벌레,8
2024,2,두미천(홍천),Glossosoma KUa,광택날도래 KUa,4
2024,2,두미천(홍천),Hydropsyche kozhantschikovi,줄날도래,30
2024,2,두미천(홍천),Labiobaetis atrebatinus,입술하루살이,52
2024,2,두미천(홍천),Macromia amphigena,잔산잠자리,4
2024,2,두미천(홍천),Mystacides KUa,청나비날도래 KUa,4
2024,2,두미천(홍천),Neocaridina denticulata denticulata,새뱅이,49
2024,2,두미천(홍천),Nigrobaetis bacillus,깜장하루살이,4
2024,2,두미천(홍천),Pomacea canaliculata,왕우렁이,23
2024,2,두미천(홍천),Procloeon pennulatum,갈고리하루살이,8
2024,2,두미천(홍천),Protohermes xanthodes,노란뱀잠자리,4
2024,2,두미천(홍천),Semisulcospira libertina,다슬기,4
2024,2,두미천(홍천),Simulium sp.,먹파리류,12
2024,2,두미천(홍천),Teloganopsis punctisetae,등줄하루살이,8
2024,1,산음천,Acentrella sibirica,콩알하루살이,8
2024,1,산음천,Baetiella tuberculata,애호랑하루살이,26
2024,1,산음천,Baetis fuscatus,개똥하루살이,15
2024,1,산음천,Baetis ursinus,방울하루살이,4
2024,1,산음천,Cheumatopsyche brevilineata,꼬마줄날도래,8
2024,1,산음천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),156
2024,1,산음천,Cincticostella orientalis,먹하루살이,34
2024,1,산음천,Drunella aculea,뿔하루살이,71
2024,1,산음천,Drunella ishiyamana,알통하루살이,97
2024,1,산음천,Ecdyonurus bajkovae,몽땅하루살이,8
2024,1,산음천,Ecdyonurus kibunensis,두점하루살이,26
2024,1,산음천,Epeorus nipponicus,흰부채하루살이,63
2024,1,산음천,Epeorus pellucidus,부채하루살이,237
2024,1,산음천,Ephemerella sp.,알락하루살이류,8
2024,1,산음천,Eubrianax ramicornis,둥근물삿갓벌레,4
2024,1,산음천,Hydropsyche orientalis,동양줄날도래,49
2024,1,산음천,Nigrobaetis bacillus,깜장하루살이,15
2024,1,산음천,Paraleptophlebia japonica,두갈래하루살이,271
2024,1,산음천,Rhyacophila brevicephala,넓은머리물날도래,19
2024,1,산음천,Rhyacophila lata,올챙이물날도래,8
2024,1,산음천,Rhyacophila yamanakensis,곤봉물날도래,4
2024,1,산음천,Simulium sp.,먹파리류,4
2024,1,산음천,Stenopsyche marmorata,멋쟁이각날도래,19
2024,1,산음천,Teloganopsis punctisetae,등줄하루살이,26
2024,1,산음천,Tipulidae sp.,각다귀류,130
2024,2,산음천,Baetis fuscatus,개똥하루살이,34
2024,2,산음천,Baetis ursinus,방울하루살이,4
2024,2,산음천,Calopteryx japonica,물잠자리,4
2024,2,산음천,Ceraclea KUb,나비날도래 KUb,8
2024,2,산음천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),20
2024,2,산음천,Davidius lunatus,쇠측범잠자리,12
2024,2,산음천,Ecdyonurus kibunensis,두점하루살이,8
2024,2,산음천,Ecdyonurus levis,네점하루살이,26
2024,2,산음천,Ephemera orientalis,동양하루살이,4
2024,2,산음천,Ephemerella atagosana,알락하루살이,8
2024,2,산음천,Ephemerella imanishii,칠성하루살이,8
2024,2,산음천,Eubrianax ramicornis,둥근물삿갓벌레,30
2024,2,산음천,Goera parvula,그물가시날도래,4
2024,2,산음천,Goera sp.,가시날도래류,19
2024,2,산음천,Gumaga orientalis,동양털날도래,4
2024,2,산음천,Hexatoma KUc,검정날개각다귀 KUc,4
2024,2,산음천,Hydatophylax nigrovittatus,띠무늬우묵날도래,12
2024,2,산음천,Labiobaetis atrebatinus,입술하루살이,241
2024,2,산음천,Lepidostoma KUb,네모집날도래 KUb,4
2024,2,산음천,Oyamia nigribasis,진강도래,8
2024,2,산음천,Procloeon pennulatum,갈고리하루살이,34
2024,2,산음천,Psilotreta sp.,바수염날도래류,15
2024,2,산음천,Semisulcospira libertina,다슬기,34
2024,2,산음천,Stenopsyche bergeri,연날개수염치레각날도래,4
2024,1,홍천강2-1,Baetiella tuberculata,애호랑하루살이,8
2024,1,홍천강2-1,Baetis fuscatus,개똥하루살이,4
2024,1,홍천강2-1,Cheumatopsyche KUa,꼬마줄날도래 KUa,4
2024,1,홍천강2-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),326
2024,1,홍천강2-1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,8
2024,1,홍천강2-1,Ecdyonurus kibunensis,두점하루살이,4
2024,1,홍천강2-1,Ecdyonurus levis,네점하루살이,30
2024,1,홍천강2-1,Ecnomus sp.,별날도래류,4
2024,1,홍천강2-1,Elmidae sp.,여울벌레류,26
2024,1,홍천강2-1,Mataeopsephus japonicus,물삿갓벌레,15
2024,1,홍천강2-1,Notonecta (Paranecta) triguttata,송장헤엄치게,4
2024,1,홍천강2-1,Procloeon pennulatum,갈고리하루살이,4
2024,1,홍천강2-1,Rhoenanthus coreanus,강하루살이,4
2024,1,홍천강2-1,Semisulcospira gottschei,곳체다슬기,8
2024,2,홍천강2-1,Acentrella gnom,깨알하루살이,8
2024,2,홍천강2-1,Alboglossiphonia heteroclita,달팽이넙적거머리,4
2024,2,홍천강2-1,Antocha KUa,명주각다귀 KUa,4
2024,2,홍천강2-1,Baetis fuscatus,개똥하루살이,345
2024,2,홍천강2-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),112
2024,2,홍천강2-1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,8
2024,2,홍천강2-1,Dugesia sp.,플라나리아류,4
2024,2,홍천강2-1,Ecdyonurus kibunensis,두점하루살이,23
2024,2,홍천강2-1,Ecdyonurus levis,네점하루살이,30
2024,2,홍천강2-1,Elmidae sp.,여울벌레류,12
2024,2,홍천강2-1,Epeorus pellucidus,부채하루살이,4
2024,2,홍천강2-1,Ephemerella atagosana,알락하루살이,37
2024,2,홍천강2-1,Erpobdella lineata,돌거머리,4
2024,2,홍천강2-1,Gumaga orientalis,동양털날도래,12
2024,2,홍천강2-1,Hydropsyche valvata,흰점줄날도래,4
2024,2,홍천강2-1,Ischnura asiatica,아시아실잠자리,4
2024,2,홍천강2-1,Labiobaetis atrebatinus,입술하루살이,74
2024,2,홍천강2-1,Malacopsephenoides japonicus,개울물삿갓벌레,4
2024,2,홍천강2-1,Potamanthellus chinensis,방패하루살이,23
2024,2,홍천강2-1,Procloeon pennulatum,갈고리하루살이,45
2024,2,홍천강2-1,Rhoenanthus coreanus,강하루살이,8
2024,2,홍천강2-1,Semisulcospira gottschei,곳체다슬기,37
2024,2,홍천강2-1,Teloganopsis punctisetae,등줄하루살이,8
2024,1,길곡천(홍천),Antocha KUa,명주각다귀 KUa,186
2024,1,길곡천(홍천),Baetiella tuberculata,애호랑하루살이,178
2024,1,길곡천(홍천),Baetis fuscatus,개똥하루살이,8
2024,1,길곡천(홍천),Baetis ursinus,방울하루살이,123
2024,1,길곡천(홍천),Cheumatopsyche brevilineata,꼬마줄날도래,12
2024,1,길곡천(홍천),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),230
2024,1,길곡천(홍천),Drunella aculea,뿔하루살이,8
2024,1,길곡천(홍천),Ecdyonurus bajkovae,몽땅하루살이,8
2024,1,길곡천(홍천),Ecdyonurus kibunensis,두점하루살이,60
2024,1,길곡천(홍천),Elmidae sp.,여울벌레류,4
2024,1,길곡천(홍천),Epeorus pellucidus,부채하루살이,260
2024,1,길곡천(홍천),Eubrianax ramicornis,둥근물삿갓벌레,4
2024,1,길곡천(홍천),Glossosoma KUa,광택날도래 KUa,23
2024,1,길곡천(홍천),Hexatoma KUa,검정날개각다귀 KUa,4
2024,1,길곡천(홍천),Hydropsyche kozhantschikovi,줄날도래,8
2024,1,길곡천(홍천),Hydropsyche orientalis,동양줄날도래,8
2024,1,길곡천(홍천),Kamimuria coreana,한국강도래,4
2024,1,길곡천(홍천),Nigrobaetis bacillus,깜장하루살이,160
2024,1,길곡천(홍천),Paraleptophlebia japonica,두갈래하루살이,15
2024,1,길곡천(홍천),Rhyacophila brevicephala,넓은머리물날도래,4
2024,1,길곡천(홍천),Rhyacophila lata,올챙이물날도래,37
2024,1,길곡천(홍천),Rhyacophila yamanakensis,곤봉물날도래,8
2024,1,길곡천(홍천),Semisulcospira forticosta,주름다슬기,8
2024,1,길곡천(홍천),Semisulcospira libertina,다슬기,8
2024,1,길곡천(홍천),Simulium sp.,먹파리류,15
2024,1,길곡천(홍천),Stenopsyche bergeri,연날개수염치레각날도래,4
2024,1,길곡천(홍천),Teloganopsis punctisetae,등줄하루살이,63
2024,2,길곡천(홍천),Acentrella gnom,깨알하루살이,8
2024,2,길곡천(홍천),Baetis fuscatus,개똥하루살이,67
2024,2,길곡천(홍천),Cheumatopsyche brevilineata,꼬마줄날도래,4
2024,2,길곡천(홍천),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),35
2024,2,길곡천(홍천),Choroterpes (Euthraulus) altioculus,세갈래하루살이,34
2024,2,길곡천(홍천),Ecdyonurus kibunensis,두점하루살이,15
2024,2,길곡천(홍천),Ecdyonurus levis,네점하루살이,8
