조사년도,조사회차,조사지점,학명,국명,출현식생,외래종여부,대권역,중권역,건강성평가등급
2024,1,임계천,Agrimonia pilosa Ledeb.,짚신나물,1,토종,한강,남한강상류,C
2024,1,임계천,Artemisia princeps Pamp.,쑥,1,토종,한강,남한강상류,C
2024,1,임계천,Disporum smilacinum A.Gray,애기나리,1,토종,한강,남한강상류,C
2024,1,임계천,Impatiens textori Miq.,물봉선,1,토종,한강,남한강상류,C
2024,1,임계천,Persicaria lapathifolia Gray,흰여뀌,1,토종,한강,남한강상류,C
2024,1,임계천,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,한강,남한강상류,C
2024,1,임계천,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,남한강상류,C
2024,1,임계천,Salix gracilistyla Miq.,갯버들,1,토종,한강,남한강상류,C
2024,1,임계천,Solidago virgaurea subsp. asiatica Kitam. ex Hara,미역취,1,토종,한강,남한강상류,C
2024,1,임계천,Trifolium repens L.,토끼풀,1,외래종,한강,남한강상류,C
2024,1,송천1,Acer tataricum subsp. ginnala Wesm.,신나무,1,토종,한강,남한강상류,C
2024,1,송천1,Amorpha fruticosa L.,족제비싸리,1,외래종,한강,남한강상류,C
2024,1,송천1,Artemisia capillaris Thunb.,사철쑥,1,토종,한강,남한강상류,C
2024,1,송천1,Artemisia integrifolia f. subulata (Nakai) Kitag.,가는잎쑥,1,토종,한강,남한강상류,C
2024,1,송천1,Artemisia princeps Pamp.,쑥,1,토종,한강,남한강상류,C
2024,1,송천1,Aster pilosus Willd.,미국쑥부쟁이,1,외래종,한강,남한강상류,C
2024,1,송천1,Betula platyphylla var. japonica Hara,자작나무,1,토종,한강,남한강상류,C
2024,1,송천1,Commelina communis L.,닭의장풀,1,토종,한강,남한강상류,C
2024,1,송천1,Conyza canadensis Cronquist,망초,1,외래종,한강,남한강상류,C
2024,1,송천1,Coreopsis lanceolata L.,큰금계국,1,외래종,한강,남한강상류,C
2024,1,송천1,Dactylis glomerata L.,오리새,1,외래종,한강,남한강상류,C
2024,1,송천1,Digitaria ciliaris Koel.,바랭이,1,토종,한강,남한강상류,C
2024,1,송천1,Erigeron annuus Pers.,개망초,1,외래종,한강,남한강상류,C
2024,1,송천1,Glycine soja Siebold & Zucc.,돌콩,1,토종,한강,남한강상류,C
2024,1,송천1,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,남한강상류,C
2024,1,송천1,Oenothera biennis L.,달맞이꽃,1,외래종,한강,남한강상류,C
2024,1,송천1,Persicaria lapathifolia Gray,흰여뀌,1,토종,한강,남한강상류,C
2024,1,송천1,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,한강,남한강상류,C
2024,1,송천1,Phalaris arundinacea L.,갈풀,1,토종,한강,남한강상류,C
2024,1,송천1,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,남한강상류,C
2024,1,송천1,Pinus densiflora Siebold & Zucc.,소나무,1,토종,한강,남한강상류,C
2024,1,송천1,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,남한강상류,C
2024,1,송천1,Rorippa indica Hiern,개갓냉이,1,토종,한강,남한강상류,C
2024,1,송천1,Rumex crispus L.,소리쟁이,1,외래종,한강,남한강상류,C
2024,1,송천1,Salix gracilistyla Miq.,갯버들,1,토종,한강,남한강상류,C
2024,1,송천1,Salix koreensis Andersson,버드나무,1,토종,한강,남한강상류,C
2024,1,송천1,Taraxacum officinale Weber,서양민들레,1,외래종,한강,남한강상류,C
2024,1,송천1,Trifolium repens L.,토끼풀,1,외래종,한강,남한강상류,C
2024,1,대기천,Amorpha fruticosa L.,족제비싸리,1,외래종,한강,남한강상류,A
2024,1,대기천,Bidens frondosa L.,미국가막사리,1,외래종,한강,남한강상류,A
2024,1,대기천,Conyza canadensis Cronquist,망초,1,외래종,한강,남한강상류,A
2024,1,대기천,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,남한강상류,A
2024,1,대기천,Metaplexis japonica Makino,박주가리,1,토종,한강,남한강상류,A
2024,1,대기천,Persicaria lapathifolia Gray,흰여뀌,1,토종,한강,남한강상류,A
2024,1,대기천,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,한강,남한강상류,A
2024,1,대기천,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,남한강상류,A
2024,1,대기천,Rumex crispus L.,소리쟁이,1,외래종,한강,남한강상류,A
2024,1,대기천,Salix koreensis Andersson,버드나무,1,토종,한강,남한강상류,A
2024,1,대기천,Salix koriyanagi Kimura,키버들,1,토종,한강,남한강상류,A
2024,1,지장천3,Amorpha fruticosa L.,족제비싸리,1,외래종,한강,남한강상류,C
2024,1,지장천3,Artemisia princeps Pamp.,쑥,1,토종,한강,남한강상류,C
2024,1,지장천3,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,한강,남한강상류,C
2024,1,지장천3,Conyza canadensis Cronquist,망초,1,외래종,한강,남한강상류,C
2024,1,지장천3,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,남한강상류,C
2024,1,지장천3,Leonurus japonicus Houtt.,익모초,1,토종,한강,남한강상류,C
2024,1,지장천3,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,남한강상류,C
2024,1,지장천3,Rumex crispus L.,소리쟁이,1,외래종,한강,남한강상류,C
2024,1,지장천3,Salix koreensis Andersson,버드나무,1,토종,한강,남한강상류,C
2024,1,영월1,Achyranthes japonica Nakai,쇠무릎,1,토종,한강,남한강상류,C
2024,1,영월1,Ailanthus altissima Swingle,가죽나무,1,외래종,한강,남한강상류,C
2024,1,영월1,Ambrosia artemisiifolia L.,돼지풀,1,외래종,한강,남한강상류,C
2024,1,영월1,Amorpha fruticosa L.,족제비싸리,1,외래종,한강,남한강상류,C
2024,1,영월1,Ampelopsis brevipedunculata Trautv.,개머루,1,토종,한강,남한강상류,C
2024,1,영월1,Artemisia princeps Pamp.,쑥,1,토종,한강,남한강상류,C
2024,1,영월1,Bidens bipinnata L.,도깨비바늘,1,토종,한강,남한강상류,C
2024,1,영월1,Bidens frondosa L.,미국가막사리,1,외래종,한강,남한강상류,C
2024,1,영월1,Calystegia sepium var. japonicum Makino,메꽃,1,토종,한강,남한강상류,C
2024,1,영월1,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,한강,남한강상류,C
2024,1,영월1,Chenopodium album var. centrorubrum Makino,명아주,1,토종,한강,남한강상류,C
2024,1,영월1,Conyza canadensis Cronquist,망초,1,외래종,한강,남한강상류,C
2024,1,영월1,Dioscorea batatas Decne.,마,1,토종,한강,남한강상류,C
2024,1,영월1,Equisetum arvense L.,쇠뜨기,1,토종,한강,남한강상류,C
2024,1,영월1,Equisetum ramosissimum Desf.,개속새,1,토종,한강,남한강상류,C
2024,1,영월1,Erigeron annuus Pers.,개망초,1,외래종,한강,남한강상류,C
2024,1,영월1,Glycine soja Siebold & Zucc.,돌콩,1,토종,한강,남한강상류,C
2024,1,영월1,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,남한강상류,C
2024,1,영월1,Lactuca indica L.,왕고들빼기,1,토종,한강,남한강상류,C
2024,1,영월1,Lespedeza cuneata G.Don,비수리,1,토종,한강,남한강상류,C
2024,1,영월1,Metaplexis japonica Makino,박주가리,1,토종,한강,남한강상류,C
2024,1,영월1,Miscanthus sacchariflorus Benth.,물억새,1,토종,한강,남한강상류,C
2024,1,영월1,Oenothera biennis L.,달맞이꽃,1,외래종,한강,남한강상류,C
2024,1,영월1,Papaver rhoeas L.,개양귀비,1,외래종,한강,남한강상류,C
2024,1,영월1,Pharbitis nil Choisy,나팔꽃,1,토종,한강,남한강상류,C
2024,1,영월1,Phragmites communis Trin.,갈대,1,토종,한강,남한강상류,C
2024,1,영월1,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,남한강상류,C
2024,1,영월1,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,남한강상류,C
2024,1,영월1,Rumex crispus L.,소리쟁이,1,외래종,한강,남한강상류,C
2024,1,영월1,Salix koreensis Andersson,버드나무,1,토종,한강,남한강상류,C
2024,1,영월1,Setaria viridis P.Beauv.,강아지풀,1,토종,한강,남한강상류,C
2024,1,영월1,Sicyos angulatus L.,가시박,1,외래종,한강,남한강상류,C
2024,1,영월1,Taraxacum officinale Weber,서양민들레,1,외래종,한강,남한강상류,C
2024,1,판운천,Artemisia princeps Pamp.,쑥,1,토종,한강,평창강,A
2024,1,판운천,Capsella bursa-pastoris L.W.Medicus,냉이,1,토종,한강,평창강,A
2024,1,판운천,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,한강,평창강,A
2024,1,판운천,Clematis apiifolia DC.,사위질빵,1,토종,한강,평창강,A
2024,1,판운천,Commelina communis L.,닭의장풀,1,토종,한강,평창강,A
2024,1,판운천,Equisetum arvense L.,쇠뜨기,1,토종,한강,평창강,A
2024,1,판운천,Erigeron annuus Pers.,개망초,1,외래종,한강,평창강,A
2024,1,판운천,Geranium sibiricum L.,쥐손이풀,1,토종,한강,평창강,A
2024,1,판운천,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,평창강,A
2024,1,판운천,Leonurus japonicus Houtt.,익모초,1,토종,한강,평창강,A
2024,1,판운천,Metaplexis japonica Makino,박주가리,1,토종,한강,평창강,A
2024,1,판운천,Oenothera biennis L.,달맞이꽃,1,외래종,한강,평창강,A
2024,1,판운천,Persicaria senticosa H.Gross ex Nakai,며느리밑씻개,1,토종,한강,평창강,A
2024,1,판운천,Phragmites communis Trin.,갈대,1,토종,한강,평창강,A
2024,1,판운천,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,평창강,A
2024,1,판운천,Pueraria lobata Ohwi,칡,1,토종,한강,평창강,A
2024,1,판운천,Rhus javanica L.,붉나무,1,토종,한강,평창강,A
2024,1,판운천,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,평창강,A
2024,1,판운천,Rumex crispus L.,소리쟁이,1,외래종,한강,평창강,A
2024,1,판운천,Salix koreensis Andersson,버드나무,1,토종,한강,평창강,A
2024,1,판운천,Trifolium repens L.,토끼풀,1,외래종,한강,평창강,A
2024,1,주천강-1(횡성),Amorpha fruticosa L.,족제비싸리,1,외래종,한강,평창강,B
2024,1,주천강-1(횡성),Artemisia capillaris Thunb.,사철쑥,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Artemisia princeps Pamp.,쑥,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Commelina communis L.,닭의장풀,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Erigeron annuus Pers.,개망초,1,외래종,한강,평창강,B
2024,1,주천강-1(횡성),Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Leonurus japonicus Houtt.,익모초,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Metaplexis japonica Makino,박주가리,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Miscanthus sacchariflorus Benth.,물억새,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Phragmites japonica Steud.,달뿌리풀,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Portulaca oleracea L.,쇠비름,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Robinia pseudoacacia L.,아까시나무,1,외래종,한강,평창강,B
2024,1,주천강-1(횡성),Rubus crataegifolius Bunge,산딸기,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Salix koreensis Andersson,버드나무,1,토종,한강,평창강,B
2024,1,주천강-1(횡성),Setaria viridis P.Beauv.,강아지풀,1,토종,한강,평창강,B
2024,1,엄둔천,Artemisia princeps Pamp.,쑥,1,토종,한강,평창강,D
2024,1,엄둔천,Boehmeria spicata Thunb.,좀깨잎나무,1,토종,한강,평창강,D
2024,1,엄둔천,Callicarpa japonica Thunb.,작살나무,1,토종,한강,평창강,D
2024,1,엄둔천,Erigeron annuus Pers.,개망초,1,외래종,한강,평창강,D
2024,1,엄둔천,Lespedeza bicolor Turcz.,싸리,1,토종,한강,평창강,D
2024,1,엄둔천,Morus alba L.,뽕나무,1,토종,한강,평창강,D
2024,1,엄둔천,Oplismenus undulatifolius P.Beauv.,주름조개풀,1,토종,한강,평창강,D
2024,1,엄둔천,Parthenocissus tricuspidata Planch.,담쟁이덩굴,1,토종,한강,평창강,D
2024,1,엄둔천,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,한강,평창강,D
2024,1,엄둔천,Rhus javanica L.,붉나무,1,토종,한강,평창강,D
2024,1,엄둔천,Stephanandra incisa Zabel,국수나무,1,토종,한강,평창강,D
2024,1,평창강3-2,Agropyron ciliare Franch.,속털개밀,1,토종,한강,평창강,C
2024,1,평창강3-2,Agropyron tsukushiense var. transiens Ohwi,개밀,1,토종,한강,평창강,C
2024,1,평창강3-2,Artemisia princeps Pamp.,쑥,1,토종,한강,평창강,C
2024,1,평창강3-2,Barbarea orthoceras Ledeb.,나도냉이,1,토종,한강,평창강,C
2024,1,평창강3-2,Bidens frondosa L.,미국가막사리,1,외래종,한강,평창강,C
2024,1,평창강3-2,Bromus japonicus Thunb.,참새귀리,1,토종,한강,평창강,C
2024,1,평창강3-2,Commelina communis L.,닭의장풀,1,토종,한강,평창강,C
2024,1,평창강3-2,Coreopsis lanceolata L.,큰금계국,1,외래종,한강,평창강,C
2024,1,평창강3-2,Cyperus amuricus Maxim.,방동사니,1,토종,한강,평창강,C
2024,1,평창강3-2,Equisetum arvense L.,쇠뜨기,1,토종,한강,평창강,C
2024,1,평창강3-2,Erigeron annuus Pers.,개망초,1,외래종,한강,평창강,C
2024,1,평창강3-2,Euphorbia maculata L.,큰땅빈대,1,외래종,한강,평창강,C
2024,1,평창강3-2,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,평창강,C
2024,1,평창강3-2,Metaplexis japonica Makino,박주가리,1,토종,한강,평창강,C
2024,1,평창강3-2,Miscanthus sacchariflorus Benth.,물억새,1,토종,한강,평창강,C
2024,1,평창강3-2,Morus alba L.,뽕나무,1,토종,한강,평창강,C
2024,1,평창강3-2,Oenothera biennis L.,달맞이꽃,1,외래종,한강,평창강,C
2024,1,평창강3-2,Phragmites communis Trin.,갈대,1,토종,한강,평창강,C
2024,1,평창강3-2,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,평창강,C
2024,1,평창강3-2,Plantago asiatica L.,질경이,1,토종,한강,평창강,C
2024,1,평창강3-2,Rumex crispus L.,소리쟁이,1,외래종,한강,평창강,C
2024,1,평창강3-2,Salix koreensis Andersson,버드나무,1,토종,한강,평창강,C
2024,1,평창강3-2,Salix koriyanagi Kimura,키버들,1,토종,한강,평창강,C
2024,1,평창강3-2,Setaria viridis P.Beauv.,강아지풀,1,토종,한강,평창강,C
2024,1,평창강3-2,Sicyos angulatus L.,가시박,1,외래종,한강,평창강,C
2024,1,연당천,Artemisia princeps Pamp.,쑥,1,토종,한강,평창강,B
2024,1,연당천,Capsella bursa-pastoris L.W.Medicus,냉이,1,토종,한강,평창강,B
2024,1,연당천,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,한강,평창강,B
2024,1,연당천,Crepidiastrum sonchifolium Pak & Kawano,고들빼기,1,토종,한강,평창강,B
2024,1,연당천,Erigeron annuus Pers.,개망초,1,외래종,한강,평창강,B
2024,1,연당천,Festuca arundinacea Schreb.,큰김의털,1,외래종,한강,평창강,B
2024,1,연당천,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,평창강,B
2024,1,연당천,Oenothera biennis L.,달맞이꽃,1,외래종,한강,평창강,B
2024,1,연당천,Phragmites communis Trin.,갈대,1,토종,한강,평창강,B
2024,1,연당천,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,평창강,B
2024,1,연당천,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,평창강,B
2024,1,연당천,Setaria viridis P.Beauv.,강아지풀,1,토종,한강,평창강,B
2024,1,연당천,Trifolium repens L.,토끼풀,1,외래종,한강,평창강,B
2024,1,연당천,Zizyphus jujuba var. inermis Rehder,대추나무,1,토종,한강,평창강,B
2024,1,평창강5,Achyranthes japonica Nakai,쇠무릎,1,토종,한강,평창강,C
2024,1,평창강5,Ailanthus altissima Swingle,가죽나무,1,외래종,한강,평창강,C
2024,1,평창강5,Artemisia princeps Pamp.,쑥,1,토종,한강,평창강,C
2024,1,평창강5,Bidens frondosa L.,미국가막사리,1,외래종,한강,평창강,C
2024,1,평창강5,Clematis apiifolia DC.,사위질빵,1,토종,한강,평창강,C
2024,1,평창강5,Conyza canadensis Cronquist,망초,1,외래종,한강,평창강,C
2024,1,평창강5,Equisetum arvense L.,쇠뜨기,1,토종,한강,평창강,C
2024,1,평창강5,Erigeron annuus Pers.,개망초,1,외래종,한강,평창강,C
2024,1,평창강5,Festuca arundinacea Schreb.,큰김의털,1,외래종,한강,평창강,C
2024,1,평창강5,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,평창강,C
2024,1,평창강5,Lactuca indica L.,왕고들빼기,1,토종,한강,평창강,C
2024,1,평창강5,Miscanthus sacchariflorus Benth.,물억새,1,토종,한강,평창강,C
2024,1,평창강5,Oenanthe javanica DC.,미나리,1,토종,한강,평창강,C
2024,1,평창강5,Oenothera biennis L.,달맞이꽃,1,외래종,한강,평창강,C
2024,1,평창강5,Persicaria lapathifolia Gray,흰여뀌,1,토종,한강,평창강,C
2024,1,평창강5,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,평창강,C
2024,1,평창강5,Pueraria lobata Ohwi,칡,1,토종,한강,평창강,C
2024,1,평창강5,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,평창강,C
2024,1,평창강5,Rumex crispus L.,소리쟁이,1,외래종,한강,평창강,C
2024,1,평창강5,Salix koreensis Andersson,버드나무,1,토종,한강,평창강,C
2024,1,평창강5,Setaria viridis P.Beauv.,강아지풀,1,토종,한강,평창강,C
2024,1,평창강5,Sicyos angulatus L.,가시박,1,외래종,한강,평창강,C
2024,1,영월2,Ailanthus altissima Swingle,가죽나무,1,외래종,한강,충주댐,D
2024,1,영월2,Amorpha fruticosa L.,족제비싸리,1,외래종,한강,충주댐,D
2024,1,영월2,Amphicarpaea bracteata subsp. edgeworthii H.Ohashi,새콩,1,토종,한강,충주댐,D
2024,1,영월2,Artemisia gmelini Weber ex Stechm.,더위지기,1,토종,한강,충주댐,D
2024,1,영월2,Artemisia princeps Pamp.,쑥,1,토종,한강,충주댐,D
2024,1,영월2,Calystegia sepium var. japonicum Makino,메꽃,1,토종,한강,충주댐,D
2024,1,영월2,Capsella bursa-pastoris L.W.Medicus,냉이,1,토종,한강,충주댐,D
2024,1,영월2,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,한강,충주댐,D
2024,1,영월2,Chenopodium album var. centrorubrum Makino,명아주,1,토종,한강,충주댐,D
2024,1,영월2,Clematis apiifolia DC.,사위질빵,1,토종,한강,충주댐,D
2024,1,영월2,Cornus officinalis Siebold & Zucc.,산수유,1,토종,한강,충주댐,D
2024,1,영월2,Cudrania tricuspidata Bureau ex Lavallee,꾸지뽕나무,1,토종,한강,충주댐,D
2024,1,영월2,Dendranthema zawadskii Tzvelev,산구절초,1,토종,한강,충주댐,D
2024,1,영월2,Erigeron annuus Pers.,개망초,1,외래종,한강,충주댐,D
2024,1,영월2,Geranium krameri Franch. & Sav.,선이질풀,1,토종,한강,충주댐,D
2024,1,영월2,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,충주댐,D
2024,1,영월2,Lespedeza bicolor Turcz.,싸리,1,토종,한강,충주댐,D
2024,1,영월2,Metaplexis japonica Makino,박주가리,1,토종,한강,충주댐,D
2024,1,영월2,Miscanthus sacchariflorus Benth.,물억새,1,토종,한강,충주댐,D
2024,1,영월2,Morus alba L.,뽕나무,1,토종,한강,충주댐,D
2024,1,영월2,Oenothera biennis L.,달맞이꽃,1,외래종,한강,충주댐,D
2024,1,영월2,Persicaria lapathifolia Gray,흰여뀌,1,토종,한강,충주댐,D
2024,1,영월2,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,한강,충주댐,D
2024,1,영월2,Phalaris arundinacea L.,갈풀,1,토종,한강,충주댐,D
2024,1,영월2,Phragmites communis Trin.,갈대,1,토종,한강,충주댐,D
2024,1,영월2,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,충주댐,D
2024,1,영월2,Portulaca oleracea L.,쇠비름,1,토종,한강,충주댐,D
2024,1,영월2,Pueraria lobata Ohwi,칡,1,토종,한강,충주댐,D
2024,1,영월2,Rhus javanica L.,붉나무,1,토종,한강,충주댐,D
2024,1,영월2,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,충주댐,D
2024,1,영월2,Rubus crataegifolius Bunge,산딸기,1,토종,한강,충주댐,D
2024,1,영월2,Salix gracilistyla Miq.,갯버들,1,토종,한강,충주댐,D
2024,1,영월2,Salix koreensis Andersson,버드나무,1,토종,한강,충주댐,D
2024,1,영월2,Vitis coignetiae Pulliat ex Planch.,머루,1,토종,한강,충주댐,D
2024,1,마포천1,Acer tataricum subsp. ginnala Wesm.,신나무,1,토종,한강,충주댐,D
2024,1,마포천1,Artemisia princeps Pamp.,쑥,1,토종,한강,충주댐,D
2024,1,마포천1,Chenopodium album L.,흰명아주,1,외래종,한강,충주댐,D
2024,1,마포천1,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,충주댐,D
2024,1,마포천1,Lactuca indica L.,왕고들빼기,1,토종,한강,충주댐,D
2024,1,마포천1,Ligustrum obtusifolium Siebold & Zucc.,쥐똥나무,1,토종,한강,충주댐,D
2024,1,마포천1,Morus alba L.,뽕나무,1,토종,한강,충주댐,D
2024,1,마포천1,Oenanthe javanica DC.,미나리,1,토종,한강,충주댐,D
2024,1,마포천1,Oenothera biennis L.,달맞이꽃,1,외래종,한강,충주댐,D
2024,1,마포천1,Parthenocissus tricuspidata Planch.,담쟁이덩굴,1,토종,한강,충주댐,D
2024,1,마포천1,Persicaria hydropiper Spach,여뀌,1,토종,한강,충주댐,D
2024,1,마포천1,Persicaria sagittata H.Gross ex Nakai,미꾸리낚시,1,토종,한강,충주댐,D
2024,1,마포천1,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,충주댐,D
2024,1,마포천1,Pueraria lobata Ohwi,칡,1,토종,한강,충주댐,D
2024,1,마포천1,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,충주댐,D
2024,1,영춘,Acalypha australis L.,깨풀,1,토종,한강,충주댐,C
2024,1,영춘,Ailanthus altissima Swingle,가죽나무,1,외래종,한강,충주댐,C
2024,1,영춘,Ambrosia artemisiifolia L.,돼지풀,1,외래종,한강,충주댐,C
2024,1,영춘,Amorpha fruticosa L.,족제비싸리,1,외래종,한강,충주댐,C
2024,1,영춘,Artemisia capillaris Thunb.,사철쑥,1,토종,한강,충주댐,C
2024,1,영춘,Artemisia princeps Pamp.,쑥,1,토종,한강,충주댐,C
2024,1,영춘,Calystegia sepium var. japonicum Makino,메꽃,1,토종,한강,충주댐,C
2024,1,영춘,Capsella bursa-pastoris L.W.Medicus,냉이,1,토종,한강,충주댐,C
2024,1,영춘,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,한강,충주댐,C
2024,1,영춘,Chenopodium album var. centrorubrum Makino,명아주,1,토종,한강,충주댐,C
2024,1,영춘,Clematis apiifolia DC.,사위질빵,1,토종,한강,충주댐,C
2024,1,영춘,Clematis brevicaudata DC.,좀사위질빵,1,토종,한강,충주댐,C
2024,1,영춘,Conyza canadensis Cronquist,망초,1,외래종,한강,충주댐,C
2024,1,영춘,Coreopsis lanceolata L.,큰금계국,1,외래종,한강,충주댐,C
2024,1,영춘,Equisetum arvense L.,쇠뜨기,1,토종,한강,충주댐,C
2024,1,영춘,Erigeron annuus Pers.,개망초,1,외래종,한강,충주댐,C
2024,1,영춘,Euphorbia maculata L.,큰땅빈대,1,외래종,한강,충주댐,C
2024,1,영춘,Festuca arundinacea Schreb.,큰김의털,1,외래종,한강,충주댐,C
2024,1,영춘,Hemiptelea davidii Planch.,시무나무,1,토종,한강,충주댐,C
2024,1,영춘,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,충주댐,C
2024,1,영춘,Juglans mandshurica Maxim.,가래나무,1,토종,한강,충주댐,C
2024,1,영춘,Kummerowia striata Schindl.,매듭풀,1,토종,한강,충주댐,C
2024,1,영춘,Leonurus japonicus Houtt.,익모초,1,토종,한강,충주댐,C
2024,1,영춘,Lespedeza cuneata G.Don,비수리,1,토종,한강,충주댐,C
2024,1,영춘,Medicago sativa L.,자주개자리,1,외래종,한강,충주댐,C
2024,1,영춘,Metaplexis japonica Makino,박주가리,1,토종,한강,충주댐,C
2024,1,영춘,Miscanthus sacchariflorus Benth.,물억새,1,토종,한강,충주댐,C
2024,1,영춘,Morus alba L.,뽕나무,1,토종,한강,충주댐,C
2024,1,영춘,Oenothera biennis L.,달맞이꽃,1,외래종,한강,충주댐,C
2024,1,영춘,Persicaria lapathifolia Gray,흰여뀌,1,토종,한강,충주댐,C
2024,1,영춘,Persicaria senticosa H.Gross ex Nakai,며느리밑씻개,1,토종,한강,충주댐,C
2024,1,영춘,Phalaris arundinacea L.,갈풀,1,토종,한강,충주댐,C
2024,1,영춘,Phragmites communis Trin.,갈대,1,토종,한강,충주댐,C
2024,1,영춘,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,충주댐,C
2024,1,영춘,Pueraria lobata Ohwi,칡,1,토종,한강,충주댐,C
2024,1,영춘,Rhus javanica L.,붉나무,1,토종,한강,충주댐,C
2024,1,영춘,Robinia pseudoacacia L.,아까시나무,1,외래종,한강,충주댐,C
2024,1,영춘,Rubus coreanus Miq.,복분자딸기,1,토종,한강,충주댐,C
2024,1,영춘,Rumex crispus L.,소리쟁이,1,외래종,한강,충주댐,C
2024,1,영춘,Salix koreensis Andersson,버드나무,1,토종,한강,충주댐,C
2024,1,영춘,Salix subfragilis Andersson,선버들,1,토종,한강,충주댐,C
2024,1,영춘,Setaria viridis P.Beauv.,강아지풀,1,토종,한강,충주댐,C
2024,1,영춘,Sicyos angulatus L.,가시박,1,외래종,한강,충주댐,C
2024,1,영춘,Trifolium pratense L.,붉은토끼풀,1,외래종,한강,충주댐,C
2024,1,하일천,Amorpha fruticosa L.,족제비싸리,1,외래종,한강,충주댐,D
2024,1,하일천,Artemisia princeps Pamp.,쑥,1,토종,한강,충주댐,D
2024,1,하일천,Conyza canadensis Cronquist,망초,1,외래종,한강,충주댐,D
2024,1,하일천,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,한강,충주댐,D
2024,1,하일천,Morus alba L.,뽕나무,1,토종,한강,충주댐,D
2024,1,하일천,Persicaria lapathifolia Gray,흰여뀌,1,토종,한강,충주댐,D
2024,1,하일천,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,한강,충주댐,D
2024,1,하일천,Phragmites japonica Steud.,달뿌리풀,1,토종,한강,충주댐,D
2024,1,하일천,Pueraria lobata Ohwi,칡,1,토종,한강,충주댐,D
2024,1,덕천1,Acalypha australis L.,깨풀,1,토종,한강,충주댐,D
2024,1,덕천1,Ambrosia artemisiifolia L.,돼지풀,1,외래종,한강,충주댐,D
2024,1,덕천1,Ambrosia trifida L.,단풍잎돼지풀,1,외래종,한강,충주댐,D
2024,1,덕천1,Artemisia princeps Pamp.,쑥,1,토종,한강,충주댐,D
2024,1,덕천1,Artemisia selengensis Turcz. ex Besser,물쑥,1,토종,한강,충주댐,D
2024,1,덕천1,Bidens frondosa L.,미국가막사리,1,외래종,한강,충주댐,D
