조사년도,조사회차,조사지점,학명,국명,출현식생,외래종여부,대권역,중권역,건강성평가등급
2024,1,금호강4-1,Lilium lancifolium Thunb.,참나리,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Lolium multiflorum Lamarck,쥐보리,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Lolium perenne L.,호밀풀,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Lycium chinense Mill.,구기자나무,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Medicago polymorpha L.,개자리,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Melilotus suaveolens Ledeb.,전동싸리,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Metaplexis japonica Makino,박주가리,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Miscanthus sacchariflorus Benth.,물억새,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Morus alba L.,뽕나무,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Mosla punctulata Nakai,들깨풀,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Nymphoides peltata Kuntze,노랑어리연꽃,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Oenanthe javanica DC.,미나리,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Oenothera biennis L.,달맞이꽃,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Oxalis corniculata L.,괭이밥,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Persicaria hydropiper Spach,여뀌,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Phalaris arundinacea L.,갈풀,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Phragmites japonica Steud.,달뿌리풀,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Plantago asiatica L.,질경이,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Polygonum aviculare L.,마디풀,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Prunella vulgaris var. lilacina Nakai,꿀풀,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Prunus persica Batsch,복사나무,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Pueraria lobata Ohwi,칡,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Robinia pseudoacacia L.,아까시나무,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Rubus crataegifolius Bunge,산딸기,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Rubus parvifolius L.,멍석딸기,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Rumex acetosa L.,수영,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Rumex crispus L.,소리쟁이,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Salix chaenomeloides Kimura,왕버들,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Salix gracilistyla Miq.,갯버들,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Salix koreensis Andersson,버드나무,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Salix pseudolasiogyne H.Lev.,능수버들,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Scirpus lacustris var. creber T.Koyama,큰고랭이,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Securinega suffruticosa Rehder,광대싸리,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Sedum sarmentosum Bunge,돌나물,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Setaria viridis P.Beauv.,강아지풀,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Sicyos angulatus L.,가시박,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Sigesbeckia glabrescens Makino,진득찰,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Stellaria aquatica Scop.,쇠별꽃,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Symphytum officinale L.,컴프리,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Tagetes minuta L.,만수국아재비,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Torilis japonica DC.,사상자,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Tragopogon dubius Scop.,쇠채아재비,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Typha orientalis C.Presl,부들,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Ulmus parvifolia Jacq.,참느릅나무,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Vicia amoena Fisch. ex DC.,갈퀴나물,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Vicia villosa Roth,벳지,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Viola lactiflora Nakai,흰젖제비꽃,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Xanthium strumarium L.,도꼬마리,1,외래종,낙동강,금호강,B
2024,1,금호강4-1,Zizania latifolia Turcz. ex Stapf,줄,1,토종,낙동강,금호강,B
2024,1,금호강4-1,Zoysia japonica Steud.,잔디,1,토종,낙동강,금호강,B
2024,1,불로천,Acalypha australis L.,깨풀,1,토종,낙동강,금호강,D
2024,1,불로천,Acer tataricum subsp. ginnala Wesm.,신나무,1,토종,낙동강,금호강,D
2024,1,불로천,Achyranthes japonica Nakai,쇠무릎,1,토종,낙동강,금호강,D
2024,1,불로천,Agropyron ciliare Franch.,속털개밀,1,토종,낙동강,금호강,D
2024,1,불로천,Agropyron tsukushiense var. transiens Ohwi,개밀,1,토종,낙동강,금호강,D
2024,1,불로천,Ailanthus altissima Swingle,가죽나무,1,외래종,낙동강,금호강,D
2024,1,불로천,Althaea rosea Cav.,접시꽃,1,토종,낙동강,금호강,D
2024,1,불로천,Artemisia feddei H.Lev. & Vaniot,뺑쑥,1,토종,낙동강,금호강,D
2024,1,불로천,Artemisia princeps Pamp.,쑥,1,토종,낙동강,금호강,D
2024,1,불로천,Bidens frondosa L.,미국가막사리,1,외래종,낙동강,금호강,D
2024,1,불로천,Bidens tripartita L.,가막사리,1,토종,낙동강,금호강,D
2024,1,불로천,Brassica napus L.,유채,1,토종,낙동강,금호강,D
2024,1,불로천,Bromus japonicus Thunb.,참새귀리,1,토종,낙동강,금호강,D
2024,1,불로천,Bromus unioloides Kunth,큰이삭풀,1,외래종,낙동강,금호강,D
2024,1,불로천,Buxus koreana Nakai ex T.H.Chung & al.,회양목,1,토종,낙동강,금호강,D
2024,1,불로천,Calystegia sepium var. japonicum Makino,메꽃,1,토종,낙동강,금호강,D
2024,1,불로천,Capsella bursa-pastoris L.W.Medicus,냉이,1,토종,낙동강,금호강,D
2024,1,불로천,Carex heterolepis Bunge,산비늘사초,1,토종,낙동강,금호강,D
2024,1,불로천,Carex neurocarpa Maxim.,괭이사초,1,토종,낙동강,금호강,D
2024,1,불로천,Celastrus orbiculatus Thunb.,노박덩굴,1,토종,낙동강,금호강,D
2024,1,불로천,Celtis sinensis Pers.,팽나무,1,토종,낙동강,금호강,D
2024,1,불로천,Chamaecyparis obtusa Endl.,편백,1,토종,낙동강,금호강,D
2024,1,불로천,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,낙동강,금호강,D
2024,1,불로천,Chenopodium album var. centrorubrum Makino,명아주,1,토종,낙동강,금호강,D
2024,1,불로천,Commelina communis L.,닭의장풀,1,토종,낙동강,금호강,D
2024,1,불로천,Conyza canadensis Cronquist,망초,1,외래종,낙동강,금호강,D
2024,1,불로천,Coreopsis lanceolata L.,큰금계국,1,외래종,낙동강,금호강,D
2024,1,불로천,Cosmos sulphureus Cav.,노랑코스모스,1,외래종,낙동강,금호강,D
2024,1,불로천,Crepidiastrum sonchifolium Pak & Kawano,고들빼기,1,토종,낙동강,금호강,D
2024,1,불로천,Digitaria ciliaris Koel.,바랭이,1,토종,낙동강,금호강,D
2024,1,불로천,Echinochloa crusgalli P.Beauv.,돌피,1,토종,낙동강,금호강,D
2024,1,불로천,Echinochloa crusgalli var. echinata Honda,물피,1,토종,낙동강,금호강,D
2024,1,불로천,Equisetum arvense L.,쇠뜨기,1,토종,낙동강,금호강,D
2024,1,불로천,Erigeron annuus Pers.,개망초,1,외래종,낙동강,금호강,D
2024,1,불로천,Euphorbia humifusa Willd. ex Schltdl.,땅빈대,1,토종,낙동강,금호강,D
2024,1,불로천,Festuca arundinacea Schreb.,큰김의털,1,외래종,낙동강,금호강,D
2024,1,불로천,Festuca myuros L.,들묵새,1,외래종,낙동강,금호강,D
2024,1,불로천,Geranium thunbergii Siebold & Zucc.,이질풀,1,토종,낙동강,금호강,D
2024,1,불로천,Helianthus tuberosus L.,뚱딴지,1,외래종,낙동강,금호강,D
2024,1,불로천,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,낙동강,금호강,D
2024,1,불로천,Ipomoea purpurea Roth,둥근잎나팔꽃,1,외래종,낙동강,금호강,D
2024,1,불로천,Juncus effusus var. decipiens Buchenau,골풀,1,토종,낙동강,금호강,D
2024,1,불로천,Lactuca indica L.,왕고들빼기,1,토종,낙동강,금호강,D
2024,1,불로천,Ligustrum japonicum Thunb.,광나무,1,토종,낙동강,금호강,D
2024,1,불로천,Ligustrum obtusifolium Siebold & Zucc.,쥐똥나무,1,토종,낙동강,금호강,D
2024,1,불로천,Lycium chinense Mill.,구기자나무,1,토종,낙동강,금호강,D
2024,1,불로천,Metaplexis japonica Makino,박주가리,1,토종,낙동강,금호강,D
2024,1,불로천,Miscanthus sacchariflorus Benth.,물억새,1,토종,낙동강,금호강,D
2024,1,불로천,Morus alba L.,뽕나무,1,토종,낙동강,금호강,D
2024,1,불로천,Mosla dianthera Maxim.,쥐깨풀,1,토종,낙동강,금호강,D
2024,1,불로천,Mosla punctulata Nakai,들깨풀,1,토종,낙동강,금호강,D
2024,1,불로천,Oenanthe javanica DC.,미나리,1,토종,낙동강,금호강,D
2024,1,불로천,Oenothera biennis L.,달맞이꽃,1,외래종,낙동강,금호강,D
2024,1,불로천,Oxalis corniculata L.,괭이밥,1,토종,낙동강,금호강,D
2024,1,불로천,Parthenocissus tricuspidata Planch.,담쟁이덩굴,1,토종,낙동강,금호강,D
2024,1,불로천,Persicaria muricata Nemoto,넓은잎미꾸리낚시,1,토종,낙동강,금호강,D
2024,1,불로천,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,낙동강,금호강,D
2024,1,불로천,Phalaris arundinacea L.,갈풀,1,토종,낙동강,금호강,D
2024,1,불로천,Phragmites japonica Steud.,달뿌리풀,1,토종,낙동강,금호강,D
2024,1,불로천,Plantago asiatica L.,질경이,1,토종,낙동강,금호강,D
2024,1,불로천,Platanus occidentalis L.,양버즘나무,1,토종,낙동강,금호강,D
2024,1,불로천,Prunus mume Siebold & Zucc.,매실나무,1,토종,낙동강,금호강,D
2024,1,불로천,Prunus yedoensis Matsum.,왕벚나무,1,토종,낙동강,금호강,D
2024,1,불로천,Pueraria lobata Ohwi,칡,1,토종,낙동강,금호강,D
2024,1,불로천,Quamoclit coccinea Moench,둥근잎유홍초,1,외래종,낙동강,금호강,D
2024,1,불로천,Rhododendron indicum Sweet,영산홍,1,토종,낙동강,금호강,D
2024,1,불로천,Robinia pseudoacacia L.,아까시나무,1,외래종,낙동강,금호강,D
2024,1,불로천,Rumex crispus L.,소리쟁이,1,외래종,낙동강,금호강,D
2024,1,불로천,Salix gracilistyla Miq.,갯버들,1,토종,낙동강,금호강,D
2024,1,불로천,Scirpus lacustris var. creber T.Koyama,큰고랭이,1,토종,낙동강,금호강,D
2024,1,불로천,Scirpus triqueter L.,세모고랭이,1,토종,낙동강,금호강,D
2024,1,불로천,Sedum sarmentosum Bunge,돌나물,1,토종,낙동강,금호강,D
2024,1,불로천,Setaria viridis P.Beauv.,강아지풀,1,토종,낙동강,금호강,D
2024,1,불로천,Solanum lyratum Thunb.,배풍등,1,토종,낙동강,금호강,D
2024,1,불로천,Sonchus oleraceus L.,방가지똥,1,외래종,낙동강,금호강,D
2024,1,불로천,Stachys japonica Miq.,석잠풀,1,토종,낙동강,금호강,D
2024,1,불로천,Stellaria aquatica Scop.,쇠별꽃,1,토종,낙동강,금호강,D
2024,1,불로천,Tagetes minuta L.,만수국아재비,1,외래종,낙동강,금호강,D
2024,1,불로천,Taraxacum officinale Weber,서양민들레,1,외래종,낙동강,금호강,D
2024,1,불로천,Trapa japonica Flerow,마름,1,토종,낙동강,금호강,D
2024,1,불로천,Trifolium pratense L.,붉은토끼풀,1,외래종,낙동강,금호강,D
2024,1,불로천,Trifolium repens L.,토끼풀,1,외래종,낙동강,금호강,D
2024,1,불로천,Typha orientalis C.Presl,부들,1,토종,낙동강,금호강,D
2024,1,불로천,Vicia amoena Fisch. ex DC.,갈퀴나물,1,토종,낙동강,금호강,D
2024,1,불로천,Vicia villosa Roth,벳지,1,외래종,낙동강,금호강,D
2024,1,지묘천,Acer tataricum subsp. ginnala Wesm.,신나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Achyranthes japonica Nakai,쇠무릎,1,토종,낙동강,금호강,D
2024,1,지묘천,Aesculus turbinata Blume,칠엽수,1,토종,낙동강,금호강,D
2024,1,지묘천,Agropyron ciliare Franch.,속털개밀,1,토종,낙동강,금호강,D
2024,1,지묘천,Agropyron tsukushiense var. transiens Ohwi,개밀,1,토종,낙동강,금호강,D
2024,1,지묘천,Alopecurus aequalis var. amurensis Ohwi,뚝새풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Amorpha fruticosa L.,족제비싸리,1,외래종,낙동강,금호강,D
2024,1,지묘천,Arenaria serpyllifolia L.,벼룩이자리,1,토종,낙동강,금호강,D
2024,1,지묘천,Artemisia annua L.,개똥쑥,1,토종,낙동강,금호강,D
2024,1,지묘천,Artemisia feddei H.Lev. & Vaniot,뺑쑥,1,토종,낙동강,금호강,D
2024,1,지묘천,Artemisia princeps Pamp.,쑥,1,토종,낙동강,금호강,D
2024,1,지묘천,Bidens tripartita L.,가막사리,1,토종,낙동강,금호강,D
2024,1,지묘천,Boehmeria platanifolia Franch. & Sav.,개모시풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Brassica juncea Czern.,갓,1,외래종,낙동강,금호강,D
2024,1,지묘천,Brassica napus L.,유채,1,토종,낙동강,금호강,D
2024,1,지묘천,Bromus japonicus Thunb.,참새귀리,1,토종,낙동강,금호강,D
2024,1,지묘천,Bromus unioloides Kunth,큰이삭풀,1,외래종,낙동강,금호강,D
2024,1,지묘천,Calystegia sepium var. japonicum Makino,메꽃,1,토종,낙동강,금호강,D
2024,1,지묘천,Carex forficula Franch. & Sav.,산뚝사초,1,토종,낙동강,금호강,D
2024,1,지묘천,Carex heterolepis Bunge,산비늘사초,1,토종,낙동강,금호강,D
2024,1,지묘천,Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Chenopodium album var. centrorubrum Makino,명아주,1,토종,낙동강,금호강,D
2024,1,지묘천,Clematis apiifolia DC.,사위질빵,1,토종,낙동강,금호강,D
2024,1,지묘천,Commelina communis L.,닭의장풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Crepidiastrum sonchifolium Pak & Kawano,고들빼기,1,토종,낙동강,금호강,D
2024,1,지묘천,Digitaria ciliaris Koel.,바랭이,1,토종,낙동강,금호강,D
2024,1,지묘천,Eleutherococcus sessiliflorus S.Y.Hu,오갈피나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Epilobium pyrricholophum Franch. & Sav.,바늘꽃,1,토종,낙동강,금호강,D
2024,1,지묘천,Equisetum arvense L.,쇠뜨기,1,토종,낙동강,금호강,D
2024,1,지묘천,Erigeron annuus Pers.,개망초,1,외래종,낙동강,금호강,D
2024,1,지묘천,Eucommia ulmoides Oliv.,두충,1,토종,낙동강,금호강,D
2024,1,지묘천,Fallopia dumetorum Holub,닭의덩굴,1,외래종,낙동강,금호강,D
2024,1,지묘천,Festuca arundinacea Schreb.,큰김의털,1,외래종,낙동강,금호강,D
2024,1,지묘천,Galium spurium var. echinospermum Hayek,갈퀴덩굴,1,토종,낙동강,금호강,D
2024,1,지묘천,Hemerocallis fulva L.,원추리,1,토종,낙동강,금호강,D
2024,1,지묘천,Hemistepa lyrata Bunge,지칭개,1,토종,낙동강,금호강,D
2024,1,지묘천,Humulus japonicus Siebold & Zucc.,환삼덩굴,1,토종,낙동강,금호강,D
2024,1,지묘천,Indigofera bungeana Walp.,큰낭아초,1,토종,낙동강,금호강,D
2024,1,지묘천,Ipomoea purpurea Roth,둥근잎나팔꽃,1,외래종,낙동강,금호강,D
2024,1,지묘천,Ligustrum japonicum Thunb.,광나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Lilium lancifolium Thunb.,참나리,1,토종,낙동강,금호강,D
2024,1,지묘천,Lolium multiflorum Lamarck,쥐보리,1,외래종,낙동강,금호강,D
2024,1,지묘천,Lycium chinense Mill.,구기자나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Medicago polymorpha L.,개자리,1,외래종,낙동강,금호강,D
2024,1,지묘천,Metaplexis japonica Makino,박주가리,1,토종,낙동강,금호강,D
2024,1,지묘천,Morus alba L.,뽕나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Mosla punctulata Nakai,들깨풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Oenothera biennis L.,달맞이꽃,1,외래종,낙동강,금호강,D
2024,1,지묘천,Oxalis corniculata L.,괭이밥,1,토종,낙동강,금호강,D
2024,1,지묘천,Paulownia coreana Uyeki,오동나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Persicaria thunbergii H.Gross ex Nakai,고마리,1,토종,낙동강,금호강,D
2024,1,지묘천,Phalaris arundinacea L.,갈풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Phragmites japonica Steud.,달뿌리풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Prunus yedoensis Matsum.,왕벚나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Pueraria lobata Ohwi,칡,1,토종,낙동강,금호강,D
2024,1,지묘천,Robinia pseudoacacia L.,아까시나무,1,외래종,낙동강,금호강,D
2024,1,지묘천,Rubus crataegifolius Bunge,산딸기,1,토종,낙동강,금호강,D
2024,1,지묘천,Rumex crispus L.,소리쟁이,1,외래종,낙동강,금호강,D
2024,1,지묘천,Salix koreensis Andersson,버드나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Sedum sarmentosum Bunge,돌나물,1,토종,낙동강,금호강,D
2024,1,지묘천,Setaria viridis P.Beauv.,강아지풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Sicyos angulatus L.,가시박,1,외래종,낙동강,금호강,D
2024,1,지묘천,Sonchus oleraceus L.,방가지똥,1,외래종,낙동강,금호강,D
2024,1,지묘천,Tagetes minuta L.,만수국아재비,1,외래종,낙동강,금호강,D
2024,1,지묘천,Taraxacum officinale Weber,서양민들레,1,외래종,낙동강,금호강,D
2024,1,지묘천,Tephroseris kirilowii (Turcz. ex DC.) Holub,솜방망이,1,토종,낙동강,금호강,D
2024,1,지묘천,Torilis japonica DC.,사상자,1,토종,낙동강,금호강,D
2024,1,지묘천,Trifolium repens L.,토끼풀,1,외래종,낙동강,금호강,D
2024,1,지묘천,Ulmus parvifolia Jacq.,참느릅나무,1,토종,낙동강,금호강,D
2024,1,지묘천,Veronica anagallis-saquatica L.,큰물칭개나물,1,토종,낙동강,금호강,D
2024,1,지묘천,Veronica didyma var. lilacina T.Yamaz.,개불알풀,1,토종,낙동강,금호강,D
2024,1,지묘천,Veronica undulata Wall.,물칭개나물,1,토종,낙동강,금호강,D
2024,1,지묘천,Vicia amoena Fisch. ex DC.,갈퀴나물,1,토종,낙동강,금호강,D
2024,1,지묘천,Vicia villosa Roth,벳지,1,외래종,낙동강,금호강,D
2024,1,지묘천,Viola yedoensis Makino,호제비꽃,1,토종,낙동강,금호강,D
2024,1,지묘천,Zelkova serrata Makino,느티나무,1,토종,낙동강,금호강,D
2024,1,신천2(봉덕),Acer palmatum Thunb.,단풍나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Acer tataricum subsp. ginnala Wesm.,신나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Agropyron ciliare Franch.,속털개밀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Agropyron tsukushiense var. transiens Ohwi,개밀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Ailanthus altissima Swingle,가죽나무,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Amorpha fruticosa L.,족제비싸리,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Aristolochia manshuriensis Kom.,등칡,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Artemisia feddei H.Lev. & Vaniot,뺑쑥,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Artemisia princeps Pamp.,쑥,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Avena fatua L.,메귀리,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Boehmeria platanifolia Franch. & Sav.,개모시풀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Brassica juncea Czern.,갓,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Bromus japonicus Thunb.,참새귀리,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Bromus unioloides Kunth,큰이삭풀,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Capsella bursa-pastoris L.W.Medicus,냉이,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Carex heterolepis Bunge,산비늘사초,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Carex neurocarpa Maxim.,괭이사초,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Chelidonium majus var. asiaticum Ohwi,애기똥풀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Chionanthus retusus Lindl. & Paxton,이팝나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Conyza canadensis Cronquist,망초,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Cornus kousa F.Buerger ex Miq.,산딸나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Cosmos sulphureus Cav.,노랑코스모스,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Crepidiastrum sonchifolium Pak & Kawano,고들빼기,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Cuscuta australis R.Br.,실새삼,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Digitaria ciliaris Koel.,바랭이,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Duchesnea indica Focke,뱀딸기,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Equisetum arvense L.,쇠뜨기,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Erigeron annuus Pers.,개망초,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Euphorbia humifusa Willd. ex Schltdl.,땅빈대,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Festuca arundinacea Schreb.,큰김의털,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Forsythia koreana Nakai,개나리,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Helianthus tuberosus L.,뚱딴지,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Juncus effusus var. decipiens Buchenau,골풀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Kerria japonica DC.,황매화,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Lactuca scariola L.,가시상추,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Lagerstroemia indica L.,배롱나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Lespedeza cuneata G.Don,비수리,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Liriodendron tulipifera L.,백합나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Lolium multiflorum Lamarck,쥐보리,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Medicago lupulina L.,잔개자리,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Metasequoia glyptostroboides Hu & Cheng,메타세쿼이아,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Miscanthus sacchariflorus Benth.,물억새,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Nandina domestica Thunb.,남천,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Oxalis corniculata L.,괭이밥,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Parthenocissus tricuspidata Planch.,담쟁이덩굴,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Phalaris arundinacea L.,갈풀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Phragmites japonica Steud.,달뿌리풀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Polygonum aviculare L.,마디풀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Poncirus trifoliata Raf.,탱자나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Potentilla chinensis Ser.,딱지꽃,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Prunus yedoensis Matsum.,왕벚나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Rhododendron indicum Sweet,영산홍,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Rhus tricocarpa Miq.,개옻나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Rumex crispus L.,소리쟁이,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Salix chaenomeloides Kimura,왕버들,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Salix gracilistyla Miq.,갯버들,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Salix koreensis Andersson,버드나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Setaria viridis P.Beauv.,강아지풀,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Sigesbeckia glabrescens Makino,진득찰,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Spiraea chinensis Maxim.,당조팝나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Tagetes minuta L.,만수국아재비,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Taraxacum officinale Weber,서양민들레,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Themeda triandra var. japonica Makino,솔새,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Torilis japonica DC.,사상자,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Trifolium repens L.,토끼풀,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Ulmus parvifolia Jacq.,참느릅나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Vicia villosa Roth,벳지,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Viola papilionacea Pursh,종지나물,1,외래종,낙동강,금호강,C
2024,1,신천2(봉덕),Zelkova serrata Makino,느티나무,1,토종,낙동강,금호강,C
2024,1,신천2(봉덕),Zoysia japonica Steud.,잔디,1,토종,낙동강,금호강,C
2024,1,신천3(대현),Acalypha australis L.,깨풀,1,토종,낙동강,금호강,D
2024,1,신천3(대현),Achyranthes japonica Nakai,쇠무릎,1,토종,낙동강,금호강,D
2024,1,신천3(대현),Agropyron ciliare Franch.,속털개밀,1,토종,낙동강,금호강,D
2024,1,신천3(대현),Agropyron tsukushiense var. transiens Ohwi,개밀,1,토종,낙동강,금호강,D
2024,1,신천3(대현),Ailanthus altissima Swingle,가죽나무,1,외래종,낙동강,금호강,D
2024,1,신천3(대현),Amorpha fruticosa L.,족제비싸리,1,외래종,낙동강,금호강,D
2024,1,신천3(대현),Artemisia princeps Pamp.,쑥,1,토종,낙동강,금호강,D
2024,1,신천3(대현),Aster meyendorfii Voss,개쑥부쟁이,1,토종,낙동강,금호강,D
2024,1,신천3(대현),Brassica juncea Czern.,갓,1,외래종,낙동강,금호강,D
2024,1,신천3(대현),Brassica napus L.,유채,1,토종,낙동강,금호강,D
2024,1,신천3(대현),Bromus japonicus Thunb.,참새귀리,1,토종,낙동강,금호강,D
