법정구역코드,시도,시군구,읍면동,리,FullAddress,하수처리시설명,하수처리_시설코드,분뇨처리시설명,분뇨처리_시설코드,지정내역,인구 총계(명),시가 인구(명)_하수처리지역(분류식),시가 인구(명)_하수처리지역(합류식),시가 인구(명)_하수미처리지역(오수),시가 인구(명)_하수미처리지역(정화조),시가 인구(명)_하수미처리지역(수거식),비시가 인구(명)_하수처리지역(분류식),비시가 인구(명)_하수처리지역(합류식),비시가 인구(명)_하수미처리지역(오수),비시가 인구(명)_하수미처리지역(정화조),비시가 인구(명)_하수미처리지역(수거식)
2771038022,대구광역시,달성군,구지면,응암리,대구광역시 달성군 구지면 응암리,달성하수처리장,277100W01,서부분뇨처리장,272900F01,일반지역,9903,9903,0,0,0,0,0,0,0,0,0
2771038023,대구광역시,달성군,구지면,고봉리,대구광역시 달성군 구지면 고봉리,달성하수처리장,277100W01,서부분뇨처리장,272900F01,일반지역,243,173,0,3,11,0,52,0,1,3,0
2771038024,대구광역시,달성군,구지면,가천리,대구광역시 달성군 구지면 가천리,달성하수처리장,277100W01,서부분뇨처리장,272900F01,일반지역,135,58,0,0,0,0,77,0,0,0,0
2771038025,대구광역시,달성군,구지면,평촌리,대구광역시 달성군 구지면 평촌리,달성하수처리장,277100W01,서부분뇨처리장,272900F01,일반지역,203,24,0,0,0,0,179,0,0,0,0
2771038026,대구광역시,달성군,구지면,예현리,대구광역시 달성군 구지면 예현리,달성제2차산업단지폐수종말처리장,277100I02,서부분뇨처리장,272900F01,일반지역,342,105,0,60,54,73,18,0,10,9,13
2771038027,대구광역시,달성군,구지면,유산리,대구광역시 달성군 구지면 유산리,,,서부분뇨처리장,272900F01,특정지역,49,0,0,24,4,0,0,0,18,3,0
2771038028,대구광역시,달성군,구지면,목단리,대구광역시 달성군 구지면 목단리,,,서부분뇨처리장,272900F01,일반지역,116,0,0,20,27,0,0,0,29,40,0
2771038029,대구광역시,달성군,구지면,대암리,대구광역시 달성군 구지면 대암리,,,서부분뇨처리장,272900F01,일반지역,119,0,0,3,22,0,0,0,10,84,0
2771038030,대구광역시,달성군,구지면,내리,대구광역시 달성군 구지면 내리,달성제2차산업단지폐수종말처리장,277100I02,서부분뇨처리장,272900F01,일반지역,584,252,0,139,102,67,11,0,6,4,3
2771038031,대구광역시,달성군,구지면,화산리,대구광역시 달성군 구지면 화산리,달성제2차산업단지폐수종말처리장,277100I02,서부분뇨처리장,272900F01,일반지역,1897,1117,0,506,122,0,97,0,44,11,0
2771038032,대구광역시,달성군,구지면,수리리,대구광역시 달성군 구지면 수리리,달성제2차산업단지폐수종말처리장,277100I02,서부분뇨처리장,272900F01,일반지역,242,203,0,0,0,0,39,0,0,0,0
2771038033,대구광역시,달성군,구지면,징리,대구광역시 달성군 구지면 징리,,,서부분뇨처리장,272900F01,일반지역,115,0,0,5,31,0,0,0,12,67,0
2771038034,대구광역시,달성군,구지면,오설리,대구광역시 달성군 구지면 오설리,구지오설마을하수도,277100V01,서부분뇨처리장,272900F01,일반지역,107,29,0,0,0,0,78,0,0,0,0
2771038035,대구광역시,달성군,구지면,도동리,대구광역시 달성군 구지면 도동리,구지도동마을하수도,277100V11,서부분뇨처리장,272900F01,일반지역,135,0,0,0,0,0,135,0,0,0,0
2772025022,대구광역시,군위군,군위읍,서부리,대구광역시 군위군 군위읍 서부리,군위공공하수처리시설,477200W01,군위분뇨처리장,477200F01,일반지역,2766,1655,0,53,4,390,523,0,17,1,123
2772025023,대구광역시,군위군,군위읍,금구리,대구광역시 군위군 군위읍 금구리,군위공공하수처리시설,477200W01,군위분뇨처리장,477200F01,일반지역,329,0,0,0,0,0,123,0,11,33,162
2772025025,대구광역시,군위군,군위읍,수서리,대구광역시 군위군 군위읍 수서리,군위공공하수처리시설,477200W01,군위분뇨처리장,477200F01,일반지역,356,0,0,0,0,0,190,0,15,75,76
2772025025,대구광역시,군위군,군위읍,수서리,대구광역시 군위군 군위읍 수서리,군위군위농공단지폐수종말처리장,477200A01,군위분뇨처리장,477200F01,일반지역,134,0,0,0,0,0,134,0,0,0,0
2772025026,대구광역시,군위군,군위읍,사직리,대구광역시 군위군 군위읍 사직리,군위사직마을하수도,477200V01,군위분뇨처리장,477200F01,일반지역,114,0,0,0,0,0,84,0,0,20,10
2772025026,대구광역시,군위군,군위읍,사직리,대구광역시 군위군 군위읍 사직리,군위공공하수처리시설,477200W01,군위분뇨처리장,477200F01,일반지역,75,0,0,0,0,0,75,0,0,0,0
2772025027,대구광역시,군위군,군위읍,내량리,대구광역시 군위군 군위읍 내량리,군위공공하수처리시설,477200W01,군위분뇨처리장,477200F01,일반지역,365,0,0,0,0,0,115,0,15,16,219
2772025028,대구광역시,군위군,군위읍,외량리,대구광역시 군위군 군위읍 외량리,,,군위분뇨처리장,477200F01,일반지역,281,0,0,0,0,0,0,0,235,40,6
2772025029,대구광역시,군위군,군위읍,삽령리,대구광역시 군위군 군위읍 삽령리,,,군위분뇨처리장,477200F01,일반지역,131,0,0,0,0,0,0,0,0,15,116
2772025030,대구광역시,군위군,군위읍,대북리,대구광역시 군위군 군위읍 대북리,,,군위분뇨처리장,477200F01,일반지역,257,0,0,0,0,0,0,0,34,41,182
2772025031,대구광역시,군위군,군위읍,오곡리,대구광역시 군위군 군위읍 오곡리,,,군위분뇨처리장,477200F01,일반지역,146,0,0,0,0,0,0,0,53,20,73
2772025032,대구광역시,군위군,군위읍,정리,대구광역시 군위군 군위읍 정리,군위공공하수처리시설,477200W01,군위분뇨처리장,477200F01,일반지역,463,94,0,0,3,33,241,0,0,7,85
2772025036,대구광역시,군위군,군위읍,광현리,대구광역시 군위군 군위읍 광현리,,,군위분뇨처리장,477200F01,일반지역,251,0,0,0,0,0,0,0,82,169,0
2772025037,대구광역시,군위군,군위읍,대흥리,대구광역시 군위군 군위읍 대흥리,,,군위분뇨처리장,477200F01,일반지역,220,0,0,0,0,0,0,0,45,27,148
2772031021,대구광역시,군위군,소보면,사리리,대구광역시 군위군 소보면 사리리,,,군위분뇨처리장,477200F01,일반지역,131,0,0,0,0,0,0,0,20,111,0
2772031022,대구광역시,군위군,소보면,보현리,대구광역시 군위군 소보면 보현리,,,군위분뇨처리장,477200F01,일반지역,140,0,0,0,0,0,0,0,25,59,56
2772031023,대구광역시,군위군,소보면,복성리,대구광역시 군위군 소보면 복성리,,,군위분뇨처리장,477200F01,일반지역,130,0,0,0,0,0,0,0,39,91,0
2772031024,대구광역시,군위군,소보면,위성리,대구광역시 군위군 소보면 위성리,,,군위분뇨처리장,477200F01,일반지역,216,0,0,0,0,0,0,0,75,141,0
2772031025,대구광역시,군위군,소보면,달산리,대구광역시 군위군 소보면 달산리,,,군위분뇨처리장,477200F01,일반지역,254,0,0,0,0,0,0,0,36,95,123
2772031026,대구광역시,군위군,소보면,송원리,대구광역시 군위군 소보면 송원리,소보송원소규모공공처리시설,477200V20,군위분뇨처리장,477200F01,일반지역,316,0,0,0,0,0,38,0,65,152,61
2772031028,대구광역시,군위군,소보면,도산리,대구광역시 군위군 소보면 도산리,,,군위분뇨처리장,477200F01,일반지역,232,0,0,0,0,0,0,0,92,78,62
2772031031,대구광역시,군위군,소보면,산법리,대구광역시 군위군 소보면 산법리,,,군위분뇨처리장,477200F01,일반지역,60,0,0,0,0,0,0,0,5,55,0
2772031032,대구광역시,군위군,소보면,내의리,대구광역시 군위군 소보면 내의리,,,군위분뇨처리장,477200F01,일반지역,295,0,0,0,0,0,0,0,25,114,156
2772031033,대구광역시,군위군,소보면,봉황리,대구광역시 군위군 소보면 봉황리,,,군위분뇨처리장,477200F01,일반지역,205,0,0,0,0,0,0,0,59,146,0
2772031034,대구광역시,군위군,소보면,봉소리,대구광역시 군위군 소보면 봉소리,,,군위분뇨처리장,477200F01,일반지역,76,0,0,0,0,0,0,0,21,55,0
2772032021,대구광역시,군위군,효령면,노행리,대구광역시 군위군 효령면 노행리,,,군위분뇨처리장,477200F01,일반지역,212,0,0,0,0,0,0,0,83,129,0
2772032022,대구광역시,군위군,효령면,오천리,대구광역시 군위군 효령면 오천리,,,군위분뇨처리장,477200F01,일반지역,92,0,0,0,0,0,0,0,0,11,81
2772032023,대구광역시,군위군,효령면,성리,대구광역시 군위군 효령면 성리,,,군위분뇨처리장,477200F01,일반지역,218,0,0,0,0,0,0,0,15,82,121
2772032026,대구광역시,군위군,효령면,내리리,대구광역시 군위군 효령면 내리리,,,군위분뇨처리장,477200F01,일반지역,149,0,0,0,0,0,0,0,9,65,75
2772032030,대구광역시,군위군,효령면,장기리,대구광역시 군위군 효령면 장기리,효령고곡소규모공공하수처리시설,477200V19,군위분뇨처리장,477200F01,일반지역,296,0,0,0,0,0,217,0,15,64,0
2772032031,대구광역시,군위군,효령면,금매리,대구광역시 군위군 효령면 금매리,효령원곡소규모공공하수처리시설,477200V18,군위분뇨처리장,477200F01,일반지역,249,0,0,0,0,0,0,0,97,152,0
2772032032,대구광역시,군위군,효령면,화계리,대구광역시 군위군 효령면 화계리,,,군위분뇨처리장,477200F01,일반지역,205,0,0,0,0,0,0,0,70,84,51
2772032033,대구광역시,군위군,효령면,마시리,대구광역시 군위군 효령면 마시리,,,군위분뇨처리장,477200F01,일반지역,312,0,0,0,0,0,0,0,253,59,0
2772032034,대구광역시,군위군,효령면,매곡리,대구광역시 군위군 효령면 매곡리,,,군위분뇨처리장,477200F01,일반지역,287,0,0,0,0,0,0,0,61,134,92
2772032035,대구광역시,군위군,효령면,고곡리,대구광역시 군위군 효령면 고곡리,효령원곡소규모공공하수처리시설,477200V18,군위분뇨처리장,477200F01,일반지역,562,0,0,0,0,0,0,0,268,294,0
2772033021,대구광역시,군위군,부계면,창평리,대구광역시 군위군 부계면 창평리,부계창평마을하수도,477200V06,군위분뇨처리장,477200F01,일반지역,400,0,0,0,0,0,312,0,42,46,0
2772033022,대구광역시,군위군,부계면,가호리,대구광역시 군위군 부계면 가호리,,,군위분뇨처리장,477200F01,일반지역,260,0,0,0,0,0,0,0,41,219,0
2772033023,대구광역시,군위군,부계면,춘산리,대구광역시 군위군 부계면 춘산리,,,군위분뇨처리장,477200F01,일반지역,122,0,0,0,0,0,0,0,22,100,0
2772033024,대구광역시,군위군,부계면,대율리,대구광역시 군위군 부계면 대율리,부계대율마을하수도,477200V05,군위분뇨처리장,477200F01,일반지역,450,0,0,0,0,0,443,0,0,7,0
2772033025,대구광역시,군위군,부계면,동산리,대구광역시 군위군 부계면 동산리,부계대율마을하수도,477200V05,군위분뇨처리장,477200F01,일반지역,272,0,0,0,0,0,0,0,30,30,212
2772033026,대구광역시,군위군,부계면,남산리,대구광역시 군위군 부계면 남산리,부계대율마을하수도,477200V05,군위분뇨처리장,477200F01,일반지역,387,0,0,0,0,0,0,0,40,192,155
2772033027,대구광역시,군위군,부계면,명산리,대구광역시 군위군 부계면 명산리,,,군위분뇨처리장,477200F01,일반지역,68,0,0,0,0,0,0,0,23,45,0
2772033028,대구광역시,군위군,부계면,신화리,대구광역시 군위군 부계면 신화리,,,군위분뇨처리장,477200F01,일반지역,141,0,0,0,0,0,0,0,15,105,21
2772034021,대구광역시,군위군,우보면,나호리,대구광역시 군위군 우보면 나호리,,,군위분뇨처리장,477200F01,일반지역,191,0,0,0,0,0,0,0,25,62,104
2772034022,대구광역시,군위군,우보면,이화리,대구광역시 군위군 우보면 이화리,우보이화마을하수도,477200V07,군위분뇨처리장,477200F01,일반지역,478,0,0,0,0,0,478,0,0,0,0
2772034023,대구광역시,군위군,우보면,두북리,대구광역시 군위군 우보면 두북리,,,군위분뇨처리장,477200F01,일반지역,94,0,0,0,0,0,0,0,21,41,32
2772034024,대구광역시,군위군,우보면,선곡리,대구광역시 군위군 우보면 선곡리,,,군위분뇨처리장,477200F01,일반지역,196,0,0,0,0,0,0,0,25,58,113
2772034025,대구광역시,군위군,우보면,미성리,대구광역시 군위군 우보면 미성리,,,군위분뇨처리장,477200F01,일반지역,191,0,0,0,0,0,0,0,107,59,25
2772034026,대구광역시,군위군,우보면,모산리,대구광역시 군위군 우보면 모산리,우보모산마을하수도,477200V16,군위분뇨처리장,477200F01,일반지역,194,0,0,0,0,0,194,0,0,0,0
2772034027,대구광역시,군위군,우보면,문덕리,대구광역시 군위군 우보면 문덕리,우보문덕마을하수도,477200V17,군위분뇨처리장,477200F01,일반지역,216,0,0,0,0,0,200,0,5,11,0
2772034028,대구광역시,군위군,우보면,달산리,대구광역시 군위군 우보면 달산리,,,군위분뇨처리장,477200F01,일반지역,185,0,0,0,0,0,0,0,52,83,50
2772034029,대구광역시,군위군,우보면,봉산리,대구광역시 군위군 우보면 봉산리,,,군위분뇨처리장,477200F01,일반지역,210,0,0,0,0,0,0,0,31,52,127
2772035021,대구광역시,군위군,의흥면,읍내리,대구광역시 군위군 의흥면 읍내리,의흥읍내마을하수도,477200V08,군위분뇨처리장,477200F01,일반지역,609,0,0,0,0,0,609,0,0,0,0
2772035022,대구광역시,군위군,의흥면,수북리,대구광역시 군위군 의흥면 수북리,,,군위분뇨처리장,477200F01,일반지역,235,0,0,0,0,0,0,0,50,65,120
2772035023,대구광역시,군위군,의흥면,수서리,대구광역시 군위군 의흥면 수서리,,,군위분뇨처리장,477200F01,일반지역,127,0,0,0,0,0,0,0,15,38,74
2772035024,대구광역시,군위군,의흥면,이지리,대구광역시 군위군 의흥면 이지리,,,군위분뇨처리장,477200F01,일반지역,252,0,0,0,0,0,0,0,35,52,165
2772035025,대구광역시,군위군,의흥면,파전리,대구광역시 군위군 의흥면 파전리,,,군위분뇨처리장,477200F01,일반지역,130,0,0,0,0,0,0,0,31,28,71
2772035026,대구광역시,군위군,의흥면,신덕리,대구광역시 군위군 의흥면 신덕리,,,군위분뇨처리장,477200F01,일반지역,106,0,0,0,0,0,0,0,0,21,85
2772035027,대구광역시,군위군,의흥면,지호리,대구광역시 군위군 의흥면 지호리,,,군위분뇨처리장,477200F01,일반지역,161,0,0,0,0,0,0,0,15,146,0
2772035028,대구광역시,군위군,의흥면,연계리,대구광역시 군위군 의흥면 연계리,,,군위분뇨처리장,477200F01,일반지역,226,0,0,0,0,0,0,0,66,160,0
2772035029,대구광역시,군위군,의흥면,매성리,대구광역시 군위군 의흥면 매성리,,,군위분뇨처리장,477200F01,일반지역,126,0,0,0,0,0,0,0,40,57,29
2772035030,대구광역시,군위군,의흥면,원산리,대구광역시 군위군 의흥면 원산리,,,군위분뇨처리장,477200F01,일반지역,216,0,0,0,0,0,0,0,3,213,0
2772035031,대구광역시,군위군,의흥면,금양리,대구광역시 군위군 의흥면 금양리,,,군위분뇨처리장,477200F01,일반지역,153,0,0,0,0,0,0,0,65,72,16
2772036021,대구광역시,군위군,산성면,백학리,대구광역시 군위군 산성면 백학리,,,군위분뇨처리장,477200F01,일반지역,131,0,0,0,0,0,0,0,20,47,64
2772036022,대구광역시,군위군,산성면,삼산리,대구광역시 군위군 산성면 삼산리,,,군위분뇨처리장,477200F01,일반지역,219,0,0,0,0,0,0,0,18,67,134
2772036023,대구광역시,군위군,산성면,봉림리,대구광역시 군위군 산성면 봉림리,,,군위분뇨처리장,477200F01,일반지역,130,0,0,0,0,0,0,0,25,35,70
2772036024,대구광역시,군위군,산성면,무암리,대구광역시 군위군 산성면 무암리,,,군위분뇨처리장,477200F01,일반지역,124,0,0,0,0,0,0,0,84,40,0
2772036025,대구광역시,군위군,산성면,운산리,대구광역시 군위군 산성면 운산리,,,군위분뇨처리장,477200F01,일반지역,103,0,0,0,0,0,0,0,51,52,0
2772036027,대구광역시,군위군,산성면,화전리,대구광역시 군위군 산성면 화전리,,,군위분뇨처리장,477200F01,일반지역,168,0,0,0,0,0,0,0,20,19,129
2772037021,대구광역시,군위군,삼국유사면,화수리,대구광역시 군위군 삼국유사면 화수리,,,군위분뇨처리장,477200F01,일반지역,158,0,0,0,0,0,0,0,0,16,142
2772037022,대구광역시,군위군,삼국유사면,화북리,대구광역시 군위군 삼국유사면 화북리,,,군위분뇨처리장,477200F01,일반지역,283,0,0,0,0,0,0,0,102,65,116
2772037023,대구광역시,군위군,삼국유사면,괴산리,대구광역시 군위군 삼국유사면 괴산리,고로새산마을하수도,477200V15,군위분뇨처리장,477200F01,일반지역,75,0,0,0,0,0,67,0,0,5,3
2772037024,대구광역시,군위군,삼국유사면,학성리,대구광역시 군위군 삼국유사면 학성리,군위고로화북마을하수도,477200V04,군위분뇨처리장,477200F01,일반지역,56,0,0,0,0,0,56,0,0,0,0
2772037025,대구광역시,군위군,삼국유사면,장곡리,대구광역시 군위군 삼국유사면 장곡리,,,군위분뇨처리장,477200F01,일반지역,13,0,0,0,0,0,0,0,0,0,13
2772037026,대구광역시,군위군,삼국유사면,인곡리,대구광역시 군위군 삼국유사면 인곡리,고로병풍암마을하수도,477200V14,군위분뇨처리장,477200F01,일반지역,37,0,0,0,0,0,37,0,0,0,0
2772037027,대구광역시,군위군,삼국유사면,양지리,대구광역시 군위군 삼국유사면 양지리,고로양지마을하수도,477200V09,군위분뇨처리장,477200F01,일반지역,122,0,0,0,0,0,122,0,0,0,0
2772037028,대구광역시,군위군,삼국유사면,낙전리,대구광역시 군위군 삼국유사면 낙전리,고로조락마을하수도,477200V11,군위분뇨처리장,477200F01,일반지역,76,0,0,0,0,0,54,0,0,9,13
2772037029,대구광역시,군위군,삼국유사면,가암리,대구광역시 군위군 삼국유사면 가암리,고로양지마을하수도,477200V09,군위분뇨처리장,477200F01,일반지역,177,0,0,0,0,0,168,0,0,9,0
2772037030,대구광역시,군위군,삼국유사면,석산리,대구광역시 군위군 삼국유사면 석산리,고로양지마을하수도,477200V09,군위분뇨처리장,477200F01,일반지역,178,0,0,0,0,0,155,0,0,23,0
2772037031,대구광역시,군위군,삼국유사면,학암리,대구광역시 군위군 삼국유사면 학암리,고로성황골마을하수도,477200V12,군위분뇨처리장,477200F01,일반지역,60,0,0,0,0,0,45,0,0,15,0
2772037031,대구광역시,군위군,삼국유사면,학암리,대구광역시 군위군 삼국유사면 학암리,고로바위골마을하수도,477200V13,군위분뇨처리장,477200F01,일반지역,84,0,0,0,0,0,84,0,0,0,0
2811014800,인천광역시,중구,운북동,,인천광역시 중구 운북동 ,운북하수종말처리장,281100W01,가좌분뇨처리장,282600F02,일반지역,3593,0,929,796,0,72,0,928,796,0,72
2811014900,인천광역시,중구,을왕동,,인천광역시 중구 을왕동 ,영종수질복원센터,281100W03,가좌분뇨처리장,282600F02,일반지역,1601,80,0,0,0,0,1521,0,0,0,0
2811015000,인천광역시,중구,남북동,,인천광역시 중구 남북동 ,영종수질복원센터,281100W03,가좌분뇨처리장,282600F02,일반지역,837,0,0,0,0,0,837,0,0,0,0
2811015200,인천광역시,중구,무의동,,인천광역시 중구 무의동 ,,,가좌분뇨처리장,282600F02,일반지역,691,0,0,0,0,0,0,0,345,0,346
2824511100,인천광역시,계양구,귤현동,,인천광역시 계양구 귤현동 ,굴포공공하수처리시설,411990W01,가좌분뇨처리장,282600F02,일반지역,9162,0,2199,0,0,0,0,6963,0,0,0
2824511500,인천광역시,계양구,노오지동,,인천광역시 계양구 노오지동 ,,,가좌분뇨처리장,282600F02,일반지역,0,0,0,0,0,0,0,0,0,0,0
2824511600,인천광역시,계양구,선주지동,,인천광역시 계양구 선주지동 ,,,가좌분뇨처리장,282600F02,일반지역,128,0,0,49,10,0,0,0,57,12,0
2824511800,인천광역시,계양구,오류동,,인천광역시 계양구 오류동 ,검단하수처리장,282600W03,가좌분뇨처리장,282600F02,일반지역,3228,1937,0,0,0,0,1291,0,0,0,0
2824511900,인천광역시,계양구,갈현동,,인천광역시 계양구 갈현동 ,,,가좌분뇨처리장,282600F02,일반지역,150,0,0,20,4,0,0,0,107,19,0
2826010100,인천광역시,서구,백석동,,인천광역시 서구 백석동 ,공촌하수종말처리장,282600W01,가좌분뇨처리장,282600F02,일반지역,225,0,65,0,0,0,0,160,0,0,0
2826010100,인천광역시,서구,백석동,,인천광역시 서구 백석동 ,검단하수처리장,282600W03,가좌분뇨처리장,282600F02,일반지역,11000,0,3190,0,0,0,0,7810,0,0,0
2826010200,인천광역시,서구,시천동,,인천광역시 서구 시천동 ,공촌하수종말처리장,282600W01,가좌분뇨처리장,282600F02,일반지역,92,5,0,0,0,0,87,0,0,0,0
2826010300,인천광역시,서구,검암동,,인천광역시 서구 검암동 ,공촌하수종말처리장,282600W01,가좌분뇨처리장,282600F02,일반지역,30452,19185,0,0,0,0,11267,0,0,0,0
2826010400,인천광역시,서구,경서동,,인천광역시 서구 경서동 ,공촌하수종말처리장,282600W01,가좌분뇨처리장,282600F02,일반지역,13541,9479,0,0,0,0,4062,0,0,0,0
2826011700,인천광역시,서구,대곡동,,인천광역시 서구 대곡동 ,검단하수처리장,282600W03,가좌분뇨증설처리장,282600F03,일반지역,1250,13,0,0,0,0,1237,0,0,0,0
2826011800,인천광역시,서구,금곡동,,인천광역시 서구 금곡동 ,검단하수처리장,282600W03,가좌분뇨증설처리장,282600F03,일반지역,4776,1385,0,0,0,0,3391,0,0,0,0
2826011900,인천광역시,서구,오류동,,인천광역시 서구 오류동 ,공촌하수종말처리장,282600W01,가좌분뇨증설처리장,282600F03,일반지역,4811,2677,0,616,171,0,1041,0,239,67,0
2826011900,인천광역시,서구,오류동,,인천광역시 서구 오류동 ,검단하수처리장,282600W03,가좌분뇨증설처리장,282600F03,일반지역,2288,1647,0,0,0,0,641,0,0,0,0
2826012100,인천광역시,서구,불로동,,인천광역시 서구 불로동 ,검단증설공공하수처리시설,282600W04,가좌분뇨증설처리장,282600F03,일반지역,22369,19014,0,0,0,0,3355,0,0,0,0
2871025021,인천광역시,강화군,강화읍,신문리,인천광역시 강화군 강화읍 신문리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,2996,0,2139,37,0,310,0,438,8,0,64
2871025022,인천광역시,강화군,강화읍,관청리,인천광역시 강화군 강화읍 관청리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,4541,0,2618,84,0,613,0,968,31,0,227
2871025023,인천광역시,강화군,강화읍,국화리,인천광역시 강화군 강화읍 국화리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,1336,0,41,51,1,0,0,546,679,18,0
2871025025,인천광역시,강화군,강화읍,갑곳리,인천광역시 강화군 강화읍 갑곳리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,6063,0,221,21,0,0,0,5309,512,0,0
2871025027,인천광역시,강화군,강화읍,옥림리,인천광역시 강화군 강화읍 옥림리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,1966,0,385,241,4,0,0,818,511,7,0
2871025029,인천광역시,강화군,강화읍,대산리,인천광역시 강화군 강화읍 대산리,,,강화위생처리장,287100F01,일반지역,739,0,0,0,0,0,0,0,739,0,0
2871031021,인천광역시,강화군,선원면,금월리,인천광역시 강화군 선원면 금월리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,655,0,0,0,0,0,0,53,570,32,0
2871031022,인천광역시,강화군,선원면,연리,인천광역시 강화군 선원면 연리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,569,0,0,0,0,0,0,14,549,6,0
2871031023,인천광역시,강화군,선원면,지산리,인천광역시 강화군 선원면 지산리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,627,0,0,0,0,0,0,32,581,14,0
2871031026,인천광역시,강화군,선원면,선행리,인천광역시 강화군 선원면 선행리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,858,0,0,0,0,0,0,4,805,49,0
2871031027,인천광역시,강화군,선원면,냉정리,인천광역시 강화군 선원면 냉정리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,982,0,0,0,0,0,0,19,866,97,0
2871032022,인천광역시,강화군,불은면,고능리,인천광역시 강화군 불은면 고능리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,618,0,0,0,0,0,0,46,536,36,0
2871032024,인천광역시,강화군,불은면,넙성리,인천광역시 강화군 불은면 넙성리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,477,0,0,0,0,0,0,2,437,38,0
2871032025,인천광역시,강화군,불은면,신현리,인천광역시 강화군 불은면 신현리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,617,0,0,0,0,0,0,8,597,12,0
2871032026,인천광역시,강화군,불은면,삼동암리,인천광역시 강화군 불은면 삼동암리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,858,0,0,0,0,0,0,18,840,0,0
2871032027,인천광역시,강화군,불은면,삼성리,인천광역시 강화군 불은면 삼성리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,966,0,0,0,0,0,0,17,939,10,0
2871032028,인천광역시,강화군,불은면,덕성리,인천광역시 강화군 불은면 덕성리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,416,0,0,0,0,0,0,28,350,38,0
2871033022,인천광역시,강화군,길상면,선두리,인천광역시 강화군 길상면 선두리,,,강화위생처리장,287100F01,일반지역,1191,0,0,0,0,0,0,0,1158,33,0
2871033023,인천광역시,강화군,길상면,동검리,인천광역시 강화군 길상면 동검리,,,강화위생처리장,287100F01,일반지역,270,0,0,0,0,0,0,0,265,5,0
2871033025,인천광역시,강화군,길상면,장흥리,인천광역시 강화군 길상면 장흥리,강화온수공공하수처리장,287100W02,강화위생처리장,287100F01,일반지역,859,0,0,0,0,0,142,0,694,23,0
2871034021,인천광역시,강화군,화도면,내리,인천광역시 강화군 화도면 내리,강화동막소규모공공처리시설,287100V01,강화위생처리장,287100F01,일반지역,825,0,0,0,0,0,2,0,823,0,0
2871034022,인천광역시,강화군,화도면,상방리,인천광역시 강화군 화도면 상방리,강화동막소규모공공처리시설,287100V01,강화위생처리장,287100F01,일반지역,640,0,0,0,0,0,2,0,477,30,131
2871034023,인천광역시,강화군,화도면,문산리,인천광역시 강화군 화도면 문산리,,,강화위생처리장,287100F01,일반지역,461,0,0,0,0,0,0,0,435,26,0
2871034025,인천광역시,강화군,화도면,사기리,인천광역시 강화군 화도면 사기리,강화동막소규모공공처리시설,287100V01,강화위생처리장,287100F01,일반지역,400,0,0,0,0,0,9,0,380,11,0
2871034026,인천광역시,강화군,화도면,동막리,인천광역시 강화군 화도면 동막리,강화동막소규모공공처리시설,287100V01,강화위생처리장,287100F01,일반지역,356,0,0,0,0,0,110,0,242,4,0
2871034029,인천광역시,강화군,화도면,장화리,인천광역시 강화군 화도면 장화리,강화동막소규모공공처리시설,287100V01,강화위생처리장,287100F01,일반지역,543,0,0,0,0,0,2,0,505,36,0
2871035021,인천광역시,강화군,양도면,하일리,인천광역시 강화군 양도면 하일리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,372,0,0,0,0,0,0,2,360,10,0
2871035022,인천광역시,강화군,양도면,능내리,인천광역시 강화군 양도면 능내리,,,강화위생처리장,287100F01,일반지역,368,0,0,0,0,0,0,0,368,0,0
2871035024,인천광역시,강화군,양도면,인산리,인천광역시 강화군 양도면 인산리,,,강화위생처리장,287100F01,일반지역,804,0,0,0,0,0,0,0,761,30,13
2871035026,인천광역시,강화군,양도면,길정리,인천광역시 강화군 양도면 길정리,,,강화위생처리장,287100F01,일반지역,318,0,0,0,0,0,0,0,264,30,24
2871035027,인천광역시,강화군,양도면,도장리,인천광역시 강화군 양도면 도장리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,805,0,0,0,0,0,0,2,792,11,0
2871035028,인천광역시,강화군,양도면,조산리,인천광역시 강화군 양도면 조산리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,497,0,0,0,0,0,0,2,479,16,0
