법정구역코드,시도,시군구,읍면동,리,FullAddress,하수처리시설명,하수처리_시설코드,분뇨처리시설명,분뇨처리_시설코드,지정내역,인구 총계(명),시가 인구(명)_하수처리지역(분류식),시가 인구(명)_하수처리지역(합류식),시가 인구(명)_하수미처리지역(오수),시가 인구(명)_하수미처리지역(정화조),시가 인구(명)_하수미처리지역(수거식),비시가 인구(명)_하수처리지역(분류식),비시가 인구(명)_하수처리지역(합류식),비시가 인구(명)_하수미처리지역(오수),비시가 인구(명)_하수미처리지역(정화조),비시가 인구(명)_하수미처리지역(수거식)
2871036021,인천광역시,강화군,내가면,고천리,인천광역시 강화군 내가면 고천리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,1153,0,1,193,25,0,0,3,825,106,0
2871036022,인천광역시,강화군,내가면,오상리,인천광역시 강화군 내가면 오상리,,,강화위생처리장,287100F01,일반지역,493,0,0,0,0,0,0,0,448,45,0
2871036024,인천광역시,강화군,내가면,황청리,인천광역시 강화군 내가면 황청리,,,강화위생처리장,287100F01,일반지역,394,0,0,0,0,0,0,0,394,0,0
2871036025,인천광역시,강화군,내가면,구하리,인천광역시 강화군 내가면 구하리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,299,0,0,0,0,0,0,3,295,0,1
2871037021,인천광역시,강화군,하점면,신봉리,인천광역시 강화군 하점면 신봉리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,443,0,0,0,0,0,0,5,359,0,79
2871037022,인천광역시,강화군,하점면,장정리,인천광역시 강화군 하점면 장정리,,,강화위생처리장,287100F01,일반지역,655,0,0,0,0,0,0,0,646,9,0
2871037023,인천광역시,강화군,하점면,부근리,인천광역시 강화군 하점면 부근리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,553,0,0,0,0,0,0,110,422,21,0
2871037024,인천광역시,강화군,하점면,삼거리,인천광역시 강화군 하점면 삼거리,,,강화위생처리장,287100F01,일반지역,365,0,0,0,0,0,0,0,242,30,93
2871037025,인천광역시,강화군,하점면,신삼리,인천광역시 강화군 하점면 신삼리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,343,0,0,0,0,0,0,2,258,15,68
2871037027,인천광역시,강화군,하점면,창후리,인천광역시 강화군 하점면 창후리,,,강화위생처리장,287100F01,일반지역,622,0,0,0,0,0,0,0,593,29,0
2871037028,인천광역시,강화군,하점면,이강리,인천광역시 강화군 하점면 이강리,,,강화위생처리장,287100F01,일반지역,474,0,0,0,0,0,0,0,362,20,92
2871038021,인천광역시,강화군,양사면,철산리,인천광역시 강화군 양사면 철산리,,,강화위생처리장,287100F01,일반지역,79,0,0,0,0,0,0,0,15,0,64
2871038022,인천광역시,강화군,양사면,덕하리,인천광역시 강화군 양사면 덕하리,,,강화위생처리장,287100F01,일반지역,586,0,0,0,0,0,0,0,559,27,0
2871038023,인천광역시,강화군,양사면,북성리,인천광역시 강화군 양사면 북성리,,,강화위생처리장,287100F01,일반지역,379,0,0,0,0,0,0,0,159,0,220
2871038024,인천광역시,강화군,양사면,교산리,인천광역시 강화군 양사면 교산리,,,강화위생처리장,287100F01,일반지역,438,0,0,0,0,0,0,0,422,16,0
2871038025,인천광역시,강화군,양사면,인화리,인천광역시 강화군 양사면 인화리,,,강화위생처리장,287100F01,일반지역,438,0,0,0,0,0,0,0,436,2,0
2871039021,인천광역시,강화군,송해면,솔정리,인천광역시 강화군 송해면 솔정리,,,강화위생처리장,287100F01,일반지역,557,0,0,0,0,0,0,0,557,0,0
2871039022,인천광역시,강화군,송해면,신당리,인천광역시 강화군 송해면 신당리,,,강화위생처리장,287100F01,일반지역,318,0,0,0,0,0,0,0,283,0,35
2871039023,인천광역시,강화군,송해면,숭뢰리,인천광역시 강화군 송해면 숭뢰리,,,강화위생처리장,287100F01,일반지역,379,0,0,0,0,0,0,0,278,15,86
2871039025,인천광역시,강화군,송해면,상도리,인천광역시 강화군 송해면 상도리,,,강화위생처리장,287100F01,일반지역,537,0,0,0,0,0,0,0,404,15,118
2871039026,인천광역시,강화군,송해면,하도리,인천광역시 강화군 송해면 하도리,,,강화위생처리장,287100F01,일반지역,725,0,0,0,0,0,0,0,658,67,0
2871039027,인천광역시,강화군,송해면,양오리,인천광역시 강화군 송해면 양오리,강화하수종말처리장,287100W01,강화위생처리장,287100F01,일반지역,482,0,0,0,0,0,0,4,458,20,0
2871040021,인천광역시,강화군,교동면,대룡리,인천광역시 강화군 교동면 대룡리,강화교동소규모공공처리시설,287100V02,강화위생처리장,287100F01,일반지역,472,44,0,42,0,42,119,0,113,0,112
2871040022,인천광역시,강화군,교동면,읍내리,인천광역시 강화군 교동면 읍내리,,,강화위생처리장,287100F01,일반지역,240,0,0,0,0,0,0,0,209,0,31
2871040023,인천광역시,강화군,교동면,상용리,인천광역시 강화군 교동면 상용리,,,강화위생처리장,287100F01,일반지역,202,0,0,0,0,0,0,0,190,12,0
2871040024,인천광역시,강화군,교동면,봉소리,인천광역시 강화군 교동면 봉소리,,,강화위생처리장,287100F01,일반지역,173,0,0,0,0,0,0,0,161,0,12
2871040025,인천광역시,강화군,교동면,고구리,인천광역시 강화군 교동면 고구리,,,강화위생처리장,287100F01,일반지역,282,0,0,0,0,0,0,0,282,0,0
2871040026,인천광역시,강화군,교동면,삼선리,인천광역시 강화군 교동면 삼선리,,,강화위생처리장,287100F01,일반지역,283,0,0,0,0,0,0,0,246,0,37
2871040027,인천광역시,강화군,교동면,인사리,인천광역시 강화군 교동면 인사리,,,강화위생처리장,287100F01,일반지역,123,0,0,0,0,0,0,0,74,0,49
2871040028,인천광역시,강화군,교동면,난정리,인천광역시 강화군 교동면 난정리,,,강화위생처리장,287100F01,일반지역,213,0,0,0,0,0,0,0,94,0,119
2871040029,인천광역시,강화군,교동면,양갑리,인천광역시 강화군 교동면 양갑리,,,강화위생처리장,287100F01,일반지역,183,0,0,0,0,0,0,0,151,0,32
2871040030,인천광역시,강화군,교동면,동산리,인천광역시 강화군 교동면 동산리,,,강화위생처리장,287100F01,일반지역,139,0,0,0,0,0,0,0,139,0,0
2871040031,인천광역시,강화군,교동면,서한리,인천광역시 강화군 교동면 서한리,,,강화위생처리장,287100F01,일반지역,168,0,0,0,0,0,0,0,87,0,81
2871040032,인천광역시,강화군,교동면,무학리,인천광역시 강화군 교동면 무학리,,,강화위생처리장,287100F01,일반지역,119,0,0,0,0,0,0,0,5,0,114
2871040033,인천광역시,강화군,교동면,지석리,인천광역시 강화군 교동면 지석리,,,강화위생처리장,287100F01,일반지역,186,0,0,0,0,0,0,0,29,0,157
2871041021,인천광역시,강화군,삼산면,석모리,인천광역시 강화군 삼산면 석모리,,,강화위생처리장,287100F01,일반지역,656,0,0,0,0,0,0,0,656,0,0
2871041023,인천광역시,강화군,삼산면,하리,인천광역시 강화군 삼산면 하리,,,강화위생처리장,287100F01,일반지역,149,0,0,0,0,0,0,0,149,0,0
2871041025,인천광역시,강화군,삼산면,매음리,인천광역시 강화군 삼산면 매음리,,,강화위생처리장,287100F01,일반지역,798,0,0,0,0,0,0,0,798,0,0
2871041026,인천광역시,강화군,삼산면,서검리,인천광역시 강화군 삼산면 서검리,,,강화위생처리장,287100F01,일반지역,66,0,0,0,0,0,0,0,0,1,65
2871041027,인천광역시,강화군,삼산면,미법리,인천광역시 강화군 삼산면 미법리,,,강화위생처리장,287100F01,일반지역,31,0,0,0,0,0,0,0,31,0,0
2871042021,인천광역시,강화군,서도면,주문도리,인천광역시 강화군 서도면 주문도리,,,강화위생처리장,287100F01,일반지역,347,0,0,0,0,0,0,0,53,0,294
2871042022,인천광역시,강화군,서도면,아차도리,인천광역시 강화군 서도면 아차도리,,,강화위생처리장,287100F01,일반지역,31,0,0,0,0,0,0,0,20,0,11
2871042023,인천광역시,강화군,서도면,말도리,인천광역시 강화군 서도면 말도리,,,강화위생처리장,287100F01,일반지역,20,0,0,0,0,0,0,0,20,0,0
2871042024,인천광역시,강화군,서도면,볼음도리,인천광역시 강화군 서도면 볼음도리,,,강화위생처리장,287100F01,일반지역,262,0,0,0,0,0,0,0,262,0,0
2872031022,인천광역시,옹진군,북도면,신도리,인천광역시 옹진군 북도면 신도리,,,가좌분뇨처리장,282600F02,특정지역,663,0,0,0,0,0,0,0,414,30,219
2872031023,인천광역시,옹진군,북도면,모도리,인천광역시 옹진군 북도면 모도리,,,가좌분뇨처리장,282600F02,특정지역,118,0,0,0,0,0,0,0,92,15,11
2872031024,인천광역시,옹진군,북도면,장봉리,인천광역시 옹진군 북도면 장봉리,장봉3공공하수처리시설,287200V08,가좌분뇨처리장,282600F02,특정지역,970,0,0,0,0,0,233,0,624,65,48
2872033021,인천광역시,옹진군,백령면,진촌리,인천광역시 옹진군 백령면 진촌리,진촌공공하수처리시설,287200W01,백령분뇨처리장,287200F03,특정지역,2393,0,23,1,0,0,0,2232,109,28,0
2872033022,인천광역시,옹진군,백령면,북포리,인천광역시 옹진군 백령면 북포리,가을공공하수처리시설,287200W02,백령분뇨처리장,287200F03,특정지역,1408,0,0,0,0,0,0,0,216,0,1192
2872033023,인천광역시,옹진군,백령면,가을리,인천광역시 옹진군 백령면 가을리,가을공공하수처리시설,287200W02,백령분뇨처리장,287200F03,특정지역,336,0,0,0,0,0,0,0,0,0,336
2872033024,인천광역시,옹진군,백령면,연화리,인천광역시 옹진군 백령면 연화리,가을공공하수처리시설,287200W02,백령분뇨처리장,287200F03,특정지역,427,0,0,0,0,0,0,0,48,0,379
2872033025,인천광역시,옹진군,백령면,남포리,인천광역시 옹진군 백령면 남포리,,,백령분뇨처리장,287200F03,특정지역,387,0,0,0,0,0,0,0,246,15,126
